t_rel,chew
12.267170,1
12.300505,1
12.333840,1
12.367174,1
12.400509,1
12.433844,1
12.467178,1
12.500513,1
12.533848,1
12.567183,1
12.600517,1
12.633852,1
12.667187,1
12.700521,1
12.733856,1
12.767191,1
12.800525,1
12.833860,1
12.867195,1
12.900530,1
12.933864,1
12.967199,1
13.000534,1
13.033868,1
13.067203,1
13.100538,1
13.133872,1
13.167207,1
13.200542,1
13.233877,1
13.267211,1
13.300546,1
13.333881,1
13.367215,1
13.400550,1
13.433885,1
13.467219,1
13.500554,1
13.533889,1
13.567224,1
13.600558,1
13.633893,1
13.667228,1
13.700562,1
13.733897,1
13.767232,1
13.800567,1
13.833901,1
13.867236,1
13.900571,1
13.933905,1
13.967240,1
14.000575,1
14.033909,1
14.067244,1
14.100579,1
14.133914,1
14.167248,1
14.200583,1
14.233918,1
14.267252,1
14.300587,1
14.333922,1
14.367256,1
14.400591,1
14.433926,1
14.467261,1
14.500595,1
14.533930,1
14.567265,1
14.600599,1
14.633934,1
14.667269,1
14.700603,1
14.733938,1
14.767273,1
14.800608,1
14.833942,1
14.867277,1
14.900612,1
14.933946,1
14.967281,1
15.000616,1
15.033950,1
15.067285,1
15.100620,1
15.133955,1
15.167289,1
15.200624,1
15.233959,1
15.267293,1
15.300628,1
15.333963,1
15.367297,1
15.400632,1
15.433967,1
15.467302,1
15.500636,1
15.533971,1
15.567306,1
15.600640,1
15.633975,1
15.667310,1
15.700644,1
15.733979,1
15.767314,1
15.800649,1
15.833983,1
15.867318,1
15.900653,1
15.933987,1
15.967322,1
16.000657,1
16.033992,1
16.067326,1
16.100661,1
16.133996,1
16.167330,1
16.200665,1
16.234000,1
16.267334,1
16.300669,1
16.334004,1
16.367339,1
16.400673,1
16.434008,1
16.467343,1
16.500677,1
16.534012,1
16.567347,1
16.600681,1
16.634016,1
16.667351,1
16.700686,1
16.734020,1
16.767355,1
16.800690,1
16.834024,1
16.867359,1
16.900694,1
16.934028,1
16.967363,1
17.000698,1
17.034033,1
17.067367,1
17.100702,1
17.134037,1
17.167371,1
17.200706,1
17.234041,1
17.267375,1
17.300710,1
17.334045,1
17.367380,1
17.400714,1
17.434049,1
17.467384,1
17.500718,1
17.534053,1
17.567388,1
17.600722,1
17.634057,1
17.667392,1
17.700727,1
17.734061,1
17.767396,1
17.800731,1
17.834065,1
17.867400,1
17.900735,1
17.934070,1
17.967404,1
18.000739,1
18.034074,1
18.067408,1
18.100743,1
18.134078,1
18.167412,1
18.200747,1
18.234082,1
18.267417,1
18.300751,1
18.334086,1
18.367421,1
18.400755,1
18.434090,1
18.467425,1
18.500759,1
18.534094,1
18.567429,1
18.600764,1
18.634098,1
18.667433,1
18.700768,1
18.734102,1
18.767437,1
18.800772,1
18.834106,1
18.867441,1
18.900776,1
18.934111,1
18.967445,1
19.000780,1
19.034115,1
19.067449,1
19.100784,1
19.134119,1
19.167453,1
19.200788,1
19.234123,1
19.267458,1
19.300792,1
19.334127,1
19.367462,1
19.400796,1
19.434131,1
19.467466,1
19.500800,1
19.534135,1
19.567470,1
19.600805,1
19.634139,1
19.667474,1
19.700809,1
19.734143,1
19.767478,1
19.800813,1
19.834148,1
19.867482,1
19.900817,1
19.934152,1
19.967486,1
20.000821,1
20.034156,1
20.067490,1
20.100825,1
20.134160,1
20.167495,1
20.200829,1
20.234164,1
20.267499,1
20.300833,1
20.334168,1
22.000903,1
22.034238,1
22.067573,1
22.100907,1
22.134242,1
22.167577,1
22.200911,1
22.234246,1
22.267581,1
22.300915,1
22.334250,1
22.367585,1
22.400920,1
22.434254,1
22.467589,1
22.500924,1
22.534258,1
22.567593,1
22.600928,1
22.634262,1
22.667597,1
22.700932,1
22.734267,1
22.767601,1
22.800936,1
22.834271,1
22.867605,1
22.900940,1
22.934275,1
22.967609,1
23.000944,1
23.034279,1
23.067614,1
29.201199,1
29.234533,1
29.267868,1
29.301203,1
29.334537,1
29.367872,1
29.401207,1
29.434542,1
29.467876,1
29.501211,1
29.534546,1
29.567880,1
29.601215,1
29.634550,1
29.667885,1
29.701219,1
29.734554,1
29.767889,1
29.801223,1
29.834558,1
29.867893,1
29.901227,1
29.934562,1
29.967897,1
30.001232,1
30.034566,1
30.067901,1
30.101236,1
30.134570,1
30.167905,1
30.201240,1
30.234574,1
30.267909,1
30.301244,1
30.334579,1
30.367913,1
30.401248,1
30.434583,1
30.467917,1
30.501252,1
30.534587,1
30.567921,1
30.601256,1
30.634591,1
30.667926,1
30.701260,1
30.734595,1
30.767930,1
30.801264,1
30.834599,1
30.867934,1
30.901268,1
30.934603,1
30.967938,1
31.001273,1
31.034607,1
31.067942,1
31.101277,1
31.134611,1
31.167946,1
31.201281,1
31.234615,1
31.267950,1
31.301285,1
31.334620,1
31.367954,1
31.401289,1
31.434624,1
31.467958,1
31.501293,1
31.534628,1
31.567963,1
31.601297,1
31.634632,1
31.667967,1
31.701301,1
31.734636,1
31.767971,1
31.801305,1
31.834640,1
31.867975,1
31.901310,1
31.934644,1
31.967979,1
32.001314,1
32.034648,1
32.067983,1
32.101318,1
32.134652,1
32.167987,1
32.201322,1
32.234657,1
32.267991,1
32.301326,1
32.334661,1
32.367995,1
32.401330,1
32.434665,1
32.467999,1
32.501334,1
32.534669,1
32.568004,1
32.601338,1
32.634673,1
32.668008,1
32.701342,1
32.734677,1
32.768012,1
32.801346,1
32.834681,1
32.868016,1
32.901351,1
32.934685,1
32.968020,1
33.001355,1
33.034689,1
33.068024,1
33.101359,1
33.134693,1
33.168028,1
33.201363,1
33.234698,1
33.268032,1
33.301367,1
33.334702,1
33.368036,1
33.401371,1
33.434706,1
33.468041,1
33.501375,1
33.534710,1
33.568045,1
33.601379,1
33.634714,1
33.668049,1
33.701383,1
33.734718,1
33.768053,1
33.801388,1
33.834722,1
33.868057,1
33.901392,1
33.934726,1
33.968061,1
34.001396,1
34.034730,1
34.068065,1
34.101400,1
34.134735,1
34.168069,1
34.201404,1
34.234739,1
34.268073,1
34.301408,1
34.334743,1
34.368077,1
34.401412,1
34.434747,1
34.468082,1
34.501416,1
34.534751,1
34.568086,1
34.601420,1
34.634755,1
34.668090,1
34.701424,1
34.734759,1
34.768094,1
34.801429,1
34.834763,1
34.868098,1
34.901433,1
34.934767,1
34.968102,1
35.001437,1
35.034771,1
35.068106,1
35.101441,1
35.134776,1
35.168110,1
35.201445,1
35.234780,1
35.268114,1
35.301449,1
35.334784,1
35.368119,1
35.401453,1
35.434788,1
35.468123,1
35.501457,1
35.534792,1
35.568127,1
35.601461,1
35.634796,1
35.668131,1
35.701466,1
35.734800,1
35.768135,1
35.801470,1
35.834804,1
35.868139,1
35.901474,1
35.934808,1
35.968143,1
36.001478,1
36.034813,1
36.068147,1
36.101482,1
36.134817,1
36.168151,1
36.201486,1
36.234821,1
36.268155,1
36.301490,1
36.334825,1
36.368160,1
36.401494,1
36.434829,1
36.468164,1
36.501498,1
36.534833,1
36.568168,1
36.601502,1
36.634837,1
36.668172,1
36.701507,1
36.734841,1
36.768176,1
36.801511,1
36.834845,1
36.868180,1
36.901515,1
36.934849,1
36.968184,1
37.001519,1
37.034854,1
37.068188,1
37.101523,1
37.134858,1
37.168192,1
37.201527,1
37.234862,1
37.268196,1
37.301531,1
37.334866,1
37.368201,1
37.401535,1
37.434870,1
37.468205,1
37.501539,1
37.534874,1
37.568209,1
37.601544,1
37.634878,1
37.668213,1
37.701548,1
37.734882,1
37.768217,1
37.801552,1
37.834886,1
37.868221,1
37.901556,1
37.934891,1
37.968225,1
38.001560,1
38.034895,1
38.068229,1
38.101564,1
38.134899,1
38.168233,1
38.201568,1
38.234903,1
38.268238,1
38.301572,1
38.334907,1
38.368242,1
38.401576,1
38.434911,1
38.468246,1
38.501580,1
38.534915,1
38.568250,1
38.601585,1
38.634919,1
38.668254,1
38.701589,1
38.734923,1
38.768258,1
38.801593,1
38.834927,1
38.868262,1
38.901597,1
38.934932,1
38.968266,1
39.001601,1
39.034936,1
39.068270,1
39.101605,1
39.134940,1
39.168274,1
39.201609,1
39.234944,1
39.268279,1
39.301613,1
39.334948,1
39.368283,1
39.401617,1
39.434952,1
39.468287,1
39.501622,1
39.534956,1
39.568291,1
39.601626,1
39.634960,1
39.668295,1
39.701630,1
39.734964,1
39.768299,1
39.801634,1
39.834969,1
39.868303,1
39.901638,1
39.934973,1
39.968307,1
40.001642,1
40.034977,1
40.068311,1
40.101646,1
40.134981,1
40.168316,1
40.201650,1
40.234985,1
40.268320,1
40.301654,1
40.334989,1
40.368324,1
40.401658,1
40.434993,1
40.468328,1
40.501663,1
40.534997,1
40.568332,1
40.601667,1
40.635001,1
40.668336,1
40.701671,1
40.735005,1
40.768340,1
40.801675,1
40.835010,1
40.868344,1
40.901679,1
40.935014,1
40.968348,1
41.001683,1
41.035018,1
41.068352,1
41.101687,1
41.135022,1
41.168357,1
41.201691,1
41.235026,1
41.268361,1
41.301695,1
41.335030,1
41.368365,1
41.401700,1
41.435034,1
41.468369,1
41.501704,1
41.535038,1
41.568373,1
41.601708,1
41.635042,1
41.668377,1
41.701712,1
41.735047,1
41.768381,1
41.801716,1
41.835051,1
41.868385,1
41.901720,1
41.935055,1
41.968389,1
42.001724,1
42.035059,1
42.068394,1
42.101728,1
42.135063,1
42.168398,1
42.201732,1
42.235067,1
42.268402,1
42.301736,1
42.335071,1
42.368406,1
42.401741,1
42.435075,1
42.468410,1
42.501745,1
42.535079,1
42.568414,1
42.601749,1
42.635083,1
42.668418,1
42.701753,1
42.735088,1
42.768422,1
42.801757,1
42.835092,1
42.868426,1
42.901761,1
42.935096,1
42.968430,1
43.001765,1
43.035100,1
43.068435,1
43.101769,1
43.135104,1
43.168439,1
43.201773,1
43.235108,1
43.268443,1
43.301778,1
43.335112,1
43.368447,1
43.401782,1
43.435116,1
43.468451,1
43.501786,1
43.535120,1
43.568455,1
43.601790,1
43.635125,1
43.668459,1
43.701794,1
43.735129,1
43.768463,1
43.801798,1
43.835133,1
43.868467,1
43.901802,1
43.935137,1
43.968472,1
44.001806,1
44.035141,1
44.068476,1
44.101810,1
44.135145,1
44.168480,1
44.201814,1
44.235149,1
44.268484,1
44.301819,1
44.335153,1
44.368488,1
44.401823,1
44.435157,1
44.468492,1
44.501827,1
44.535161,1
44.568496,1
44.601831,1
44.635166,1
44.668500,1
44.701835,1
44.735170,1
44.768504,1
44.801839,1
44.835174,1
44.868508,1
44.901843,1
44.935178,1
44.968513,1
45.001847,1
45.035182,1
45.068517,1
45.101851,1
45.135186,1
45.168521,1
45.201856,1
45.235190,1
45.268525,1
45.301860,1
45.335194,1
45.368529,1
45.401864,1
47.601954,1
47.635289,1
47.668623,1
47.701958,1
47.735293,1
47.768628,1
47.801962,1
47.835297,1
47.868632,1
47.901966,1
47.935301,1
47.968636,1
48.001970,1
48.035305,1
48.068640,1
48.101975,1
48.135309,1
48.168644,1
48.201979,1
48.235313,1
48.268648,1
48.301983,1
48.335317,1
48.368652,1
48.401987,1
48.435322,1
48.468656,1
48.501991,1
48.535326,1
48.568660,1
48.601995,1
48.635330,1
48.668664,1
48.701999,1
48.735334,1
48.768669,1
48.802003,1
48.835338,1
48.868673,1
48.902007,1
48.935342,1
48.968677,1
49.002011,1
49.035346,1
49.068681,1
49.102016,1
49.135350,1
49.168685,1
49.202020,1
49.235354,1
49.268689,1
49.302024,1
49.335359,1
49.368693,1
49.402028,1
49.435363,1
49.468697,1
49.502032,1
49.535367,1
49.568701,1
49.602036,1
49.635371,1
49.668706,1
49.702040,1
49.735375,1
49.768710,1
49.802044,1
49.835379,1
49.868714,1
49.902048,1
49.935383,1
49.968718,1
50.002053,1
50.035387,1
50.068722,1
50.102057,1
50.135391,1
50.168726,1
50.202061,1
50.235395,1
50.268730,1
50.302065,1
50.335400,1
50.368734,1
50.402069,1
50.435404,1
50.468738,1
50.502073,1
50.535408,1
50.568742,1
50.602077,1
50.635412,1
50.668747,1
50.702081,1
50.735416,1
50.768751,1
50.802085,1
50.835420,1
50.868755,1
50.902089,1
50.935424,1
50.968759,1
51.002094,1
51.035428,1
51.068763,1
51.102098,1
51.135432,1
51.168767,1
51.202102,1
51.235437,1
51.268771,1
51.302106,1
51.335441,1
51.368775,1
51.402110,1
51.435445,1
51.468779,1
51.502114,1
51.535449,1
51.568784,1
51.602118,1
51.635453,1
51.668788,1
51.702122,1
51.735457,1
51.768792,1
51.802126,1
51.835461,1
51.868796,1
51.902131,1
51.935465,1
51.968800,1
52.002135,1
52.035469,1
52.068804,1
52.102139,1
52.135473,1
52.168808,1
52.202143,1
52.235478,1
52.268812,1
52.302147,1
52.335482,1
52.368816,1
52.402151,1
52.435486,1
52.468820,1
52.502155,1
52.535490,1
52.568825,1
52.602159,1
52.635494,1
52.668829,1
52.702163,1
52.735498,1
52.768833,1
52.802167,1
52.835502,1
52.868837,1
52.902172,1
52.935506,1
52.968841,1
53.002176,1
53.035510,1
53.068845,1
53.102180,1
53.135515,1
53.168849,1
53.202184,1
53.235519,1
53.268853,1
53.302188,1
53.335523,1
53.368857,1
53.402192,1
53.435527,1
53.468862,1
53.502196,1
53.535531,1
53.568866,1
53.602200,1
53.635535,1
53.668870,1
53.702204,1
53.735539,1
53.768874,1
53.802209,1
53.835543,1
53.868878,1
53.902213,1
53.935547,1
53.968882,1
54.002217,1
54.035551,1
54.068886,1
54.102221,1
54.135556,1
54.168890,1
54.202225,1
54.235560,1
54.268894,1
54.302229,1
54.335564,1
54.368898,1
54.402233,1
54.435568,1
54.468903,1
54.502237,1
54.535572,1
54.568907,1
54.602241,1
54.635576,1
54.668911,1
54.702245,1
54.735580,1
54.768915,1
54.802250,1
54.835584,1
54.868919,1
54.902254,1
54.935588,1
54.968923,1
55.002258,1
55.035593,1
55.068927,1
55.102262,1
55.135597,1
55.168931,1
55.202266,1
55.235601,1
55.268935,1
55.302270,1
55.335605,1
55.368940,1
55.402274,1
55.435609,1
55.468944,1
55.502278,1
55.535613,1
55.568948,1
55.602282,1
55.635617,1
55.668952,1
55.702287,1
55.735621,1
55.768956,1
55.802291,1
55.835625,1
55.868960,1
55.902295,1
55.935629,1
55.968964,1
56.002299,1
56.035634,1
56.068968,1
56.102303,1
56.135638,1
56.168972,1
56.202307,1
56.235642,1
56.268976,1
56.302311,1
56.335646,1
56.368981,1
56.402315,1
56.435650,1
56.468985,1
56.502319,1
56.535654,1
56.568989,1
56.602323,1
56.635658,1
56.668993,1
56.702328,1
56.735662,1
56.768997,1
56.802332,1
56.835666,1
56.869001,1
56.902336,1
56.935670,1
56.969005,1
57.002340,1
57.035675,1
57.069009,1
57.102344,1
57.135679,1
57.169013,1
57.202348,1
57.235683,1
57.269018,1
57.302352,1
57.335687,1
57.369022,1
57.402356,1
57.435691,1
57.469026,1
57.502360,1
57.535695,1
57.569030,1
57.602365,1
57.635699,1
57.669034,1
57.702369,1
57.735703,1
57.769038,1
57.802373,1
57.835707,1
57.869042,1
57.902377,1
57.935712,1
57.969046,1
58.002381,1
58.035716,1
58.069050,1
58.102385,1
58.135720,1
58.169054,1
58.202389,1
58.235724,1
58.269059,1
58.302393,1
58.335728,1
58.369063,1
58.402397,1
58.435732,1
58.469067,1
58.502401,1
58.535736,1
58.569071,1
58.602406,1
58.635740,1
58.669075,1
58.702410,1
58.735744,1
58.769079,1
58.802414,1
58.835748,1
58.869083,1
58.902418,1
58.935753,1
58.969087,1
59.002422,1
59.035757,1
59.069091,1
59.102426,1
59.135761,1
59.169096,1
59.202430,1
59.235765,1
59.269100,1
59.302434,1
59.335769,1
59.369104,1
59.402438,1
59.435773,1
59.469108,1
59.502443,1
59.535777,1
59.569112,1
59.602447,1
59.635781,1
59.669116,1
59.702451,1
59.735785,1
59.769120,1
59.802455,1
59.835790,1
59.869124,1
59.902459,1
59.935794,1
59.969128,1
60.002463,1
60.035798,1
60.069132,1
60.102467,1
60.135802,1
60.169137,1
60.202471,1
60.235806,1
60.269141,1
60.302475,1
60.335810,1
60.369145,1
60.402479,1
60.435814,1
60.469149,1
60.502484,1
60.535818,1
60.569153,1
60.602488,1
60.635822,1
60.669157,1
60.702492,1
60.735826,1
60.769161,1
60.802496,1
60.835831,1
60.869165,1
60.902500,1
60.935835,1
60.969169,1
61.002504,1
61.035839,1
61.069174,1
61.102508,1
61.135843,1
61.169178,1
61.202512,1
61.235847,1
61.269182,1
61.302516,1
61.335851,1
61.369186,1
61.402521,1
61.435855,1
61.469190,1
61.502525,1
61.535859,1
61.569194,1
61.602529,1
61.635863,1
61.669198,1
61.702533,1
61.735868,1
61.769202,1
61.802537,1
61.835872,1
61.869206,1
61.902541,1
61.935876,1
61.969210,1
62.002545,1
62.035880,1
62.069215,1
62.102549,1
62.135884,1
62.169219,1
62.202553,1
62.235888,1
62.269223,1
62.302557,1
62.335892,1
62.369227,1
62.402562,1
62.435896,1
62.469231,1
62.502566,1
62.535900,1
62.569235,1
62.602570,1
62.635904,1
62.669239,1
62.702574,1
62.735909,1
62.769243,1
62.802578,1
62.835913,1
62.869247,1
62.902582,1
62.935917,1
62.969252,1
63.002586,1
63.035921,1
63.069256,1
63.102590,1
63.135925,1
63.169260,1
63.202594,1
63.235929,1
63.269264,1
63.302599,1
63.335933,1
63.369268,1
63.402603,1
63.435937,1
63.469272,1
63.502607,1
63.535941,1
63.569276,1
63.602611,1
63.635946,1
63.669280,1
63.702615,1
63.735950,1
63.769284,1
63.802619,1
63.835954,1
63.869288,1
63.902623,1
63.935958,1
63.969293,1
64.002627,1
64.035962,1
64.069297,1
64.102631,1
64.135966,1
64.169301,1
64.202635,1
64.235970,1
64.269305,1
64.302640,1
64.335974,1
64.369309,1
64.402644,1
64.435978,1
64.469313,1
64.502648,1
64.535982,1
64.569317,1
64.602652,1
64.635987,1
64.669321,1
64.702656,1
64.735991,1
64.769325,1
64.802660,1
64.835995,1
64.869330,1
64.902664,1
64.935999,1
64.969334,1
65.002668,1
65.036003,1
65.069338,1
65.102672,1
65.136007,1
65.169342,1
65.202677,1
65.236011,1
65.269346,1
65.302681,1
65.336015,1
65.369350,1
65.402685,1
65.436019,1
65.469354,1
65.502689,1
65.536024,1
65.569358,1
65.602693,1
65.636028,1
65.669362,1
65.702697,1
65.736032,1
65.769366,1
65.802701,1
65.836036,1
65.869371,1
65.902705,1
65.936040,1
65.969375,1
66.002709,1
66.036044,1
66.069379,1
66.102713,1
66.136048,1
66.169383,1
66.202718,1
66.236052,1
66.269387,1
66.302722,1
66.336056,1
66.369391,1
66.402726,1
66.436060,1
66.469395,1
66.502730,1
66.536065,1
66.569399,1
66.602734,1
66.636069,1
66.669403,1
66.702738,1
66.736073,1
66.769407,1
66.802742,1
66.836077,1
66.869412,1
66.902746,1
66.936081,1
66.969416,1
67.002750,1
67.036085,1
67.069420,1
67.102755,1
67.136089,1
67.169424,1
67.202759,1
67.236093,1
67.269428,1
67.302763,1
67.336097,1
67.369432,1
67.402767,1
67.436102,1
67.469436,1
67.502771,1
67.536106,1
67.569440,1
67.602775,1
67.636110,1
67.669444,1
67.702779,1
67.736114,1
67.769449,1
67.802783,1
67.836118,1
67.869453,1
67.902787,1
67.936122,1
67.969457,1
68.002791,1
68.036126,1
68.069461,1
68.102796,1
68.136130,1
68.169465,1
68.202800,1
68.236134,1
68.269469,1
68.302804,1
68.336138,1
68.369473,1
68.402808,1
68.436143,1
68.469477,1
68.502812,1
68.536147,1
68.569481,1
68.602816,1
68.636151,1
68.669485,1
68.702820,1
68.736155,1
68.769490,1
68.802824,1
68.836159,1
68.869494,1
68.902828,1
68.936163,1
68.969498,1
69.002833,1
69.036167,1
69.069502,1
69.102837,1
69.136171,1
69.169506,1
69.202841,1
69.236175,1
69.269510,1
69.302845,1
69.336180,1
69.369514,1
69.402849,1
69.436184,1
69.469518,1
69.502853,1
69.536188,1
69.569522,1
69.602857,1
69.636192,1
69.669527,1
69.702861,1
69.736196,1
69.769531,1
69.802865,1
69.836200,1
69.869535,1
69.902869,1
69.936204,1
69.969539,1
70.002874,1
70.036208,1
70.069543,1
70.102878,1
70.136212,1
70.169547,1
70.202882,1
70.236216,1
70.269551,1
70.302886,1
70.336221,1
70.369555,1
70.402890,1
70.436225,1
70.469559,1
70.502894,1
70.536229,1
70.569563,1
70.602898,1
70.636233,1
70.669568,1
70.702902,1
70.736237,1
70.769572,1
70.802906,1
70.836241,1
70.869576,1
70.902911,1
70.936245,1
70.969580,1
71.002915,1
71.036249,1
71.069584,1
71.102919,1
71.136253,1
71.169588,1
71.202923,1
71.236258,1
71.269592,1
71.302927,1
71.336262,1
71.369596,1
71.402931,1
71.436266,1
71.469600,1
71.502935,1
71.536270,1
71.569605,1
71.602939,1
71.636274,1
71.669609,1
71.702943,1
71.736278,1
71.769613,1
71.802947,1
71.836282,1
71.869617,1
71.902952,1
71.936286,1
71.969621,1
72.002956,1
72.036290,1
72.069625,1
72.102960,1
72.136294,1
72.169629,1
72.202964,1
