frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,aspect_ratio_between_lips_to_mouth_width,aspect_ratio_top_lip_heigh_to_mouth_width,aspect_ratio_bottom_lip_heigh_to_mouth_width,aspect_ratio__mouth_width__nose_to_chin,aspect_ratio__mouth_width__outside_lips,aspect_ratio__mouth_width__inside_lips,anchor_to_top_lip_top,anchor_to_bottom_lip_bottom,anchor_to_top_lip_bottom,anchor_to_bottom_lip_top,anchor_to_top_lip_top_center,anchor_to_top_lip_bottom_center,anchor_to_bottom_lip_top_center,anchor_to_bottom_lip_bottom_center,anchor_to_chin,anchor_to_nose,teeth,lips,action
41,1.3667557583659278,0.3681348598112566,0.3863074633489289,0.1128292882302899,0.231851448388683,0.5990951396887458,0.5990951396887458,2.5886116497230565,82.76435152344156,79.72631793116847,67.31513461298897,58.60619250010187,97.92101940504904,88.79819466190952,83.7230170987801,100.9926068172262,189.5299887742456,125.48834909527272,open,open,bite
42,1.400091264667536,0.3550113489048479,0.4685495657427228,0.0961817214453226,0.1957230584251437,0.6285683608308463,0.6285683608308463,2.134245922125329,87.70491239515044,99.03948752362508,75.53433121821811,76.1263579167793,105.59374051536126,97.60198995402884,100.72680508593628,120.89000502688783,211.19298256377175,130.4315336491107,open,open,bite
43,1.4334267709691435,0.4138893912808675,0.3911446072922084,0.1122957723121976,0.2056593387309193,0.6379251137732974,0.6379251137732974,2.5565992253421004,81.09555598095722,92.31896935772173,68.46509246851755,68.90192976187814,98.24508350253274,90.39117562233506,93.61643372272805,112.60823570859488,196.85493122795137,124.69576942973258,open,open,bite
44,1.4667622772707518,0.3873243933817213,0.3581537150791221,0.0978682338424063,0.2017605327624452,0.6270095445693986,0.6270095445693986,2.79209724176415,79.4610658415766,79.93304235094675,67.70150653105452,61.736073506880814,96.06837332356008,88.85601632831427,86.10776872121335,101.00461819070708,188.85059436471036,123.36308764964376,open,open,bite
45,1.5000977835723597,0.3847798482288291,0.3609509936367848,0.1036673056623895,0.2009566670400842,0.6156375745941117,0.6156375745941117,2.7704591970351324,74.30922674437836,76.15588980020074,63.1726673472367,58.54424123833195,90.40745079504592,83.34847156283504,81.95883931389773,96.49982960052772,182.2429533635394,117.11087766414218,open,open,bite
46,1.5334332898739678,0.4390661651587075,0.2751749192952392,0.0654436807583114,0.1590160245807317,0.7332371446740922,0.7332371446740922,3.634052124231153,68.2092147545295,85.22876641910048,63.347858354798895,69.29734404574734,88.11682125368405,86.05771581760595,92.7851888965774,106.39121090404872,186.7527770189665,108.00757540293388,open,open,bite
47,1.566768796175576,0.4584611638493138,0.3236282932392293,0.1105878806369545,0.1901763379675405,0.633711975619128,0.633711975619128,3.0899646937259275,79.68430981597403,72.27215123138018,65.40410100212783,56.687077233008985,96.84297281129096,88.49557411955573,84.04725422472308,95.98297475314844,177.07097925234285,129.6055957232599,open,open,bite
48,1.6001043024771835,0.3542961659344852,0.2772845849197524,0.1026518767372607,0.1884148707281363,0.6815358817532232,0.6815358817532232,3.606403148193056,71.02575575915485,81.68925959018895,62.64573301609458,64.5641496118007,89.38291758339648,84.53725573167665,87.93699946321276,102.66011063516166,189.6774779378169,109.85648553189291,open,open,bite
49,1.6334398087787918,0.3989036068917412,0.4070253845226452,0.109216371403275,0.1930111046751509,0.6200618000612513,0.6200618000612513,2.4568492237229593,80.17277606371556,86.20088688199343,66.0309495947522,65.17824244533139,96.52556523925828,88.80971261308389,91.52916181463875,108.76311610071367,196.19439723072213,123.83623709077004,open,open,bite
50,1.6667753150803997,0.3127244138374245,0.3217153416220737,0.0432052038683814,0.1077134814138234,0.779749199049083,0.779749199049083,3.108337933025036,72.54010658258561,92.3594442228704,69.73464244637435,78.16119684114122,95.60282787959184,94.17414797427716,104.58785563213252,115.07452349230978,204.7025075620844,109.18954748368662,open,open,bite
51,1.7001108213820078,0.4167419709292408,0.3869698560712916,0.1173966062390545,0.2123490260889977,0.6047277966422878,0.6047277966422878,2.5841806133234564,82.92198343427174,84.32505087555168,67.65030215681205,62.829404459220086,101.44582155353328,92.1516767382458,90.74075085756388,108.57180003526096,198.64401162416203,132.91067511675124,open,open,bite
52,1.7334463276836158,0.4876507238019492,0.304555642240009,0.1373727906222589,0.2327166159131273,0.6213394489799376,0.6213394489799376,3.2834722504071596,83.49550691950895,78.54396550018869,67.23891890265895,59.986870886896575,100.61436390138704,89.95890228032523,85.70025413285467,101.28207300334032,182.57080861505904,135.76248517177132,open,open,bite
53,1.7667818339852237,0.5173713158688732,0.2412604946226353,0.1084317674774322,0.1567394672287316,0.657444418928937,0.657444418928937,4.1448974129151885,77.13156531383117,69.91331910253743,65.67591063592283,60.4216483259993,93.78133382183988,86.86602548671993,84.25785332526152,92.37980290260552,172.8192060366771,130.81772077757512,open,open,bite
54,1.8001173402868318,0.5206769034354265,0.1625119923744003,0.0871511740531153,0.1501820616982452,0.6975065177242439,0.6975065177242439,6.153392038269814,68.06773378209108,68.43432609612768,61.27564216065508,60.01666435249463,85.27366905968142,81.74879235325638,81.4117753566169,88.18394330950237,165.93520130895735,117.09535899365346,open,open,bite
55,1.8334528465884397,0.5788134331443182,0.0886244943653227,0.0763590453073304,0.1582331447055684,0.7258700593909123,0.7258700593909123,11.28356226076572,71.96119891943962,70.72642361140302,66.79455934322391,65.42776687723597,88.40175512125748,85.94171444409915,85.54237890278968,91.33557454984984,169.84817979591458,123.08727770526028,open,open,bite
56,1.8667883528900475,0.5870239378440465,0.1266922985647502,0.1036573351893411,0.1670034844717162,0.6859361169319677,0.6859361169319677,7.893139609341898,74.54994572502804,73.5464190475646,66.6184694892706,65.82171608853733,91.82220808332823,87.64273657278832,87.39993483935075,95.20105897316242,177.9799333044192,130.89889993046788,open,closed,bite
57,1.900123859191656,0.3690691822235606,0.0982327986185856,0.085786310708761,0.1349462513172004,0.696940968913046,0.696940968913046,10.179899321434988,65.11835386002059,65.31244450934989,60.66176729108575,60.01467807670695,84.26917569555079,81.90345405213708,82.0891335749226,87.28453648310487,183.1350346867034,107.6004182308557,open,closed,bite
58,1.9334593654932637,0.5339310159662617,0.0844316238109259,0.0717396195160736,0.1134302980723296,0.7024410296690643,0.7024410296690643,11.843903443564871,71.60708591896649,66.75668326475068,66.54874943434872,64.71860869187557,87.9831085087335,85.54492114708478,84.83788646491118,87.60937880312136,171.85709464788448,124.8057671389048,open,closed,bite
59,1.966794871794872,0.4445105453273401,0.085920038778128,0.0852732036907286,0.1216610759141485,0.6169244541310414,0.6169244541310414,11.638728452885218,70.06626510329522,64.4939636798414,63.32915858919969,61.24746864530297,86.5041909014993,83.2547916639025,82.31322265906061,85.09356676692786,191.63486907483815,124.908639774196,open,closed,bite
60,2.00013037809648,0.3900611122124796,0.1580228388397763,0.1072984715978069,0.1513500063015507,0.6054561891468945,0.6054561891468945,6.328199185270472,71.07581522181219,64.01273932736026,61.75833949411029,57.897920764058625,86.76675010145806,81.37244610249739,79.67714852027353,85.25919295204305,189.15932910937465,120.14553334525348,open,closed,bite
61,2.0334658843980877,0.4032219339978269,0.1161125343529589,0.0708484101487745,0.141696820297549,0.5809846857011383,0.5809846857011383,8.612334624961326,64.00790695485324,59.63311320527427,58.04920573932148,55.59762194510536,81.93402264648802,79.09759618321792,77.68178517718928,81.49825701763305,194.93331449141175,117.74140655051193,open,closed,bite
62,2.0668013906996956,0.4381943604679076,0.128708549952128,0.1101567747964051,0.1678154176836116,0.5529354149290904,0.5529354149290904,7.769491617860206,70.22691391351223,61.34198890543617,60.77984844744357,57.15618487889495,86.01506272547243,80.17435213389169,77.69512584204236,82.02358341431753,193.71444795250335,129.2712989785838,open,closed,bite
63,2.100136897001304,0.390374333268783,0.1082480723032983,0.1024962192897162,0.1530858919520678,0.6044867321426557,0.6044867321426557,9.23803979804941,68.09863170293622,60.40404092885003,59.91256461281423,56.66746241179246,85.81489651919492,80.73576375928602,78.66758975097264,81.93262872797953,186.374015403155,120.40956239383456,open,closed,bite
64,2.133472403302912,0.4130295520790312,0.0546783346203621,0.1215926852040805,0.1665130143184629,0.6111739384455134,0.6111739384455134,18.288779403087418,72.82509664727192,58.74477019077782,60.8849353448628,59.44472756962712,86.76980041202299,80.35500725934284,78.84540305399179,79.63703842901879,176.69338908358262,124.41130904041194,open,closed,bite
65,2.1668079096045196,0.3374167957310042,0.0638554079206337,0.1270770113541202,0.1716715889039847,0.586193935194415,0.586193935194415,15.660380734595034,71.6093676928963,58.58461671714043,60.56299105946826,57.94500957130967,88.18777618587345,81.16042115980838,79.30064818310979,80.5592400106099,192.2903399695651,121.94490908204992,open,closed,bite
66,2.2001434159061275,0.4084403478565683,0.1575906881283633,0.1369060412817852,0.1985137598585885,0.5367947952778053,0.5367947952778053,6.345552594995102,73.40987101397174,55.771088903613105,59.18687748175691,52.41382743210894,87.52511822760036,78.28908166538805,73.208858054813,77.01009191635528,181.85553150479453,128.94541850768076,open,closed,bite
67,2.233478922207736,0.3872343553794328,0.1614496859147918,0.1054273982911051,0.1418276554619502,0.5584377243172828,0.5584377243172828,6.1938801201989895,68.16455867324366,54.130739694516635,58.6591118821342,52.31468013430597,81.8215507392413,75.57126592356215,71.32868332514218,73.56192616788607,175.0496085025668,119.00112673304491,open,closed,bite
68,2.2668144285093437,0.4585163066845392,0.0895785149276386,0.1453585263487493,0.2008953889825934,0.5855215339871426,0.5855215339871426,11.163391141366851,70.34866403395782,57.32258350300708,56.62220019792743,53.89129259869423,82.83684027062763,74.98269220137075,72.80116304724923,76.1956114960567,166.57780231974502,121.90283402326486,open,closed,bite
69,2.3001499348109515,0.4541270347813981,0.1876971781340151,0.1013772850196763,0.1680150702119566,0.5862135183564803,0.5862135183564803,5.327730602779778,69.83593709680976,60.72492906991676,60.8846721614976,55.73875622855367,84.37053273489289,78.47785924634108,74.73423485156374,80.06302342626333,173.9779561994945,122.74755008754909,open,closed,bite
70,2.33348544111256,0.5482515833048521,0.201503726387586,0.1111084320241971,0.173606925037808,0.5369267255503006,0.5369267255503006,4.962687380165524,73.76574100043403,58.46495518700069,62.26367970291511,54.50510150968569,84.72687505460975,77.47553119215557,72.00384592629001,76.43423621810747,169.71106628998078,135.6831318240625,open,closed,bite
71,2.3668209474141677,0.4813869043685562,0.2382350069492968,0.1016762232685992,0.1881697006566643,0.5520262881220657,0.5520262881220657,4.197535923898994,69.79735259858728,59.619051460525206,60.321460113917965,52.331100560284,81.1698468715766,74.86966484624932,69.7551058267641,76.3457127062936,167.07682570085677,121.55743961351226,open,closed,bite
72,2.4001564537157756,0.5204792764487368,0.168512246432287,0.095168302813571,0.1753298132673152,0.5608444269295236,0.5608444269295236,5.934286802127631,64.20567772497537,55.4690255303814,55.744589615396364,51.00981807108283,77.15274292321632,72.10062446410527,68.50362299817223,72.75237835901768,160.9019277632225,119.99009557594744,open,closed,bite
73,2.433491960017383,0.412926638211801,0.1510820596620084,0.1133115447465063,0.1938704048637392,0.5691137691353888,0.5691137691353888,6.618919560913713,61.964325473385955,55.74078237460843,53.09468307963659,49.51723625709381,75.41257057267083,69.92322613761478,67.52999300341266,73.0974181379423,166.31433738504404,108.84047960203044,open,closed,bite
74,2.4668274663189917,0.3028531601230592,0.2845972195293738,0.0795441705912864,0.13080316630419,0.6784897835104539,0.6784897835104539,3.513737771766207,71.4030309352228,86.06333250324957,66.61642878728195,72.6031637573369,91.6246856551086,88.7483702021323,96.12363799656124,107.4515430311166,212.57173996863472,109.76597074773782,open,closed,bite
75,2.5001629726205996,0.3549885916838543,0.1258192829536911,0.0979577132739861,0.181995220011846,0.584416026905813,0.584416026905813,7.947907320120863,61.50232560413047,56.53990204426623,53.92037377180429,51.022757453897455,77.73462946485478,73.42150645315236,71.66878811208113,76.85508284751339,180.33066488149953,107.0003444459065,open,closed,bite
76,2.5334984789222075,0.3563525001141873,0.1620892375533339,0.0842661820703205,0.1551101073402572,0.5946817940820877,0.5946817940820877,6.169441075142078,65.52081250712602,63.440524111577936,58.572941099679056,55.59964367564244,82.91992548795376,79.17599628853836,77.81738071710737,83.83805376563146,193.6681562260971,112.85294997674605,closed,closed,bite
77,2.566833985223816,0.4254947139906522,0.0959367793057589,0.081687224075019,0.1492426038670586,0.5914799751588848,0.5914799751588848,10.423531071570704,58.67336432741624,56.69109910025523,52.999198873677145,51.58773423653473,77.05663676424018,74.44050272134884,73.7972302876622,78.03005330527013,182.0099263575028,110.54099082602336,closed,closed,bite
78,2.6001694915254236,0.3676923790774425,0.0991730029220457,0.106455145798478,0.1584793653114267,0.6608715592458407,0.6608715592458407,10.083389335160527,72.58072984897376,66.2113495592478,64.4014570285986,62.02087313950564,92.02417232910538,87.05705742630361,85.72373436029287,90.41322629063146,192.77530888097897,121.71609510139793,closed,closed,bite
79,2.6335049978270315,0.4297117186980793,0.1496527426287072,0.1042109385460846,0.1630317041958345,0.5722441177801828,0.5722441177801828,6.682136140204451,66.74032666610499,62.5518199406844,58.40812253769137,55.99693393472344,83.60780078013514,78.71743320511574,77.17583701429336,83.11645854629789,191.06930340936935,121.73486034617603,closed,closed,bite
80,2.66684050412864,0.3036703809360256,0.1018364887829518,0.1152710783806549,0.1913672647508703,0.654120420531128,0.654120420531128,9.819662990652988,65.33439966025618,62.758789939465615,57.36791210329983,55.58609657109132,84.42794389939792,79.57665863698566,78.63406011768427,85.39992250989638,185.8033754144571,106.74580404335283,closed,closed,bite
81,2.7001760104302477,0.332405143512203,0.0919586024815004,0.0912484868158994,0.1597866593031185,0.7183591909650461,0.7183591909650461,10.874458430370046,71.49862056314691,71.44535168052496,65.84131244577182,65.33472720313242,91.3010562467892,88.18724799977696,87.91939559229809,94.24916617015025,193.4265347821763,112.8341739099289,closed,closed,bite
82,2.7335115167318556,0.3510539607530356,0.103172523628443,0.103647610670455,0.1668521610665,0.6934485502993669,0.6934485502993669,9.692503050534231,73.89775815254416,68.05004260380268,64.26707574786519,61.746060046151314,93.86684483599257,88.85808732798918,87.38576865066017,92.69295074550364,190.3033460616332,120.3769534753958,closed,closed,bite
83,2.7668470230334634,0.3731539204500448,0.1028981355147618,0.1205482825878939,0.1678556511723242,0.6588987175844134,0.6588987175844134,9.718349074036814,72.35336528488197,65.43247022541686,61.88102416403572,59.26829267484939,90.78131995655168,85.122608135907,83.92740431508437,89.39897881204752,188.25826517655997,120.21650554853336,closed,closed,bite
