frame,timestamp,aspect_ratio_nose_to_lips_lips_to_chin,lips_label,teeth_label
55,1.8334528465884397,0.5788134331443182,Closed,Open
56,1.8667883528900475,0.5870239378440465,Closed,Open
57,1.900123859191656,0.3690691822235606,Closed,Closed
58,1.9334593654932637,0.5339310159662617,Closed,Open
59,1.966794871794872,0.4445105453273401,Closed,Open
60,2.00013037809648,0.3900611122124796,Closed,Closed
61,2.0334658843980877,0.4032219339978269,Closed,Closed
62,2.0668013906996956,0.4381943604679076,Closed,Closed
63,2.100136897001304,0.390374333268783,Closed,Closed
64,2.133472403302912,0.4130295520790312,Closed,Closed
65,2.1668079096045196,0.3374167957310042,Closed,Closed
66,2.2001434159061275,0.4084403478565683,Closed,Closed
67,2.233478922207736,0.3872343553794328,Closed,Closed
68,2.2668144285093437,0.4585163066845392,Closed,Open
69,2.3001499348109515,0.4541270347813981,Closed,Open
70,2.33348544111256,0.5482515833048521,Closed,Open
71,2.3668209474141677,0.4813869043685562,Closed,Open
72,2.4001564537157756,0.5204792764487368,Closed,Open
73,2.433491960017383,0.412926638211801,Closed,Closed
74,2.4668274663189917,0.3028531601230592,Closed,Closed
75,2.5001629726205996,0.3549885916838543,Closed,Closed
76,2.5334984789222075,0.3563525001141873,Closed,Closed
77,2.566833985223816,0.4254947139906522,Closed,Closed
78,2.6001694915254236,0.3676923790774425,Closed,Closed
79,2.6335049978270315,0.4297117186980793,Closed,Closed
80,2.66684050412864,0.3036703809360256,Closed,Closed
81,2.7001760104302477,0.332405143512203,Closed,Closed
82,2.7335115167318556,0.3510539607530356,Closed,Closed
83,2.7668470230334634,0.3731539204500448,Closed,Closed
84,2.8001825293350717,0.3402860870310376,Closed,Closed
85,2.8335180356366796,0.3479751072865323,Closed,Closed
86,2.8668535419382875,0.3445307276602774,Closed,Closed
87,2.900189048239896,0.2993661121074819,Closed,Closed
88,2.9335245545415036,0.2923116776080317,Closed,Closed
89,2.9668600608431115,0.4865042554105199,Closed,Open
90,3.0001955671447194,0.4817242860765821,Closed,Open
91,3.0335310734463277,0.4540866550180557,Closed,Open
92,3.0668665797479355,0.6569134415655866,Open,Open
93,3.1002020860495434,0.6029962994742727,Closed,Open
94,3.1335375923511517,0.5176652979858268,Closed,Open
95,3.1668730986527596,0.4532455625431144,Closed,Open
96,3.200208604954367,0.4105854389246138,Closed,Closed
97,3.2335441112559757,0.3973382620813543,Closed,Closed
98,3.2668796175575836,0.4454205674564439,Closed,Open
99,3.3002151238591915,0.2862656684877033,Closed,Closed
100,3.3335506301607993,0.3990414472111146,Closed,Closed
101,3.3668861364624076,0.4545686450484948,Closed,Open
102,3.4002216427640155,0.3896637497097181,Closed,Closed
103,3.4335571490656234,0.3195472700412948,Closed,Closed
104,3.4668926553672317,0.3686669547852607,Closed,Closed
105,3.5002281616688395,0.3283641912638528,Closed,Closed
106,3.5335636679704474,0.4034963912375292,Closed,Closed
107,3.5668991742720553,0.4962320487899248,Closed,Open
108,3.6002346805736636,0.5590585760415219,Closed,Open
109,3.633570186875271,0.5643285061938237,Closed,Open
110,3.6669056931768793,0.5923919605870215,Closed,Open
111,3.700241199478488,0.549096769489344,Closed,Open
112,3.733576705780095,0.3984192659718014,Closed,Closed
113,3.7669122120817033,0.3612485473067915,Closed,Closed
114,3.800247718383312,0.3816355940042102,Closed,Closed
115,3.833583224684919,0.3668471581142221,Closed,Closed
116,3.8669187309865274,0.3864163674278312,Closed,Closed
117,3.9002542372881353,0.3178672741261611,Closed,Closed
118,3.933589743589744,0.2971416116204213,Closed,Closed
119,3.966925249891351,0.3354464171904169,Closed,Closed
120,4.00026075619296,0.3006334811824913,Closed,Closed
121,4.033596262494568,0.3439761559355052,Closed,Closed
122,4.0669317687961755,0.3659058954959063,Closed,Closed
123,4.100267275097783,0.4199440797765269,Closed,Closed
124,4.133602781399391,0.4033567022047398,Closed,Closed
125,4.166938287700999,0.377503821438902,Closed,Closed
126,4.200273794002608,0.4230371654362536,Closed,Closed
127,4.233609300304216,0.497253997934193,Closed,Open
128,4.2669448066058235,0.5781299000271878,Closed,Open
129,4.300280312907431,0.6049976028444358,Closed,Open
130,4.333615819209039,0.6130898811971015,Open,Open
131,4.366951325510647,0.5683711573324439,Closed,Open
132,4.400286831812255,0.5035706055155281,Closed,Open
133,4.433622338113864,0.4355583953536324,Closed,Closed
134,4.466957844415472,0.4816008329085749,Closed,Open
135,4.5002933507170795,0.4649050035076684,Closed,Open
136,4.533628857018687,0.4700982067095091,Closed,Open
137,4.566964363320295,0.4820068626973863,Closed,Open
138,4.600299869621903,0.4729393548848855,Closed,Open
139,4.633635375923511,0.3499844370467619,Closed,Closed
140,4.66697088222512,0.3925728223937088,Closed,Closed
141,4.700306388526728,0.3843129934893818,Closed,Closed
142,4.733641894828335,0.3699224464979874,Closed,Closed
143,4.766977401129943,0.3575458468077671,Closed,Closed
144,4.800312907431551,0.319360665636984,Closed,Closed
145,4.833648413733159,0.3184810715922416,Closed,Closed
146,4.866983920034767,0.4219902067138586,Closed,Closed
147,4.900319426336376,0.4867458887038142,Closed,Open
148,4.9336549326379835,0.5853257581804675,Closed,Open
149,4.966990438939591,0.6243961742189754,Open,Open
150,5.000325945241199,0.5012060068255028,Closed,Open
151,5.033661451542807,0.4200355517516684,Closed,Closed
152,5.066996957844415,0.4852876058739133,Closed,Open
153,5.100332464146024,0.3474361677158705,Closed,Closed
154,5.133667970447632,0.4799179139007102,Closed,Open
155,5.167003476749239,0.3819176080725646,Closed,Closed
156,5.200338983050847,0.3502441821847503,Closed,Closed
157,5.233674489352455,0.4054537161409492,Closed,Closed
158,5.267009995654063,0.3870939804858458,Closed,Closed
159,5.300345501955671,0.3133517879160269,Closed,Closed
160,5.33368100825728,0.3424626202378278,Closed,Closed
161,5.3670165145588875,0.3839993523851813,Closed,Closed
162,5.400352020860495,0.314931662645372,Closed,Closed
163,5.433687527162103,0.3113454487846568,Closed,Closed
164,5.467023033463711,0.4517403247979867,Closed,Open
165,5.500358539765319,0.524990419706379,Closed,Open
166,5.533694046066927,0.5658016014531275,Closed,Open
167,5.567029552368536,0.6108875670292027,Closed,Open
168,5.6003650586701434,0.5970274364726968,Closed,Open
169,5.633700564971751,0.5116533371142923,Closed,Open
170,5.667036071273359,0.5059869569487736,Closed,Open
171,5.700371577574967,0.4855716389100186,Closed,Open
172,5.733707083876575,0.3702040514331826,Closed,Closed
173,5.767042590178183,0.3613989142649541,Closed,Closed
174,5.8003780964797915,0.3234507271165064,Closed,Closed
175,5.833713602781399,0.4369972058399328,Closed,Closed
176,5.867049109083007,0.3606757426011208,Closed,Closed
177,5.900384615384615,0.3891579007011089,Closed,Closed
178,5.933720121686223,0.3462592608712426,Closed,Closed
179,5.967055627987831,0.3666958744099776,Closed,Closed
180,6.000391134289439,0.4096987688138693,Closed,Closed
181,6.0337266405910475,0.4854619553286946,Closed,Open
182,6.067062146892655,0.4579414496959163,Closed,Open
183,6.100397653194263,0.6135347735507983,Open,Open
184,6.133733159495871,0.5386592353594397,Closed,Open
185,6.167068665797479,0.5979265650584428,Closed,Open
186,6.200404172099087,0.4600743409150298,Closed,Open
187,6.2337396784006955,0.4857018955178444,Closed,Open
188,6.267075184702303,0.3738833859459577,Closed,Closed
189,6.300410691003911,0.3495027270631415,Closed,Closed
190,6.333746197305519,0.3798333473148298,Closed,Closed
191,6.367081703607127,0.2707810993288587,Closed,Closed
192,6.400417209908735,0.4220776595245908,Closed,Closed
193,6.433752716210343,0.4766725456518284,Closed,Open
194,6.4670882225119515,0.4626360052032525,Closed,Open
195,6.500423728813559,0.4499847560290553,Closed,Open
196,6.533759235115167,0.3723154368682377,Closed,Closed
197,6.567094741416775,0.3872884950990089,Closed,Closed
198,6.600430247718383,0.3617455799698542,Closed,Closed
199,6.633765754019991,0.3522131684483615,Closed,Closed
200,6.667101260321599,0.3517665894286338,Closed,Closed
201,6.700436766623207,0.4504198170103669,Closed,Open
202,6.733772272924815,0.4365621455760197,Closed,Closed
203,6.767107779226423,0.5342609117593566,Closed,Open
204,6.800443285528031,0.6057752521982771,Closed,Open
205,6.833778791829639,0.4460550091091437,Closed,Open
206,6.867114298131247,0.4402903834564056,Closed,Closed
207,6.900449804432855,0.433125347773345,Closed,Closed
208,6.933785310734463,0.2985157493939688,Closed,Closed
209,6.967120817036071,0.4706284088645335,Closed,Open
210,7.000456323337679,0.412304208607511,Closed,Closed
211,7.033791829639287,0.4756076757242033,Closed,Open
212,7.067127335940895,0.4589407360015354,Closed,Open
213,7.100462842242503,0.4443959366933285,Closed,Closed
214,7.1337983485441105,0.3831217582633836,Closed,Closed
215,7.167133854845719,0.3473070365277327,Closed,Closed
216,7.200469361147327,0.3343317102151181,Closed,Closed
217,7.233804867448935,0.3860026472366006,Closed,Closed
218,7.267140373750543,0.397392712963042,Closed,Closed
219,7.300475880052151,0.5929247928114032,Closed,Open
220,7.333811386353759,0.5884488919063889,Closed,Open
221,7.367146892655367,0.6340626561395676,Open,Open
222,7.400482398956975,0.5202845659610117,Closed,Open
223,7.433817905258583,0.6341837132277308,Open,Open
224,7.467153411560191,0.5763048452530364,Closed,Open
225,7.500488917861799,0.5462372970038839,Closed,Open
226,7.533824424163407,0.5383419116406113,Closed,Open
227,7.567159930465015,0.5141805181603454,Closed,Open
228,7.600495436766623,0.528111324247985,Closed,Open
229,7.633830943068231,0.3868750073374672,Closed,Closed
230,7.667166449369839,0.3893287362756913,Closed,Closed
231,7.700501955671447,0.4626571875610625,Closed,Open
232,7.733837461973055,0.4485116811239653,Closed,Open
233,7.767172968274663,0.4055175020198813,Closed,Closed
234,7.8005084745762705,0.4612909003266179,Closed,Open
235,7.833843980877879,0.4092962877467662,Closed,Closed
236,7.867179487179487,0.4114078047363737,Closed,Closed
237,7.900514993481095,0.3443032455434483,Closed,Closed
238,7.933850499782703,0.3508641872786823,Closed,Closed
239,7.967186006084311,0.3574499525472832,Closed,Closed
240,8.00052151238592,0.4196367982783774,Closed,Closed
241,8.033857018687527,0.5139041525801329,Closed,Open
242,8.067192524989135,0.52275793831272,Closed,Open
243,8.100528031290743,0.4933531348131488,Closed,Open
244,8.133863537592351,0.5741839625471363,Closed,Open
245,8.167199043893959,0.5873182932668953,Closed,Open
246,8.200534550195567,0.4792964282624838,Closed,Open
247,8.233870056497175,0.4833557658341715,Closed,Open
248,8.267205562798782,0.3701946003803541,Closed,Closed
249,8.30054106910039,0.4870122278751212,Closed,Open
250,8.333876575401998,0.359406057375741,Closed,Closed
251,8.367212081703606,0.4557490481611759,Closed,Open
252,8.400547588005216,0.464351300627938,Closed,Open
253,8.433883094306823,0.4742390997539202,Closed,Open
254,8.467218600608431,0.4530578055651074,Closed,Open
255,8.50055410691004,0.4594913849884252,Closed,Open
256,8.533889613211647,0.4461284532383603,Closed,Open
257,8.567225119513255,0.4052366446873048,Closed,Closed
258,8.600560625814863,0.4419667739430729,Closed,Closed
259,8.63389613211647,0.4231594693273495,Closed,Closed
260,8.667231638418079,0.447734654950366,Closed,Open
261,8.700567144719686,0.4969270999548971,Closed,Open
262,8.733902651021294,0.60025705915355,Closed,Open
263,8.767238157322902,0.5864833182388527,Closed,Open
264,8.80057366362451,0.62257807186486,Open,Open
265,8.833909169926118,0.6028390473940667,Closed,Open
266,8.867244676227727,0.5847944713246619,Closed,Open
267,8.900580182529335,0.5338398759117997,Closed,Open
268,8.933915688830943,0.5157847065586123,Closed,Open
269,8.967251195132551,0.4996438927156736,Closed,Open
270,9.000586701434159,0.488877349341587,Closed,Open
271,9.033922207735769,0.4624122862959098,Closed,Open
272,9.067257714037376,0.4780980555628473,Closed,Open
273,9.100593220338984,0.4660207094457964,Closed,Open
274,9.13392872664059,0.4253045707496599,Closed,Closed
275,9.167264232942198,0.4542478119718779,Closed,Open
276,9.200599739243806,0.4450447428489909,Closed,Open
277,9.233935245545414,0.4247319323302467,Closed,Closed
278,9.267270751847022,0.3896416469559996,Closed,Closed
279,9.300606258148632,0.3220391369084769,Closed,Closed
280,9.33394176445024,0.3269190835343854,Closed,Closed
281,9.367277270751847,0.3590339064555404,Closed,Closed
282,9.400612777053457,0.4122564484348943,Closed,Closed
283,9.433948283355065,0.4641951358889994,Closed,Open
284,9.46728378965667,0.5117722423358635,Closed,Open
285,9.50061929595828,0.5518913802151604,Closed,Open
286,9.533954802259888,0.6190402356668238,Open,Open
287,9.567290308561494,0.575792442027241,Closed,Open
288,9.600625814863102,0.5548545191147378,Closed,Open
289,9.63396132116471,0.5293800645582256,Closed,Open
290,9.667296827466318,0.5020583369124998,Closed,Open
291,9.700632333767926,0.4614812987100138,Closed,Open
292,9.733967840069534,0.484147290027911,Closed,Open
293,9.767303346371143,0.4771240506884486,Closed,Open
294,9.800638852672751,0.496490363730946,Closed,Open
295,9.83397435897436,0.4883733192166334,Closed,Open
296,9.867309865275969,0.4348648215372105,Closed,Closed
297,9.900645371577577,0.4614341854579148,Closed,Open
298,9.933980877879184,0.4188694556612111,Closed,Closed
299,9.96731638418079,0.4569043169010104,Closed,Open
300,10.000651890482398,0.4271320367796154,Closed,Closed
301,10.033987396784006,0.4237135986070358,Closed,Closed
302,10.067322903085614,0.4278245788889744,Closed,Closed
303,10.100658409387222,0.46727500004066,Closed,Open
304,10.13399391568883,0.5347756139033446,Closed,Open
305,10.167329421990438,0.5765646124934959,Closed,Open
306,10.200664928292047,0.5916562831351503,Closed,Open
307,10.234000434593655,0.6833316535624048,Open,Open
308,10.267335940895263,0.6245020608941172,Open,Open
309,10.300671447196873,0.5491975661587697,Closed,Open
310,10.33400695349848,0.5242790957595864,Closed,Open
311,10.367342459800089,0.5131845370806806,Closed,Open
312,10.400677966101696,0.4813107256396577,Closed,Open
313,10.434013472403302,0.454944434055906,Closed,Open
314,10.46734897870491,0.5,Closed,Open
315,10.500684485006518,0.4700696940256618,Closed,Open
316,10.534019991308126,0.4783218307572008,Closed,Open
317,10.567355497609734,0.4748027345766745,Closed,Open
318,10.600691003911342,0.4652625372267391,Closed,Open
319,10.63402651021295,0.4580021083306285,Closed,Open
320,10.66736201651456,0.4267562727671365,Closed,Closed
321,10.700697522816167,0.4330442844532104,Closed,Closed
322,10.734033029117777,0.4176403981400463,Closed,Closed
323,10.767368535419385,0.3613920168727111,Closed,Closed
324,10.80070404172099,0.3939712298724109,Closed,Closed
325,10.8340395480226,0.4716670247209376,Closed,Open
326,10.867375054324206,0.5089258539923851,Closed,Open
327,10.900710560625814,0.53222686487177,Closed,Open
328,10.934046066927422,0.5669083184706735,Closed,Open
329,10.96738157322903,0.6431447535650198,Open,Open
330,11.000717079530638,0.5814983424544381,Closed,Open
331,11.034052585832246,0.4695603584878967,Closed,Open
332,11.067388092133854,0.50701976933913,Closed,Open
333,11.100723598435462,0.4824106055767868,Closed,Open
334,11.134059104737071,0.4821466311831067,Closed,Open
335,11.16739461103868,0.487150322017353,Closed,Open
336,11.200730117340289,0.4641916963967411,Closed,Open
337,11.234065623641897,0.4815104145129966,Closed,Open
338,11.267401129943504,0.4833617096655446,Closed,Open
339,11.30073663624511,0.4508822437043415,Closed,Open
340,11.334072142546718,0.4886832232839264,Closed,Open
341,11.367407648848326,0.4332809042727765,Closed,Closed
342,11.400743155149934,0.4407246613780699,Closed,Closed
343,11.434078661451542,0.4155328419113999,Closed,Closed
344,11.46741416775315,0.3616392764754721,Closed,Closed
345,11.500749674054758,0.4018709128168181,Closed,Closed
346,11.534085180356366,0.4620409747252401,Closed,Open
347,11.567420686657975,0.5653669112485176,Closed,Open
348,11.600756192959585,0.6031022698472832,Closed,Open
349,11.634091699261193,0.5794846582402354,Closed,Open
350,11.6674272055628,0.5837924403421916,Closed,Open
351,11.700762711864408,0.5627720042496102,Closed,Open
352,11.734098218166016,0.5306388001235476,Closed,Open
353,11.767433724467622,0.5246693480926357,Closed,Open
354,11.80076923076923,0.4900210005510893,Closed,Open
355,11.834104737070838,0.5042802681813265,Closed,Open
356,11.867440243372446,0.3925612866130968,Closed,Closed
357,11.900775749674054,0.3355994571596676,Closed,Closed
358,11.934111255975662,0.3492491018988916,Closed,Closed
359,11.96744676227727,0.3837533881255592,Closed,Closed
360,12.000782268578876,0.4127500941606013,Closed,Closed
361,12.034117774880489,0.3683135697403581,Closed,Closed
362,12.067453281182097,0.3835069452378876,Closed,Closed
363,12.100788787483705,0.4612398442777903,Closed,Open
364,12.13412429378531,0.4872284348424295,Closed,Open
365,12.16745980008692,0.502979795316516,Closed,Open
366,12.200795306388526,0.5957335431752787,Closed,Open
367,12.234130812690134,0.5279938702231578,Closed,Open
368,12.267466318991742,0.5309243901765475,Closed,Open
369,12.30080182529335,0.5275986572992626,Closed,Open
370,12.334137331594958,0.574430342336901,Closed,Open
371,12.367472837896566,0.5188762198256659,Closed,Open
372,12.400808344198174,0.4530222868355869,Closed,Open
373,12.43414385049978,0.4974636204757283,Closed,Open
374,12.467479356801393,0.4733849007400898,Closed,Open
375,12.500814863103,0.484337380093156,Closed,Open
376,12.534150369404609,0.4648073205880113,Closed,Open
377,12.567485875706216,0.4604364542710914,Closed,Open
378,12.600821382007824,0.4582092323704504,Closed,Open
379,12.63415688830943,0.4614738060976217,Closed,Open
380,12.667492394611038,0.4576562674712509,Closed,Open
381,12.700827900912646,0.4556044702814784,Closed,Open
382,12.734163407214254,0.4271838317219438,Closed,Closed
383,12.767498913515862,0.4126892618079131,Closed,Closed
384,12.80083441981747,0.4071395933357629,Closed,Closed
385,12.834169926119078,0.4390143652895513,Closed,Closed
386,12.867505432420684,0.4939301338630988,Closed,Open
387,12.900840938722292,0.5875547717744362,Closed,Open
388,12.934176445023905,0.6316807581470569,Open,Open
389,12.96751195132551,0.6103174551480596,Closed,Open
390,13.00084745762712,0.6071482342977383,Closed,Open
391,13.034182963928728,0.637803161681741,Open,Open
392,13.067518470230334,0.6196792691745444,Open,Open
393,13.100853976531942,0.5245743749795831,Closed,Open
394,13.13418948283355,0.4926323548277851,Closed,Open
395,13.167524989135158,0.4620766466924841,Closed,Open
396,13.200860495436766,0.4911217218802199,Closed,Open
397,13.234196001738374,0.4871059925055867,Closed,Open
398,13.267531508039982,0.4687273061057622,Closed,Open
399,13.30086701434159,0.4713574371754852,Closed,Open
400,13.334202520643196,0.462961279200236,Closed,Open
401,13.367538026944809,0.4915347750327022,Closed,Open
402,13.400873533246417,0.4585474800453434,Closed,Open
403,13.434209039548024,0.4263675128093274,Closed,Closed
404,13.46754454584963,0.404618785282972,Closed,Closed
405,13.500880052151238,0.3524668097644934,Closed,Closed
406,13.534215558452846,0.3176635010337388,Closed,Closed
407,13.567551064754454,0.3283443750714278,Closed,Closed
408,13.600886571056062,0.3501749714482404,Closed,Closed
409,13.63422207735767,0.4392213479063567,Closed,Closed
410,13.667557583659278,0.4481417464717473,Closed,Open
411,13.700893089960886,0.5269503832633583,Closed,Open
412,13.734228596262492,0.5756057319578938,Closed,Open
413,13.7675641025641,0.5823161130223842,Closed,Open
414,13.80089960886571,0.595940435117601,Closed,Open
415,13.83423511516732,0.6404925386577338,Open,Open
416,13.867570621468928,0.65075309498795,Open,Open
417,13.900906127770536,0.605171927910262,Closed,Open
418,13.934241634072142,0.531267407085581,Closed,Open
419,13.96757714037375,0.4755772655846145,Closed,Open
420,14.000912646675358,0.4849076203917316,Closed,Open
421,14.034248152976966,0.4838446486910285,Closed,Open
422,14.067583659278574,0.4990412263469519,Closed,Open
423,14.100919165580182,0.4927219040121909,Closed,Open
424,14.13425467188179,0.4740698978433846,Closed,Open
425,14.167590178183396,0.4731874687768174,Closed,Open
426,14.200925684485004,0.4614089895678152,Closed,Open
427,14.234261190786611,0.4633864174421052,Closed,Open
428,14.26759669708822,0.4913571364000338,Closed,Open
429,14.30093220338983,0.4331271495490063,Closed,Closed
430,14.33426770969144,0.4312900693703184,Closed,Closed
431,14.367603215993046,0.384843961255882,Closed,Closed
432,14.400938722294654,0.4213077747956814,Closed,Closed
433,14.434274228596262,0.4102643436653596,Closed,Closed
434,14.46760973489787,0.4525371614503357,Closed,Open
435,14.500945241199478,0.5353567657994875,Closed,Open
436,14.534280747501086,0.5313565380241214,Closed,Open
437,14.567616253802694,0.6109935795439383,Closed,Open
438,14.600951760104302,0.6062725926210438,Closed,Open
439,14.63428726640591,0.6155681423945154,Open,Open
440,14.667622772707515,0.567530190599037,Closed,Open
441,14.700958279009123,0.4825561719819514,Closed,Open
442,14.734293785310737,0.4446479182197053,Closed,Open
443,14.767629291612344,0.4470084516380171,Closed,Open
444,14.80096479791395,0.4531244975999662,Closed,Open
445,14.834300304215558,0.3840283294395839,Closed,Closed
446,14.867635810517166,0.4125861168112175,Closed,Closed
447,14.900971316818774,0.4226371880719922,Closed,Closed
448,14.934306823120382,0.4463614887960239,Closed,Open
449,14.96764232942199,0.4500951023940601,Closed,Open
450,15.000977835723598,0.4437165586096425,Closed,Closed
451,15.034313342025206,0.4576486192882085,Closed,Open
452,15.067648848326812,0.4788735733409524,Closed,Open
453,15.10098435462842,0.4711897509113212,Closed,Open
454,15.13431986093003,0.4498966572316178,Closed,Open
455,15.167655367231635,0.4647325374459451,Closed,Open
456,15.200990873533248,0.4550760498243376,Closed,Open
457,15.234326379834854,0.4517235071447034,Closed,Open
458,15.267661886136462,0.4430493479739806,Closed,Closed
459,15.30099739243807,0.3959693725420053,Closed,Closed
460,15.334332898739678,0.352540899456652,Closed,Closed
461,15.367668405041286,0.3194848795096477,Closed,Closed
462,15.401003911342894,0.3240186094933081,Closed,Closed
463,15.434339417644502,0.3089795659940254,Closed,Closed
464,15.46767492394611,0.3982948551944169,Closed,Closed
465,15.501010430247716,0.4169626698162613,Closed,Closed
466,15.534345936549323,0.4821062855722121,Closed,Open
467,15.567681442850931,0.4721935801917433,Closed,Open
468,15.60101694915254,0.5583019627518662,Closed,Open
469,15.63435245545415,0.6190716326272058,Open,Open
470,15.66768796175576,0.6476985726646791,Open,Open
471,15.701023468057366,0.5476252797213415,Closed,Open
472,15.734358974358974,0.5577931990653824,Closed,Open
473,15.767694480660582,0.4823950660636926,Closed,Open
474,15.80102998696219,0.4824234083128162,Closed,Open
475,15.834365493263798,0.4781607077204032,Closed,Open
476,15.867700999565406,0.4378001260819474,Closed,Closed
477,15.901036505867014,0.4496309838970362,Closed,Open
478,15.93437201216862,0.3943765857425463,Closed,Closed
479,15.96770751847023,0.4333864720972393,Closed,Closed
480,16.00104302477184,0.4187366170785692,Closed,Closed
481,16.034378531073447,0.3888633117951442,Closed,Closed
482,16.067714037375055,0.3800364037930885,Closed,Closed
483,16.101049543676663,0.3187592394510465,Closed,Closed
484,16.13438504997827,0.3186964456426659,Closed,Closed
485,16.16772055627988,0.3490743195456485,Closed,Closed
486,16.201056062581486,0.3889429734427869,Closed,Closed
487,16.234391568883094,0.4685112191089336,Closed,Open
488,16.267727075184702,0.5202178927970448,Closed,Open
489,16.30106258148631,0.5829189872331305,Closed,Open
490,16.334398087787918,0.6294970412521361,Open,Open
491,16.367733594089525,0.6009252125773316,Closed,Open
492,16.401069100391133,0.6120380278189341,Closed,Open
493,16.43440460669274,0.572032261085064,Closed,Open
494,16.46774011299435,0.5724657801952325,Closed,Open
495,16.501075619295957,0.5294691389631374,Closed,Open
496,16.534411125597565,0.5029098208801884,Closed,Open
497,16.567746631899173,0.4661617028103899,Closed,Open
498,16.60108213820078,0.4855467443290308,Closed,Open
499,16.63441764450239,0.4664921003081302,Closed,Open
500,16.667753150803996,0.4743355048227603,Closed,Open
501,16.701088657105604,0.4420121674790169,Closed,Closed
502,16.734424163407212,0.4705819772584242,Closed,Open
503,16.767759669708823,0.451692063110469,Closed,Open
504,16.80109517601043,0.4375089577104478,Closed,Closed
505,16.83443068231204,0.4272757256727356,Closed,Closed
506,16.867766188613647,0.3930340645889715,Closed,Closed
507,16.901101694915255,0.4124524884619606,Closed,Closed
508,16.934437201216863,0.4106927135104757,Closed,Closed
509,16.96777270751847,0.3997358907986825,Closed,Closed
510,17.00110821382008,0.4550346070815488,Closed,Open
511,17.034443720121686,0.4990579360449163,Closed,Open
512,17.067779226423294,0.5972931386140603,Closed,Open
513,17.101114732724902,0.5825841272462814,Closed,Open
514,17.13445023902651,0.6063315443909352,Closed,Open
515,17.167785745328118,0.6241847704468009,Open,Open
516,17.201121251629726,0.5628113214176113,Closed,Open
517,17.234456757931333,0.5334463553458824,Closed,Open
518,17.26779226423294,0.5029453729184152,Closed,Open
519,17.30112777053455,0.4761738894917567,Closed,Open
520,17.334463276836157,0.455591758801257,Closed,Open
521,17.367798783137765,0.4684741696876554,Closed,Open
522,17.401134289439373,0.4590568577724377,Closed,Open
523,17.43446979574098,0.4748881646701777,Closed,Open
524,17.46780530204259,0.4570004984144705,Closed,Open
