frame,timestamp,aspect_ratio__mouth_width__inside_lips,lips_label,teeth_label
41,1.3667557583659278,2.5886116497230565,Closed,Open
42,1.400091264667536,2.134245922125329,Closed,Open
43,1.4334267709691435,2.5565992253421004,Closed,Open
44,1.4667622772707518,2.79209724176415,Closed,Open
45,1.5000977835723597,2.7704591970351324,Closed,Open
46,1.5334332898739678,3.634052124231153,Closed,Open
47,1.566768796175576,3.0899646937259275,Closed,Open
48,1.6001043024771835,3.606403148193056,Closed,Open
49,1.6334398087787918,2.4568492237229593,Closed,Open
50,1.6667753150803997,3.108337933025036,Closed,Open
51,1.7001108213820078,2.5841806133234564,Closed,Open
52,1.7334463276836158,3.2834722504071596,Closed,Open
53,1.7667818339852237,4.1448974129151885,Closed,Open
54,1.8001173402868318,6.153392038269814,Closed,Open
55,1.8334528465884397,11.28356226076572,Closed,Open
56,1.8667883528900475,7.893139609341898,Closed,Open
57,1.900123859191656,10.179899321434988,Closed,Open
58,1.9334593654932637,11.843903443564871,Closed,Open
59,1.966794871794872,11.638728452885218,Closed,Open
60,2.00013037809648,6.328199185270472,Closed,Open
61,2.0334658843980877,8.612334624961326,Closed,Open
62,2.0668013906996956,7.769491617860206,Closed,Open
63,2.100136897001304,9.23803979804941,Closed,Open
64,2.133472403302912,18.288779403087418,Closed,Closed
65,2.1668079096045196,15.660380734595034,Closed,Open
66,2.2001434159061275,6.345552594995102,Closed,Open
67,2.233478922207736,6.1938801201989895,Closed,Open
68,2.2668144285093437,11.163391141366851,Closed,Open
69,2.3001499348109515,5.327730602779778,Closed,Open
70,2.33348544111256,4.962687380165524,Closed,Open
71,2.3668209474141677,4.197535923898994,Closed,Open
72,2.4001564537157756,5.934286802127631,Closed,Open
73,2.433491960017383,6.618919560913713,Closed,Open
74,2.4668274663189917,3.513737771766207,Closed,Open
75,2.5001629726205996,7.947907320120863,Closed,Open
76,2.5334984789222075,6.169441075142078,Closed,Open
77,2.566833985223816,10.423531071570704,Closed,Open
78,2.6001694915254236,10.083389335160527,Closed,Open
79,2.6335049978270315,6.682136140204451,Closed,Open
80,2.66684050412864,9.819662990652988,Closed,Open
81,2.7001760104302477,10.874458430370046,Closed,Open
82,2.7335115167318556,9.692503050534231,Closed,Open
83,2.7668470230334634,9.718349074036814,Closed,Open
84,2.8001825293350717,17.96106901050157,Closed,Closed
85,2.8335180356366796,9.60617970499148,Closed,Open
86,2.8668535419382875,8.040576647104055,Closed,Open
87,2.900189048239896,12.241924108666616,Closed,Open
88,2.9335245545415036,7.253515226844665,Closed,Open
89,2.9668600608431115,6.940679628672192,Closed,Open
90,3.0001955671447194,5.845374477121015,Closed,Open
91,3.0335310734463277,5.154785710207282,Closed,Open
92,3.0668665797479355,4.063092861310542,Closed,Open
93,3.1002020860495434,4.879282525042352,Closed,Open
94,3.1335375923511517,6.458112456038945,Closed,Open
95,3.1668730986527596,4.964021498136592,Closed,Open
96,3.200208604954367,6.27816338296948,Closed,Open
97,3.2335441112559757,7.960906547488875,Closed,Open
98,3.2668796175575836,10.433857609503043,Closed,Open
99,3.3002151238591915,12.428619723657736,Closed,Open
100,3.3335506301607993,9.766300365920058,Closed,Open
101,3.3668861364624076,11.759251676871278,Closed,Open
102,3.4002216427640155,11.059584552791724,Closed,Open
103,3.4335571490656234,16.1245154965971,Closed,Closed
104,3.4668926553672317,10.722773713279354,Closed,Open
105,3.5002281616688395,13.71393451931283,Closed,Open
106,3.5335636679704474,13.933134299394329,Closed,Open
107,3.5668991742720553,5.225071278271111,Closed,Open
108,3.6002346805736636,5.545001480623639,Closed,Open
109,3.633570186875271,6.9234399411388505,Closed,Open
110,3.6669056931768793,6.035098490754185,Closed,Open
111,3.700241199478488,5.601002845626159,Closed,Open
112,3.733576705780095,6.463170231739563,Closed,Open
113,3.7669122120817033,9.798356091772094,Closed,Open
114,3.800247718383312,14.086545681279327,Closed,Open
115,3.833583224684919,10.10764213504818,Closed,Open
116,3.8669187309865274,22.90752533516294,Closed,Closed
117,3.9002542372881353,23.208917384355654,Closed,Closed
118,3.933589743589744,10.86833117677656,Closed,Open
119,3.966925249891351,8.415273714096786,Closed,Open
120,4.00026075619296,12.769331915313806,Closed,Open
121,4.033596262494568,11.763715399481576,Closed,Open
122,4.0669317687961755,9.688735486674164,Closed,Open
123,4.100267275097783,14.04852700859101,Closed,Open
124,4.133602781399391,22.690967365892536,Closed,Closed
125,4.166938287700999,17.40299392434716,Closed,Closed
126,4.200273794002608,6.239713757679737,Closed,Open
127,4.233609300304216,4.799514874999663,Closed,Open
128,4.2669448066058235,5.653322843390216,Closed,Open
129,4.300280312907431,6.022627751085285,Closed,Open
130,4.333615819209039,4.913593493079014,Closed,Open
131,4.366951325510647,4.916299421312742,Closed,Open
132,4.400286831812255,6.7091563965014,Closed,Open
133,4.433622338113864,6.768603287314842,Closed,Open
134,4.466957844415472,7.48837848097759,Closed,Open
135,4.5002933507170795,13.52662349395473,Closed,Open
136,4.533628857018687,13.449095604866242,Closed,Open
137,4.566964363320295,12.368598231902522,Closed,Open
138,4.600299869621903,10.185056927449384,Closed,Open
139,4.633635375923511,9.674743983224548,Closed,Open
140,4.66697088222512,7.903379950005336,Closed,Open
141,4.700306388526728,11.327779308884706,Closed,Open
142,4.733641894828335,16.736188335460376,Closed,Closed
143,4.766977401129943,16.32482771731451,Closed,Closed
144,4.800312907431551,22.27913822390803,Closed,Closed
145,4.833648413733159,12.223891745747942,Closed,Open
146,4.866983920034767,6.52046505024019,Closed,Open
147,4.900319426336376,6.35645450616056,Closed,Open
148,4.9336549326379835,5.679429298773188,Closed,Open
149,4.966990438939591,5.855010688269016,Closed,Open
150,5.000325945241199,6.343344478217234,Closed,Open
151,5.033661451542807,8.623981504781806,Closed,Open
152,5.066996957844415,13.71002209634809,Closed,Open
153,5.100332464146024,7.709876177304743,Closed,Open
154,5.133667970447632,9.650523130125274,Closed,Open
155,5.167003476749239,12.96919426949878,Closed,Open
156,5.200338983050847,14.256520122844565,Closed,Open
157,5.233674489352455,9.839698782541443,Closed,Open
158,5.267009995654063,12.094521761830803,Closed,Open
159,5.300345501955671,10.175574071879566,Closed,Open
160,5.33368100825728,8.212560736223134,Closed,Open
161,5.3670165145588875,8.143716716046765,Closed,Open
162,5.400352020860495,14.94180128841815,Closed,Open
163,5.433687527162103,13.479399648205147,Closed,Open
164,5.467023033463711,19.807069445023917,Closed,Closed
165,5.500358539765319,3.93767775756841,Closed,Open
166,5.533694046066927,5.247901141629694,Closed,Open
167,5.567029552368536,4.708233047790226,Closed,Open
168,5.6003650586701434,5.5141096657035575,Closed,Open
169,5.633700564971751,5.454588716948876,Closed,Open
170,5.667036071273359,5.7946859102197905,Closed,Open
171,5.700371577574967,6.918690933172944,Closed,Open
172,5.733707083876575,9.207401538649362,Closed,Open
173,5.767042590178183,10.72924654938592,Closed,Open
174,5.8003780964797915,9.264751288532045,Closed,Open
175,5.833713602781399,7.973567443608775,Closed,Open
176,5.867049109083007,8.100278542843778,Closed,Open
177,5.900384615384615,10.853731775282714,Closed,Open
178,5.933720121686223,12.388437059656278,Closed,Open
179,5.967055627987831,13.20842534142507,Closed,Open
180,6.000391134289439,9.605585212118378,Closed,Open
181,6.0337266405910475,20.611409187128505,Closed,Closed
182,6.067062146892655,5.101838988242074,Closed,Open
183,6.100397653194263,4.760915895741088,Closed,Open
184,6.133733159495871,7.256992105978175,Closed,Open
185,6.167068665797479,5.411573671711919,Closed,Open
186,6.200404172099087,8.806800041017016,Closed,Open
187,6.2337396784006955,6.515581324793667,Closed,Open
188,6.267075184702303,11.147641522063076,Closed,Open
189,6.300410691003911,10.99320801252478,Closed,Open
190,6.333746197305519,17.65099692107198,Closed,Closed
191,6.367081703607127,15.214716668600344,Closed,Open
192,6.400417209908735,13.444919250725778,Closed,Open
193,6.433752716210343,15.277525250438233,Closed,Open
194,6.4670882225119515,8.63500714627901,Closed,Open
195,6.500423728813559,12.342407600655177,Closed,Open
196,6.533759235115167,8.304672242020244,Closed,Open
197,6.567094741416775,16.156720086713023,Closed,Closed
198,6.600430247718383,17.2451460338379,Closed,Closed
199,6.633765754019991,14.214400456152518,Closed,Open
200,6.667101260321599,10.977827214678229,Closed,Open
201,6.700436766623207,5.963815276461637,Closed,Open
202,6.733772272924815,4.881637534230572,Closed,Open
203,6.767107779226423,5.3737981918164195,Closed,Open
204,6.800443285528031,5.812381937190963,Closed,Open
205,6.833778791829639,5.878858359388844,Closed,Open
206,6.867114298131247,6.606110771327745,Closed,Open
207,6.900449804432855,8.65882483508891,Closed,Open
208,6.933785310734463,21.280341660238225,Closed,Closed
209,6.967120817036071,8.272484511922645,Closed,Open
210,7.000456323337679,9.848247965399125,Closed,Open
211,7.033791829639287,8.346836721652014,Closed,Open
212,7.067127335940895,8.972560911750252,Closed,Open
213,7.100462842242503,7.969613493076371,Closed,Open
214,7.1337983485441105,8.478451883537666,Closed,Open
215,7.167133854845719,12.65898890117216,Closed,Open
216,7.200469361147327,6.549240235348827,Closed,Open
217,7.233804867448935,6.022696295054281,Closed,Open
218,7.267140373750543,7.247150957961432,Closed,Open
219,7.300475880052151,3.4590461112855957,Closed,Open
220,7.333811386353759,4.27575737937914,Closed,Open
221,7.367146892655367,4.080965364465091,Closed,Open
222,7.400482398956975,5.14675053756158,Closed,Open
223,7.433817905258583,5.764272465862701,Closed,Open
224,7.467153411560191,5.75253995869054,Closed,Open
225,7.500488917861799,6.891956319775689,Closed,Open
226,7.533824424163407,5.853846250420904,Closed,Open
227,7.567159930465015,6.564401766983464,Closed,Open
228,7.600495436766623,10.520992118986936,Closed,Open
229,7.633830943068231,8.375657546978761,Closed,Open
230,7.667166449369839,10.152737467209423,Closed,Open
231,7.700501955671447,10.898306149263608,Closed,Open
232,7.733837461973055,13.023722468586907,Closed,Open
233,7.767172968274663,9.009843801007849,Closed,Open
234,7.8005084745762705,8.62445291707317,Closed,Open
235,7.833843980877879,13.893436803285809,Closed,Open
236,7.867179487179487,8.764177703059815,Closed,Open
237,7.900514993481095,15.31838413678099,Closed,Open
238,7.933850499782703,20.168520787832477,Closed,Closed
239,7.967186006084311,12.014682732226824,Closed,Open
240,8.00052151238592,5.685960786728381,Closed,Open
241,8.033857018687527,4.8559322611626285,Closed,Open
242,8.067192524989135,5.896481421210868,Closed,Open
243,8.100528031290743,5.778846055087041,Closed,Open
244,8.133863537592351,5.679824177257934,Closed,Open
245,8.167199043893959,6.520524624545969,Closed,Open
246,8.200534550195567,5.992588014465128,Closed,Open
247,8.233870056497175,6.824177652355984,Closed,Open
248,8.267205562798782,10.223726823616447,Closed,Open
249,8.30054106910039,9.72541946569832,Closed,Open
250,8.333876575401998,11.928034553050018,Closed,Open
251,8.367212081703606,8.669359081572635,Closed,Open
252,8.400547588005216,9.02986497897181,Closed,Open
253,8.433883094306823,8.298972877391043,Closed,Open
254,8.467218600608431,10.347408006791673,Closed,Open
255,8.50055410691004,7.68737177473562,Closed,Open
256,8.533889613211647,7.698321306843216,Closed,Open
257,8.567225119513255,7.18983739835226,Closed,Open
258,8.600560625814863,6.96475404879014,Closed,Open
259,8.63389613211647,8.58657567182377,Closed,Open
260,8.667231638418079,9.991727347391713,Closed,Open
261,8.700567144719686,4.881336172344907,Closed,Open
262,8.733902651021294,4.819520492515596,Closed,Open
263,8.767238157322902,5.107142857142857,Closed,Open
264,8.80057366362451,5.7159426169267995,Closed,Open
265,8.833909169926118,5.338658587155025,Closed,Open
266,8.867244676227727,5.794304487774301,Closed,Open
267,8.900580182529335,10.17765274435198,Closed,Open
268,8.933915688830943,7.061505849665839,Closed,Open
269,8.967251195132551,13.203983401419986,Closed,Open
270,9.000586701434159,12.39415363176476,Closed,Open
271,9.033922207735769,6.9831730525852596,Closed,Open
272,9.067257714037376,8.055848447859235,Closed,Open
273,9.100593220338984,12.668160911709156,Closed,Open
274,9.13392872664059,13.095021643232773,Closed,Open
275,9.167264232942198,14.821466259077257,Closed,Open
276,9.200599739243806,9.274116171864078,Closed,Open
277,9.233935245545414,22.65950407665622,Closed,Closed
278,9.267270751847022,35.66791275081849,Closed,Closed
279,9.300606258148632,19.35917812764214,Closed,Closed
280,9.33394176445024,20.80617838103695,Closed,Closed
281,9.367277270751847,21.26210062709993,Closed,Closed
282,9.400612777053457,10.225007640583945,Closed,Open
283,9.433948283355065,7.093579345050586,Closed,Open
284,9.46728378965667,5.998645834384714,Closed,Open
285,9.50061929595828,5.696405874043001,Closed,Open
286,9.533954802259888,7.203236863743461,Closed,Open
287,9.567290308561494,7.245300685442385,Closed,Open
288,9.600625814863102,9.68112930942885,Closed,Open
289,9.63396132116471,10.445247859528038,Closed,Open
290,9.667296827466318,8.436271589806738,Closed,Open
291,9.700632333767926,13.428219285174478,Closed,Open
292,9.733967840069534,10.069646967756547,Closed,Open
293,9.767303346371143,11.715707938490102,Closed,Open
294,9.800638852672751,10.413962611991202,Closed,Open
295,9.83397435897436,14.183914549681363,Closed,Open
296,9.867309865275969,13.061743262514296,Closed,Open
297,9.900645371577577,12.218201358810736,Closed,Open
298,9.933980877879184,8.891535634556837,Closed,Open
299,9.96731638418079,12.573640948448768,Closed,Open
300,10.000651890482398,11.517217034058488,Closed,Open
301,10.033987396784006,19.676654484625104,Closed,Closed
302,10.067322903085614,11.919569712534916,Closed,Open
303,10.100658409387222,6.684066769731629,Closed,Open
304,10.13399391568883,4.493522351036662,Closed,Open
305,10.167329421990438,4.388899523159564,Closed,Open
306,10.200664928292047,4.31904253745746,Closed,Open
307,10.234000434593655,6.794689135899797,Closed,Open
308,10.267335940895263,7.241383964640738,Closed,Open
309,10.300671447196873,5.992833373434159,Closed,Open
310,10.33400695349848,6.714784291078141,Closed,Open
311,10.367342459800089,7.677980782008306,Closed,Open
312,10.400677966101696,11.879583899222943,Closed,Open
313,10.434013472403302,11.750983070060157,Closed,Open
314,10.46734897870491,14.33295245270704,Closed,Open
315,10.500684485006518,44.88813255688462,Closed,Closed
316,10.534019991308126,16.581676634164594,Closed,Closed
317,10.567355497609734,34.41431137748083,Closed,Closed
318,10.600691003911342,20.432960684955592,Closed,Closed
319,10.63402651021295,15.076128653351754,Closed,Open
320,10.66736201651456,10.553046100862083,Closed,Open
321,10.700697522816167,16.24462988190251,Closed,Closed
322,10.734033029117777,14.63680672520858,Closed,Open
323,10.767368535419385,11.848103266785284,Closed,Open
324,10.80070404172099,10.417270815813517,Closed,Open
325,10.8340395480226,14.172581591422125,Closed,Open
326,10.867375054324206,5.745156332285579,Closed,Open
327,10.900710560625814,6.807114333956464,Closed,Open
328,10.934046066927422,8.025054283888153,Closed,Open
329,10.96738157322903,7.929048246427991,Closed,Open
330,11.000717079530638,5.808335794862617,Closed,Open
331,11.034052585832246,7.0009767328334425,Closed,Open
332,11.067388092133854,8.398860957571296,Closed,Open
333,11.100723598435462,17.959623518411433,Closed,Closed
334,11.134059104737071,10.274435477934729,Closed,Open
335,11.16739461103868,12.61177103181595,Closed,Open
336,11.200730117340289,15.676250431343806,Closed,Open
337,11.234065623641897,15.263673533253051,Closed,Open
338,11.267401129943504,9.11946207452382,Closed,Open
339,11.30073663624511,10.894077925742042,Closed,Open
340,11.334072142546718,10.725619353018107,Closed,Open
341,11.367407648848326,13.376889641115689,Closed,Open
342,11.400743155149934,11.40757394728747,Closed,Open
343,11.434078661451542,17.54892321147804,Closed,Closed
344,11.46741416775315,30.211324663626296,Closed,Closed
345,11.500749674054758,13.744967731174729,Closed,Open
346,11.534085180356366,6.392065829165711,Closed,Open
347,11.567420686657975,4.464108281447423,Closed,Open
348,11.600756192959585,4.4294676301152185,Closed,Open
349,11.634091699261193,3.997652372305016,Closed,Open
350,11.6674272055628,5.399482546013634,Closed,Open
351,11.700762711864408,5.541032907796089,Closed,Open
352,11.734098218166016,7.795440262672075,Closed,Open
353,11.767433724467622,9.41991542583235,Closed,Open
354,11.80076923076923,17.25531517067551,Closed,Closed
355,11.834104737070838,8.661920455613838,Closed,Open
356,11.867440243372446,8.812165849462009,Closed,Open
357,11.900775749674054,9.711214769929269,Closed,Open
358,11.934111255975662,16.107933363451046,Closed,Closed
359,11.96744676227727,11.872902423830997,Closed,Open
360,12.000782268578876,12.779128391599311,Closed,Open
361,12.034117774880489,9.486182283773998,Closed,Open
362,12.067453281182097,11.44951398786759,Closed,Open
363,12.100788787483705,8.183981678237414,Closed,Open
364,12.13412429378531,5.009938309528868,Closed,Open
365,12.16745980008692,5.1261911384505785,Closed,Open
366,12.200795306388526,5.608393854986743,Closed,Open
367,12.234130812690134,4.72306003956535,Closed,Open
368,12.267466318991742,5.550944180779502,Closed,Open
369,12.30080182529335,6.1734501282902166,Closed,Open
370,12.334137331594958,7.021943627493197,Closed,Open
371,12.367472837896566,8.495615384963635,Closed,Open
372,12.400808344198174,9.035852733161638,Closed,Open
373,12.43414385049978,14.97351829063564,Closed,Open
374,12.467479356801393,9.226060497725578,Closed,Open
375,12.500814863103,11.731264556448515,Closed,Open
376,12.534150369404609,11.589780362438171,Closed,Open
377,12.567485875706216,11.199812394204184,Closed,Open
378,12.600821382007824,7.914113767271196,Closed,Open
379,12.63415688830943,13.396651457370616,Closed,Open
380,12.667492394611038,9.768045141293774,Closed,Open
381,12.700827900912646,17.222238663633597,Closed,Closed
382,12.734163407214254,10.26109654905744,Closed,Open
383,12.767498913515862,20.675717499464124,Closed,Closed
384,12.80083441981747,11.168335028869484,Closed,Open
385,12.834169926119078,6.350807714038401,Closed,Open
386,12.867505432420684,4.315496240912045,Closed,Open
387,12.900840938722292,4.243786944046454,Closed,Open
388,12.934176445023905,3.17316689971643,Closed,Open
389,12.96751195132551,3.817802677450816,Closed,Open
390,13.00084745762712,4.59201744376278,Closed,Open
391,13.034182963928728,5.323504472015999,Closed,Open
392,13.067518470230334,4.764486642165557,Closed,Open
393,13.100853976531942,6.87055331208913,Closed,Open
394,13.13418948283355,10.425560305916786,Closed,Open
395,13.167524989135158,11.24540546040344,Closed,Open
396,13.200860495436766,12.412704026074982,Closed,Open
397,13.234196001738374,7.817628279041078,Closed,Open
398,13.267531508039982,11.430496489654333,Closed,Open
399,13.30086701434159,18.48783383741859,Closed,Closed
400,13.334202520643196,16.443145963602216,Closed,Closed
401,13.367538026944809,15.909838177042287,Closed,Closed
402,13.400873533246417,10.441627565034894,Closed,Open
403,13.434209039548024,9.167542506933817,Closed,Open
404,13.46754454584963,15.846859336148352,Closed,Closed
405,13.500880052151238,41.39124658810903,Closed,Closed
406,13.534215558452846,38.58756276314948,Closed,Closed
407,13.567551064754454,27.92364105430611,Closed,Closed
408,13.600886571056062,14.757048885304904,Closed,Open
409,13.63422207735767,9.055385138137416,Closed,Open
410,13.667557583659278,5.0918315032720445,Closed,Open
411,13.700893089960886,3.509703342579951,Closed,Open
412,13.734228596262492,3.845858161711116,Closed,Open
413,13.7675641025641,4.303763067736173,Closed,Open
414,13.80089960886571,4.547204984463721,Closed,Open
415,13.83423511516732,6.826583859516503,Closed,Open
416,13.867570621468928,7.937064759531511,Closed,Open
417,13.900906127770536,10.579661869975752,Closed,Open
418,13.934241634072142,13.38470495742755,Closed,Open
419,13.96757714037375,8.327722470067165,Closed,Open
420,14.000912646675358,10.448939078626712,Closed,Open
421,14.034248152976966,16.564298958905567,Closed,Closed
422,14.067583659278574,15.722251403319728,Closed,Open
423,14.100919165580182,17.046945786730763,Closed,Closed
424,14.13425467188179,17.643253772185126,Closed,Closed
425,14.167590178183396,18.72415710802333,Closed,Closed
426,14.200925684485004,36.102951083298954,Closed,Closed
427,14.234261190786611,17.59415969705699,Closed,Closed
428,14.26759669708822,14.134045487052369,Closed,Open
429,14.30093220338983,11.709445380166864,Closed,Open
430,14.33426770969144,33.664635633074845,Closed,Closed
431,14.367603215993046,7.959059832446219,Closed,Open
432,14.400938722294654,7.407040798703971,Closed,Open
433,14.434274228596262,7.193317748071406,Closed,Open
434,14.46760973489787,6.043045589766803,Closed,Open
435,14.500945241199478,4.472570966522907,Closed,Open
436,14.534280747501086,4.342978633914074,Closed,Open
437,14.567616253802694,5.010448267045045,Closed,Open
438,14.600951760104302,5.516860152112033,Closed,Open
439,14.63428726640591,5.577246474151782,Closed,Open
440,14.667622772707515,6.480054869452195,Closed,Open
441,14.700958279009123,5.863506686267056,Closed,Open
442,14.734293785310737,7.360678237838072,Closed,Open
443,14.767629291612344,7.954906849638489,Closed,Open
444,14.80096479791395,8.794923816128646,Closed,Open
445,14.834300304215558,13.336247273107972,Closed,Open
446,14.867635810517166,8.972560911750252,Closed,Open
447,14.900971316818774,5.8366319216950036,Closed,Open
448,14.934306823120382,6.855380927037114,Closed,Open
449,14.96764232942199,4.67501542572527,Closed,Open
450,15.000977835723598,5.184125696360843,Closed,Open
451,15.034313342025206,5.670317451430739,Closed,Open
452,15.067648848326812,6.923266853994863,Closed,Open
453,15.10098435462842,9.611691598496876,Closed,Open
454,15.13431986093003,13.475947316213588,Closed,Open
455,15.167655367231635,18.250547230886095,Closed,Closed
456,15.200990873533248,14.51498989000162,Closed,Open
457,15.234326379834854,9.032801998070118,Closed,Open
458,15.267661886136462,11.288183065625615,Closed,Open
459,15.30099739243807,11.666190466471903,Closed,Open
460,15.334332898739678,17.93008100589757,Closed,Closed
461,15.367668405041286,22.433575419946973,Closed,Closed
462,15.401003911342894,14.40111106824748,Closed,Open
463,15.434339417644502,11.806777714516352,Closed,Open
464,15.46767492394611,9.628449057350826,Closed,Open
465,15.501010430247716,5.081499867527903,Closed,Open
466,15.534345936549323,4.244370259423954,Closed,Open
467,15.567681442850931,4.895936039400128,Closed,Open
468,15.60101694915254,3.949950248953249,Closed,Open
469,15.63435245545415,5.244348852639278,Closed,Open
470,15.66768796175576,6.919802263528679,Closed,Open
471,15.701023468057366,8.37156358890482,Closed,Open
472,15.734358974358974,6.381222453417527,Closed,Open
473,15.767694480660582,6.371084919849563,Closed,Open
474,15.80102998696219,7.733846568119386,Closed,Open
475,15.834365493263798,12.00872190157644,Closed,Open
476,15.867700999565406,9.98306492846028,Closed,Open
477,15.901036505867014,16.870960563786152,Closed,Closed
478,15.93437201216862,11.02484330098713,Closed,Open
479,15.96770751847023,16.945676832241084,Closed,Closed
480,16.00104302477184,13.03689664595464,Closed,Open
481,16.034378531073447,19.33520105920805,Closed,Closed
482,16.067714037375055,39.48193928129373,Closed,Closed
483,16.101049543676663,27.76476819534383,Closed,Closed
484,16.13438504997827,20.708985222977905,Closed,Closed
485,16.16772055627988,13.11333136390061,Closed,Open
486,16.201056062581486,11.139569111954014,Closed,Open
487,16.234391568883094,9.826906603057443,Closed,Open
488,16.267727075184702,5.251091743346465,Closed,Open
489,16.30106258148631,4.047822345966746,Closed,Open
490,16.334398087787918,4.447078510270229,Closed,Open
491,16.367733594089525,5.0331739724240006,Closed,Open
492,16.401069100391133,5.813776741499453,Closed,Open
493,16.43440460669274,7.86540624409289,Closed,Open
494,16.46774011299435,6.893940462053587,Closed,Open
495,16.501075619295957,6.660330322138686,Closed,Open
496,16.534411125597565,7.085624198864905,Closed,Open
497,16.567746631899173,7.703590016693461,Closed,Open
498,16.60108213820078,11.580725691733218,Closed,Open
499,16.63441764450239,11.103086214649188,Closed,Open
500,16.667753150803996,13.102597024273008,Closed,Open
501,16.701088657105604,8.908860110111647,Closed,Open
502,16.734424163407212,8.094360014673876,Closed,Open
503,16.767759669708823,10.285434552532346,Closed,Open
504,16.80109517601043,10.826166558525744,Closed,Open
505,16.83443068231204,14.460804433532209,Closed,Open
506,16.867766188613647,9.718349074036814,Closed,Open
507,16.901101694915255,7.986529500687175,Closed,Open
508,16.934437201216863,12.432011635081338,Closed,Open
509,16.96777270751847,7.105462919879685,Closed,Open
510,17.00110821382008,5.070862993449456,Closed,Open
511,17.034443720121686,5.183895302887209,Closed,Open
512,17.067779226423294,5.7390234824876245,Closed,Open
513,17.101114732724902,5.085826987564905,Closed,Open
514,17.13445023902651,4.629491885936428,Closed,Open
515,17.167785745328118,5.9267541786664,Closed,Open
516,17.201121251629726,7.317152723696592,Closed,Open
517,17.234456757931333,6.651044861417856,Closed,Open
518,17.26779226423294,6.649751875070227,Closed,Open
519,17.30112777053455,7.658223892960234,Closed,Open
520,17.334463276836157,8.855297261682422,Closed,Open
521,17.367798783137765,9.651460248662213,Closed,Open
522,17.401134289439373,15.260911664661498,Closed,Open
523,17.43446979574098,10.354243857165937,Closed,Open
524,17.46780530204259,12.319292076452982,Closed,Open
525,17.501140808344196,8.352526915990929,Closed,Open
526,17.534476314645804,9.885834801863206,Closed,Open
527,17.567811820947412,17.9970617259938,Closed,Closed
528,17.60114732724902,9.62915303831516,Closed,Open
529,17.634482833550628,21.15940897651194,Closed,Closed
530,17.667818339852236,15.32222215617822,Closed,Open
531,17.701153846153847,14.604344738669436,Closed,Open
532,17.734489352455455,8.882761297922062,Closed,Open
533,17.767824858757063,5.29691654085321,Closed,Open
534,17.80116036505867,4.880366791768582,Closed,Open
535,17.83449587136028,4.415162345439335,Closed,Open
536,17.867831377661886,5.468965993777607,Closed,Open
537,17.901166883963494,4.34957866319791,Closed,Open
538,17.934502390265102,3.964078114541256,Closed,Open
539,17.96783789656671,4.0497977812435915,Closed,Open
540,18.001173402868318,5.292900235164865,Closed,Open
541,18.03450890916993,6.733966993935287,Closed,Open
542,18.067844415471537,6.5601738875777835,Closed,Open
543,18.10117992177314,7.975443079082963,Closed,Open
544,18.13451542807475,10.30494915452589,Closed,Open
545,18.167850934376357,9.164894659386274,Closed,Open
546,18.201186440677965,11.886253357047568,Closed,Open
547,18.234521946979573,16.93062768612416,Closed,Closed
548,18.26785745328118,9.709983716968006,Closed,Open
