frame,timestamp,anchor_to_top_lip_top_center,lips_label,teeth_label
483,16.101049543676663,88.5463963599566,Closed,Open
484,16.13438504997827,88.00784152626004,Closed,Open
485,16.16772055627988,89.29154778336516,Closed,Open
486,16.201056062581486,87.34659936673515,Closed,Open
487,16.234391568883094,89.27615788789589,Closed,Open
488,16.267727075184702,88.18728900839884,Closed,Open
489,16.30106258148631,84.19852361053184,Closed,Open
490,16.334398087787918,80.41848367637913,Closed,Closed
491,16.367733594089525,75.64015426326458,Closed,Closed
492,16.401069100391133,75.08121213016707,Closed,Closed
493,16.43440460669274,78.21431382424461,Closed,Closed
494,16.46774011299435,85.58506076296797,Closed,Open
495,16.501075619295957,88.870886972833,Closed,Open
496,16.534411125597565,94.73533279187716,Closed,Open
497,16.567746631899173,99.54003556467524,Closed,Open
498,16.60108213820078,99.75530847189717,Closed,Open
499,16.63441764450239,100.9933180210606,Closed,Open
500,16.667753150803996,98.52470458228947,Closed,Open
501,16.701088657105604,96.18442780138209,Closed,Open
502,16.734424163407212,96.4939519101214,Closed,Open
503,16.767759669708823,94.74479183974525,Closed,Open
504,16.80109517601043,94.4708374455347,Closed,Open
505,16.83443068231204,93.9952652384532,Closed,Open
506,16.867766188613647,90.49670733597532,Closed,Open
507,16.901101694915255,88.93469577283783,Closed,Open
508,16.934437201216863,90.05073195778331,Closed,Open
509,16.96777270751847,87.99169214446061,Closed,Open
510,17.00110821382008,86.117279571665,Closed,Open
511,17.034443720121686,86.22840849530328,Closed,Open
512,17.067779226423294,84.46793553679743,Closed,Open
513,17.101114732724902,82.96424388434534,Closed,Open
514,17.13445023902651,83.54127682087402,Closed,Open
515,17.167785745328118,74.90134582822685,Closed,Closed
516,17.201121251629726,83.17548718047473,Closed,Open
517,17.234456757931333,83.20656841582692,Closed,Open
518,17.26779226423294,88.67614300603938,Closed,Open
519,17.30112777053455,94.31613688695516,Closed,Open
520,17.334463276836157,99.25785772647248,Closed,Open
521,17.367798783137765,97.16997394419516,Closed,Open
522,17.401134289439373,100.10261671523564,Closed,Open
523,17.43446979574098,99.70355924522204,Closed,Open
524,17.46780530204259,99.32206402955322,Closed,Open
525,17.501140808344196,98.85800145126744,Closed,Open
526,17.534476314645804,96.64437949298448,Closed,Open
527,17.567811820947412,97.83679986634826,Closed,Open
528,17.60114732724902,95.73618377109852,Closed,Open
529,17.634482833550628,93.26474136094645,Closed,Open
530,17.667818339852236,92.32083962267244,Closed,Open
531,17.701153846153847,88.07306664016008,Closed,Open
532,17.734489352455455,85.39305537391388,Closed,Open
533,17.767824858757063,84.23332788799384,Closed,Open
534,17.80116036505867,84.0339238370646,Closed,Open
535,17.83449587136028,80.87533549937811,Closed,Open
536,17.867831377661886,83.07469627454981,Closed,Open
537,17.901166883963494,79.32471467504945,Closed,Closed
538,17.934502390265102,78.4196867660752,Closed,Closed
539,17.96783789656671,79.05352732145911,Closed,Closed
540,18.001173402868318,77.2460631126591,Closed,Closed
541,18.03450890916993,79.95942556252783,Closed,Closed
542,18.067844415471537,89.31873219688453,Closed,Open
543,18.10117992177314,97.56876273040017,Closed,Open
544,18.13451542807475,102.0355531094874,Closed,Open
545,18.167850934376357,100.1456274597904,Closed,Open
546,18.201186440677965,102.43125993402212,Closed,Open
547,18.234521946979573,100.55878755916672,Closed,Open
548,18.26785745328118,97.38499955060568,Closed,Open
549,18.30119295958279,97.8444250150639,Closed,Open
550,18.334528465884397,97.04722137732576,Closed,Open
551,18.367863972186004,95.82098504349436,Closed,Open
