frame,timestamp,anchor_to_nose,lips_label,teeth_label
63,2.100136897001304,120.40956239383456,Closed,Closed
64,2.133472403302912,124.41130904041194,Closed,Closed
65,2.1668079096045196,121.94490908204992,Closed,Closed
66,2.2001434159061275,128.94541850768076,Closed,Open
67,2.233478922207736,119.00112673304491,Closed,Closed
68,2.2668144285093437,121.90283402326486,Closed,Closed
69,2.3001499348109515,122.74755008754909,Closed,Closed
70,2.33348544111256,135.6831318240625,Closed,Open
71,2.3668209474141677,121.55743961351226,Closed,Closed
72,2.4001564537157756,119.99009557594744,Closed,Closed
73,2.433491960017383,108.84047960203044,Closed,Closed
74,2.4668274663189917,109.76597074773782,Closed,Closed
75,2.5001629726205996,107.0003444459065,Closed,Closed
76,2.5334984789222075,112.85294997674605,Closed,Closed
77,2.566833985223816,110.54099082602336,Closed,Closed
78,2.6001694915254236,121.71609510139793,Closed,Closed
79,2.6335049978270315,121.73486034617603,Closed,Closed
80,2.66684050412864,106.74580404335283,Closed,Closed
81,2.7001760104302477,112.8341739099289,Closed,Closed
82,2.7335115167318556,120.3769534753958,Closed,Closed
83,2.7668470230334634,120.21650554853336,Closed,Closed
84,2.8001825293350717,116.27500323423116,Closed,Closed
85,2.8335180356366796,117.6823682745416,Closed,Closed
86,2.8668535419382875,120.63975919039136,Closed,Closed
87,2.900189048239896,117.21316875693904,Closed,Closed
88,2.9335245545415036,113.58398647404528,Closed,Closed
89,2.9668600608431115,131.41911915848095,Closed,Open
90,3.0001955671447194,120.50643162015729,Closed,Closed
91,3.0335310734463277,119.3627623108702,Closed,Closed
92,3.0668665797479355,131.20258709330065,Closed,Open
93,3.1002020860495434,132.64089036781652,Closed,Open
94,3.1335375923511517,133.64865189822845,Closed,Open
95,3.1668730986527596,124.47043875568738,Closed,Closed
96,3.200208604954367,127.32017142225122,Closed,Closed
97,3.2335441112559757,126.27855493407792,Closed,Closed
98,3.2668796175575836,126.57525984636872,Closed,Closed
99,3.3002151238591915,106.65972754549782,Closed,Closed
100,3.3335506301607993,116.06765731122644,Closed,Closed
101,3.3668861364624076,125.7778587994737,Closed,Closed
102,3.4002216427640155,114.71643934503396,Closed,Closed
103,3.4335571490656234,108.53136325564007,Closed,Closed
104,3.4668926553672317,117.9346483059389,Closed,Closed
105,3.5002281616688395,115.3212137562373,Closed,Closed
106,3.5335636679704474,122.15218328589998,Closed,Closed
107,3.5668991742720553,125.09407780601524,Closed,Closed
108,3.6002346805736636,131.01501071922735,Closed,Open
109,3.633570186875271,134.35570155013954,Closed,Open
110,3.6669056931768793,131.9474861657851,Closed,Open
111,3.700241199478488,133.1638368095468,Closed,Open
112,3.733576705780095,115.02856091300212,Closed,Closed
113,3.7669122120817033,110.31960412249848,Closed,Closed
114,3.800247718383312,111.66451338385755,Closed,Closed
115,3.833583224684919,111.60930013778416,Closed,Closed
116,3.8669187309865274,112.57808864689892,Closed,Closed
117,3.9002542372881353,108.16000832573314,Closed,Closed
118,3.933589743589744,110.12811813689564,Closed,Closed
119,3.966925249891351,110.04861951129084,Closed,Closed
120,4.00026075619296,110.908283943107,Closed,Closed
121,4.033596262494568,111.0595257572871,Closed,Closed
122,4.0669317687961755,110.71631121784355,Closed,Closed
123,4.100267275097783,122.97514481605774,Closed,Closed
124,4.133602781399391,120.02480191591546,Closed,Closed
125,4.166938287700999,119.57005261347336,Closed,Closed
126,4.200273794002608,125.94051613460576,Closed,Closed
127,4.233609300304216,133.75662394810223,Closed,Open
128,4.2669448066058235,133.89423599902307,Closed,Open
129,4.300280312907431,136.38720022873235,Closed,Open
130,4.333615819209039,136.58449512862177,Closed,Open
131,4.366951325510647,135.04986994443598,Closed,Open
132,4.400286831812255,134.69911570243318,Closed,Open
133,4.433622338113864,124.39879527826622,Closed,Closed
134,4.466957844415472,128.1607766926695,Closed,Open
135,4.5002933507170795,127.8410737845294,Closed,Closed
136,4.533628857018687,126.8750349442479,Closed,Closed
137,4.566964363320295,126.96563947664576,Closed,Closed
138,4.600299869621903,125.12177048544166,Closed,Closed
139,4.633635375923511,110.91627752632432,Closed,Closed
140,4.66697088222512,118.91987900043895,Closed,Closed
141,4.700306388526728,121.590219951894,Closed,Closed
142,4.733641894828335,120.35424648910366,Closed,Closed
143,4.766977401129943,120.93251523413404,Closed,Closed
144,4.800312907431551,118.7247043081994,Closed,Closed
145,4.833648413733159,118.87513768696743,Closed,Closed
146,4.866983920034767,123.75733674321388,Closed,Closed
147,4.900319426336376,124.66411627391376,Closed,Closed
148,4.9336549326379835,131.8161348322176,Closed,Open
149,4.966990438939591,130.69810775047603,Closed,Open
150,5.000325945241199,125.11728121147308,Closed,Closed
151,5.033661451542807,116.70364036637218,Closed,Closed
152,5.066996957844415,128.23578972482122,Closed,Open
153,5.100332464146024,108.2461807791398,Closed,Closed
154,5.133667970447632,124.06573922665731,Closed,Closed
155,5.167003476749239,120.33884644556142,Closed,Closed
156,5.200338983050847,109.10699659299873,Closed,Closed
157,5.233674489352455,117.59320580807578,Closed,Closed
158,5.267009995654063,110.75578686793008,Closed,Closed
159,5.300345501955671,112.36685816929712,Closed,Closed
160,5.33368100825728,108.45124549592948,Closed,Closed
161,5.3670165145588875,116.39858305164444,Closed,Closed
162,5.400352020860495,112.22069334895336,Closed,Closed
163,5.433687527162103,111.63800324578202,Closed,Closed
164,5.467023033463711,112.0336482065916,Closed,Closed
165,5.500358539765319,130.52446247917962,Closed,Open
166,5.533694046066927,136.28308775933615,Closed,Open
167,5.567029552368536,130.75233867080806,Closed,Open
168,5.6003650586701434,130.7261487938678,Closed,Open
169,5.633700564971751,122.90782494283008,Closed,Closed
170,5.667036071273359,131.16078899166786,Closed,Open
171,5.700371577574967,125.340633494868,Closed,Closed
172,5.733707083876575,115.29336532991816,Closed,Closed
173,5.767042590178183,113.1875836543793,Closed,Closed
174,5.8003780964797915,112.53551281389862,Closed,Closed
175,5.833713602781399,122.66176718175257,Closed,Closed
176,5.867049109083007,122.59888390178978,Closed,Closed
177,5.900384615384615,119.84829799638244,Closed,Closed
178,5.933720121686223,112.42762987051758,Closed,Closed
179,5.967055627987831,119.85144600765642,Closed,Closed
180,6.000391134289439,134.00599017583596,Closed,Open
181,6.0337266405910475,119.48044425858276,Closed,Closed
182,6.067062146892655,119.689145581741,Closed,Closed
183,6.100397653194263,130.53527355668518,Closed,Open
184,6.133733159495871,118.9761453668958,Closed,Closed
185,6.167068665797479,132.1213820156841,Closed,Open
186,6.200404172099087,114.1923391821585,Closed,Closed
187,6.2337396784006955,127.52985481636736,Closed,Closed
188,6.267075184702303,113.03135180429535,Closed,Closed
189,6.300410691003911,111.72229484506911,Closed,Closed
190,6.333746197305519,113.95355702270734,Closed,Closed
191,6.367081703607127,100.26447797712936,Closed,Closed
192,6.400417209908735,122.93020358801644,Closed,Closed
193,6.433752716210343,125.2483758272943,Closed,Closed
194,6.4670882225119515,124.46948521704796,Closed,Closed
195,6.500423728813559,121.44710066789996,Closed,Closed
196,6.533759235115167,121.57748847590744,Closed,Closed
197,6.567094741416775,118.78203717622328,Closed,Closed
198,6.600430247718383,117.12990003136734,Closed,Closed
199,6.633765754019991,114.27234637259636,Closed,Closed
200,6.667101260321599,117.358242760772,Closed,Closed
201,6.700436766623207,125.4000234056556,Closed,Closed
202,6.733772272924815,124.65842175607123,Closed,Closed
203,6.767107779226423,137.4016329788614,Closed,Open
204,6.800443285528031,132.63473822740923,Closed,Open
205,6.833778791829639,118.98221248883264,Closed,Closed
206,6.867114298131247,120.3062864148336,Closed,Closed
207,6.900449804432855,118.32720772153256,Closed,Closed
208,6.933785310734463,106.52810047457844,Closed,Closed
209,6.967120817036071,125.60990709533422,Closed,Closed
210,7.000456323337679,115.1750651216907,Closed,Closed
211,7.033791829639287,124.7202137836615,Closed,Closed
212,7.067127335940895,124.45832492355092,Closed,Closed
213,7.100462842242503,123.42417646050048,Closed,Closed
214,7.1337983485441105,110.4071138064979,Closed,Closed
215,7.167133854845719,109.0262142349126,Closed,Closed
216,7.200469361147327,118.96139653248426,Closed,Closed
217,7.233804867448935,121.13581388154348,Closed,Closed
218,7.267140373750543,110.41942182792197,Closed,Closed
219,7.300475880052151,134.26115219982307,Closed,Open
220,7.333811386353759,126.91256983685436,Closed,Closed
221,7.367146892655367,140.44928540997495,Closed,Open
222,7.400482398956975,119.39568605577196,Closed,Closed
223,7.433817905258583,134.47530431339558,Closed,Open
224,7.467153411560191,137.08730469658883,Closed,Open
225,7.500488917861799,124.64680178841526,Closed,Closed
226,7.533824424163407,132.6819983813498,Closed,Open
227,7.567159930465015,135.18378533842656,Closed,Open
228,7.600495436766623,130.3475543029618,Closed,Open
229,7.633830943068231,119.57978570203278,Closed,Closed
230,7.667166449369839,118.58385625401544,Closed,Closed
231,7.700501955671447,122.06966171924108,Closed,Closed
232,7.733837461973055,126.77417544614076,Closed,Closed
233,7.767172968274663,123.25861294452535,Closed,Closed
234,7.8005084745762705,126.08846226366845,Closed,Closed
235,7.833843980877879,122.68121443400298,Closed,Closed
236,7.867179487179487,123.5673276838643,Closed,Closed
237,7.900514993481095,120.5158108264486,Closed,Closed
238,7.933850499782703,118.99919138563068,Closed,Closed
239,7.967186006084311,118.71705123657762,Closed,Closed
240,8.00052151238592,123.57438440170743,Closed,Closed
241,8.033857018687527,135.33827652114786,Closed,Open
242,8.067192524989135,128.7819571355,Closed,Open
243,8.100528031290743,123.43248306579537,Closed,Closed
244,8.133863537592351,132.84940171254544,Closed,Open
245,8.167199043893959,134.8533698147394,Closed,Open
246,8.200534550195567,122.00355740080605,Closed,Closed
247,8.233870056497175,128.0250697461331,Closed,Open
248,8.267205562798782,114.5784196738182,Closed,Closed
249,8.30054106910039,127.0454296495684,Closed,Closed
250,8.333876575401998,114.33836739291712,Closed,Closed
251,8.367212081703606,129.0506014932837,Closed,Open
252,8.400547588005216,125.26587682029805,Closed,Closed
253,8.433883094306823,128.07021826189802,Closed,Open
254,8.467218600608431,128.00473913694475,Closed,Open
255,8.50055410691004,130.42725578240314,Closed,Open
256,8.533889613211647,129.8043505601256,Closed,Open
257,8.567225119513255,120.87656162726608,Closed,Closed
258,8.600560625814863,123.74688933327587,Closed,Closed
259,8.63389613211647,124.63483779522916,Closed,Closed
260,8.667231638418079,128.7352154246774,Closed,Open
261,8.700567144719686,131.3772154057092,Closed,Open
262,8.733902651021294,136.66260806859987,Closed,Open
263,8.767238157322902,128.7827745868192,Closed,Open
264,8.80057366362451,135.26332521582222,Closed,Open
265,8.833909169926118,139.258644968255,Closed,Open
266,8.867244676227727,134.51750708565075,Closed,Open
267,8.900580182529335,132.85434855869795,Closed,Open
268,8.933915688830943,136.8669988724683,Closed,Open
269,8.967251195132551,135.01078276268794,Closed,Open
270,9.000586701434159,129.79436984336854,Closed,Open
271,9.033922207735769,125.97740394808136,Closed,Closed
272,9.067257714037376,125.70322337751298,Closed,Closed
273,9.100593220338984,128.45549135109923,Closed,Open
274,9.13392872664059,124.50210080324896,Closed,Closed
275,9.167264232942198,123.40919992735198,Closed,Closed
276,9.200599739243806,123.49511144883591,Closed,Closed
277,9.233935245545414,127.05148334440094,Closed,Closed
278,9.267270751847022,124.80744057177802,Closed,Closed
279,9.300606258148632,122.60200273405933,Closed,Closed
280,9.33394176445024,120.1447975361395,Closed,Closed
281,9.367277270751847,124.89560105752344,Closed,Closed
282,9.400612777053457,125.3445949817798,Closed,Closed
283,9.433948283355065,134.2997580030788,Closed,Open
284,9.46728378965667,131.1274993523489,Closed,Open
285,9.50061929595828,133.73935777564282,Closed,Open
286,9.533954802259888,132.9462405040734,Closed,Open
287,9.567290308561494,135.23392705838924,Closed,Open
288,9.600625814863102,134.06808617016776,Closed,Open
289,9.63396132116471,133.7586529996896,Closed,Open
290,9.667296827466318,130.41281501208042,Closed,Open
291,9.700632333767926,129.84826362574452,Closed,Open
292,9.733967840069534,130.6854150509566,Closed,Open
293,9.767303346371143,128.65040052096958,Closed,Open
294,9.800638852672751,131.65709121488788,Closed,Open
295,9.83397435897436,128.32702234660238,Closed,Open
296,9.867309865275969,129.2014015774957,Closed,Open
297,9.900645371577577,130.02609850119447,Closed,Open
298,9.933980877879184,128.33014929626066,Closed,Open
299,9.96731638418079,128.5933881147192,Closed,Open
300,10.000651890482398,126.70832032063169,Closed,Closed
301,10.033987396784006,131.7066736943628,Closed,Open
302,10.067322903085614,126.48275605729692,Closed,Closed
303,10.100658409387222,130.1495081500635,Closed,Open
304,10.13399391568883,134.8990661679567,Closed,Open
305,10.167329421990438,138.95376428235238,Closed,Open
306,10.200664928292047,135.55671477612884,Closed,Open
307,10.234000434593655,137.74391419207012,Closed,Open
308,10.267335940895263,136.67960922510804,Closed,Open
309,10.300671447196873,136.9144406566368,Closed,Open
310,10.33400695349848,134.1557924992576,Closed,Open
311,10.367342459800089,135.99407406880022,Closed,Open
312,10.400677966101696,131.99211905379082,Closed,Open
313,10.434013472403302,130.20341055186512,Closed,Open
314,10.46734897870491,128.24196593781812,Closed,Open
315,10.500684485006518,127.72405655078788,Closed,Closed
316,10.534019991308126,127.57533911266177,Closed,Closed
317,10.567355497609734,127.48541489395568,Closed,Closed
318,10.600691003911342,127.95550559063672,Closed,Closed
319,10.63402651021295,127.6000845396243,Closed,Closed
320,10.66736201651456,126.51586503901636,Closed,Closed
321,10.700697522816167,124.36124840923624,Closed,Closed
322,10.734033029117777,124.62176499068492,Closed,Closed
323,10.767368535419385,117.76720037379722,Closed,Closed
324,10.80070404172099,123.54250008016233,Closed,Closed
325,10.8340395480226,133.2765111477858,Closed,Open
326,10.867375054324206,133.32561725017047,Closed,Open
327,10.900710560625814,137.90775206953688,Closed,Open
328,10.934046066927422,135.74586781487986,Closed,Open
329,10.96738157322903,135.22934089774657,Closed,Open
330,11.000717079530638,129.924802795354,Closed,Open
331,11.034052585832246,127.4433740997193,Closed,Closed
332,11.067388092133854,132.8351016550463,Closed,Open
333,11.100723598435462,133.47664451467614,Closed,Open
334,11.134059104737071,129.00910463310404,Closed,Open
335,11.16739461103868,130.76463092486114,Closed,Open
336,11.200730117340289,129.47208094219133,Closed,Open
337,11.234065623641897,127.27984348052226,Closed,Closed
338,11.267401129943504,130.30791886283413,Closed,Open
339,11.30073663624511,124.5093627978754,Closed,Closed
340,11.334072142546718,125.6813187484528,Closed,Closed
341,11.367407648848326,126.2484868293902,Closed,Closed
342,11.400743155149934,124.8636073257672,Closed,Closed
343,11.434078661451542,120.6664360304878,Closed,Closed
344,11.46741416775315,115.73151476619272,Closed,Closed
345,11.500749674054758,123.21555760806103,Closed,Closed
346,11.534085180356366,128.92058938886436,Closed,Open
347,11.567420686657975,138.76595168726868,Closed,Open
348,11.600756192959585,137.26275441835685,Closed,Open
349,11.634091699261193,137.9430549898867,Closed,Open
350,11.6674272055628,133.78251190990562,Closed,Open
351,11.700762711864408,134.5765391870392,Closed,Open
352,11.734098218166016,135.15492524362227,Closed,Open
353,11.767433724467622,136.2817688483894,Closed,Open
354,11.80076923076923,133.53843624661772,Closed,Open
355,11.834104737070838,131.0540422006645,Closed,Open
356,11.867440243372446,121.0932018901961,Closed,Closed
357,11.900775749674054,111.2427917536262,Closed,Closed
358,11.934111255975662,111.83527068261024,Closed,Closed
359,11.96744676227727,118.08772213105236,Closed,Closed
360,12.000782268578876,121.19786072266405,Closed,Closed
361,12.034117774880489,121.51377888345618,Closed,Closed
362,12.067453281182097,120.33754821649532,Closed,Closed
363,12.100788787483705,133.91849483541563,Closed,Open
364,12.13412429378531,135.22530069922897,Closed,Open
365,12.16745980008692,135.44897521717797,Closed,Open
366,12.200795306388526,134.2123843782387,Closed,Open
367,12.234130812690134,121.54129530091332,Closed,Closed
368,12.267466318991742,130.0930563290023,Closed,Open
369,12.30080182529335,125.98089867822571,Closed,Closed
370,12.334137331594958,131.96519858372363,Closed,Open
371,12.367472837896566,134.46115774149848,Closed,Open
372,12.400808344198174,134.05184685214329,Closed,Open
373,12.43414385049978,134.51846934011817,Closed,Open
374,12.467479356801393,131.61960404499172,Closed,Open
375,12.500814863103,130.96692118773012,Closed,Open
376,12.534150369404609,126.01089005524074,Closed,Closed
377,12.567485875706216,130.31598866905748,Closed,Open
378,12.600821382007824,128.53141208706427,Closed,Open
379,12.63415688830943,132.24465121677736,Closed,Open
380,12.667492394611038,131.4908855772905,Closed,Open
381,12.700827900912646,131.09330872317796,Closed,Open
382,12.734163407214254,128.2050739304329,Closed,Open
383,12.767498913515862,129.28368499620808,Closed,Open
384,12.80083441981747,127.22205466709109,Closed,Closed
385,12.834169926119078,131.35699881285217,Closed,Open
386,12.867505432420684,131.0932920940894,Closed,Open
387,12.900840938722292,135.71673616028897,Closed,Open
388,12.934176445023905,136.96498026092445,Closed,Open
389,12.96751195132551,143.99212724344463,Closed,Open
390,13.00084745762712,140.50925238061944,Closed,Open
391,13.034182963928728,139.98010282132148,Closed,Open
392,13.067518470230334,136.19661842025843,Closed,Open
393,13.100853976531942,135.90736381997482,Closed,Open
394,13.13418948283355,135.40721224747054,Closed,Open
395,13.167524989135158,133.83837597589,Closed,Open
396,13.200860495436766,133.2084460480992,Closed,Open
397,13.234196001738374,127.64283470303972,Closed,Closed
398,13.267531508039982,129.4015995775842,Closed,Open
399,13.30086701434159,127.24564816636396,Closed,Closed
400,13.334202520643196,127.30743686064932,Closed,Closed
401,13.367538026944809,126.82896334867706,Closed,Closed
402,13.400873533246417,126.50437760499264,Closed,Closed
403,13.434209039548024,125.00576413133912,Closed,Closed
404,13.46754454584963,124.106623425345,Closed,Closed
405,13.500880052151238,120.61217469614068,Closed,Closed
406,13.534215558452846,118.38486531648503,Closed,Closed
407,13.567551064754454,121.21422662096457,Closed,Closed
408,13.600886571056062,120.8252603318456,Closed,Closed
409,13.63422207735767,133.29963173933763,Closed,Open
410,13.667557583659278,133.17453293989365,Closed,Open
411,13.700893089960886,144.23383107567258,Closed,Open
412,13.734228596262492,148.5417694286481,Open,Open
413,13.7675641025641,144.2647182085559,Closed,Open
414,13.80089960886571,135.4806416207844,Closed,Open
415,13.83423511516732,136.71422241112123,Closed,Open
416,13.867570621468928,135.86050543999153,Closed,Open
417,13.900906127770536,134.02838272956728,Closed,Open
418,13.934241634072142,133.70818661180002,Closed,Open
419,13.96757714037375,132.45493261449053,Closed,Open
420,14.000912646675358,135.85487180996526,Closed,Open
421,14.034248152976966,133.72089304545645,Closed,Open
422,14.067583659278574,135.54605916586553,Closed,Open
423,14.100919165580182,131.77844640527098,Closed,Open
424,14.13425467188179,128.3492408847725,Closed,Open
425,14.167590178183396,131.02919086053765,Closed,Open
426,14.200925684485004,131.00394938145172,Closed,Open
427,14.234261190786611,129.06702332547414,Closed,Open
428,14.26759669708822,128.81307838526098,Closed,Open
429,14.30093220338983,128.7912882460823,Closed,Open
430,14.33426770969144,124.85817535747968,Closed,Closed
431,14.367603215993046,122.08408734133675,Closed,Closed
432,14.400938722294654,125.62129341277338,Closed,Closed
433,14.434274228596262,124.22674514522888,Closed,Closed
434,14.46760973489787,129.79121081091563,Closed,Open
435,14.500945241199478,131.91756335452033,Closed,Open
436,14.534280747501086,134.63573977497174,Closed,Open
437,14.567616253802694,137.59987369416808,Closed,Open
438,14.600951760104302,132.49877605552427,Closed,Open
439,14.63428726640591,140.27879154970373,Closed,Open
440,14.667622772707515,131.78866316250492,Closed,Open
441,14.700958279009123,136.564830754958,Closed,Open
442,14.734293785310737,131.3399656448326,Closed,Open
443,14.767629291612344,130.08840142452416,Closed,Open
444,14.80096479791395,130.5537576781559,Closed,Open
445,14.834300304215558,132.19748477585574,Closed,Open
446,14.867635810517166,130.46596865405797,Closed,Open
447,14.900971316818774,130.34093332256708,Closed,Open
448,14.934306823120382,131.4836173457222,Closed,Open
449,14.96764232942199,132.58903802803218,Closed,Open
450,15.000977835723598,129.07399320833795,Closed,Open
451,15.034313342025206,130.8657052640196,Closed,Open
452,15.067648848326812,133.35570718487014,Closed,Open
453,15.10098435462842,133.42930863168536,Closed,Open
454,15.13431986093003,126.42657570053996,Closed,Closed
455,15.167655367231635,127.00888236810226,Closed,Closed
456,15.200990873533248,124.85561914771526,Closed,Closed
457,15.234326379834854,125.92157394903946,Closed,Closed
458,15.267661886136462,125.55031263463482,Closed,Closed
459,15.30099739243807,120.74916987006742,Closed,Closed
460,15.334332898739678,116.38458661841436,Closed,Closed
461,15.367668405041286,113.04759435291584,Closed,Closed
462,15.401003911342894,118.10475956292584,Closed,Closed
463,15.434339417644502,118.27797297463124,Closed,Closed
464,15.46767492394611,123.59768717721272,Closed,Closed
465,15.501010430247716,124.94905011488446,Closed,Closed
466,15.534345936549323,121.79541698383704,Closed,Closed
467,15.567681442850931,117.60050801301053,Closed,Closed
468,15.60101694915254,143.67129073724635,Closed,Open
469,15.63435245545415,135.7026388353126,Closed,Open
470,15.66768796175576,138.66158289896993,Closed,Open
471,15.701023468057366,133.14651261953614,Closed,Open
472,15.734358974358974,133.2113520371569,Closed,Open
473,15.767694480660582,134.08670471758455,Closed,Open
474,15.80102998696219,134.41726820871355,Closed,Open
475,15.834365493263798,134.1416570320121,Closed,Open
476,15.867700999565406,130.94356730714006,Closed,Open
477,15.901036505867014,128.45329914269547,Closed,Open
478,15.93437201216862,125.88053821099396,Closed,Closed
479,15.96770751847023,124.80808397510512,Closed,Closed
480,16.00104302477184,125.32338559080829,Closed,Closed
481,16.034378531073447,121.7406650383068,Closed,Closed
482,16.067714037375055,119.80868535488082,Closed,Closed
483,16.101049543676663,115.96853097062822,Closed,Closed
484,16.13438504997827,118.33283848520392,Closed,Closed
485,16.16772055627988,121.98484014272496,Closed,Closed
486,16.201056062581486,122.55106804189816,Closed,Closed
487,16.234391568883094,131.2049660364837,Closed,Open
488,16.267727075184702,134.2571951596937,Closed,Open
489,16.30106258148631,139.30271240755175,Closed,Open
490,16.334398087787918,137.15393597337385,Closed,Open
491,16.367733594089525,134.77265358062732,Closed,Open
492,16.401069100391133,132.01631230875046,Closed,Open
493,16.43440460669274,131.36106532212744,Closed,Open
494,16.46774011299435,135.2870024491959,Closed,Open
495,16.501075619295957,135.3049848373721,Closed,Open
496,16.534411125597565,138.330737712401,Closed,Open
497,16.567746631899173,137.3752480675333,Closed,Open
498,16.60108213820078,136.32875227582014,Closed,Open
499,16.63441764450239,134.85781079911897,Closed,Open
500,16.667753150803996,131.58097706677037,Closed,Open
501,16.701088657105604,128.45329914269547,Closed,Open
502,16.734424163407212,131.6328930373731,Closed,Open
503,16.767759669708823,127.61473562528852,Closed,Closed
504,16.80109517601043,127.62167828868247,Closed,Closed
505,16.83443068231204,126.72379061050826,Closed,Closed
506,16.867766188613647,123.81757035225692,Closed,Closed
507,16.901101694915255,126.4272238129933,Closed,Closed
508,16.934437201216863,127.46359809899272,Closed,Closed
509,16.96777270751847,127.16937219224418,Closed,Closed
510,17.00110821382008,128.3069229529728,Closed,Open
511,17.034443720121686,131.00669382663023,Closed,Open
512,17.067779226423294,137.46273818905735,Closed,Open
513,17.101114732724902,135.5003437841463,Closed,Open
514,17.13445023902651,137.15987981849702,Closed,Open
515,17.167785745328118,131.7510002393861,Closed,Open
516,17.201121251629726,132.85296899791987,Closed,Open
517,17.234456757931333,133.9400554647373,Closed,Open
518,17.26779226423294,135.18977080376573,Closed,Open
519,17.30112777053455,136.7204808565412,Closed,Open
520,17.334463276836157,136.10092626178985,Closed,Open
521,17.367798783137765,133.65433490190344,Closed,Open
522,17.401134289439373,134.23825790259258,Closed,Open
523,17.43446979574098,134.3346796000402,Closed,Open
524,17.46780530204259,131.52398625193797,Closed,Open
525,17.501140808344196,133.24470774448403,Closed,Open
526,17.534476314645804,131.08524655751404,Closed,Open
527,17.567811820947412,133.42293136984736,Closed,Open
528,17.60114732724902,130.19805157103144,Closed,Open
529,17.634482833550628,124.58619255835713,Closed,Closed
530,17.667818339852236,123.49294938004816,Closed,Closed
531,17.701153846153847,124.89873169079132,Closed,Closed
532,17.734489352455455,121.90346561605134,Closed,Closed
533,17.767824858757063,127.60277510113484,Closed,Closed
534,17.80116036505867,129.6624744965268,Closed,Open
535,17.83449587136028,130.96363492239894,Closed,Open
536,17.867831377661886,135.83319716192668,Closed,Open
537,17.901166883963494,135.82739449629022,Closed,Open
538,17.934502390265102,135.0461943480593,Closed,Open
539,17.96783789656671,137.24463999364716,Closed,Open
540,18.001173402868318,136.64907300553494,Closed,Open
541,18.03450890916993,132.91443786274405,Closed,Open
542,18.067844415471537,132.9153885360306,Closed,Open
