frame,timestamp,anchor_to_bottom_lip_top,lips_label,teeth_label
60,2.00013037809648,57.897920764058625,Closed,Open
61,2.0334658843980877,55.59762194510536,Closed,Open
62,2.0668013906996956,57.15618487889495,Closed,Open
63,2.100136897001304,56.66746241179246,Closed,Open
64,2.133472403302912,59.44472756962712,Closed,Open
65,2.1668079096045196,57.94500957130967,Closed,Open
66,2.2001434159061275,52.41382743210894,Closed,Open
67,2.233478922207736,52.31468013430597,Closed,Open
68,2.2668144285093437,53.89129259869423,Closed,Open
69,2.3001499348109515,55.73875622855367,Closed,Open
70,2.33348544111256,54.50510150968569,Closed,Open
71,2.3668209474141677,52.331100560284,Closed,Open
72,2.4001564537157756,51.00981807108283,Closed,Closed
73,2.433491960017383,49.51723625709381,Closed,Closed
74,2.4668274663189917,72.6031637573369,Closed,Open
75,2.5001629726205996,51.022757453897455,Closed,Closed
76,2.5334984789222075,55.59964367564244,Closed,Open
77,2.566833985223816,51.58773423653473,Closed,Open
78,2.6001694915254236,62.02087313950564,Closed,Open
79,2.6335049978270315,55.99693393472344,Closed,Open
80,2.66684050412864,55.58609657109132,Closed,Open
81,2.7001760104302477,65.33472720313242,Closed,Open
82,2.7335115167318556,61.746060046151314,Closed,Open
83,2.7668470230334634,59.26829267484939,Closed,Open
84,2.8001825293350717,59.34548360661741,Closed,Open
85,2.8335180356366796,61.25026994353064,Closed,Open
86,2.8668535419382875,60.34091723557704,Closed,Open
87,2.900189048239896,56.12900196296688,Closed,Open
88,2.9335245545415036,56.207279583013126,Closed,Open
89,2.9668600608431115,52.55545112988243,Closed,Open
90,3.0001955671447194,50.58790571898173,Closed,Closed
91,3.0335310734463277,50.863764405269734,Closed,Closed
92,3.0668665797479355,48.03664999157251,Closed,Closed
93,3.1002020860495434,49.704868603359465,Closed,Closed
94,3.1335375923511517,51.76724951374176,Closed,Open
95,3.1668730986527596,54.28873278056989,Closed,Open
96,3.200208604954367,58.56545199934678,Closed,Open
97,3.2335441112559757,63.68918509742952,Closed,Open
98,3.2668796175575836,60.16864338393772,Closed,Open
99,3.3002151238591915,58.192819747076,Closed,Open
100,3.3335506301607993,58.66029286253277,Closed,Open
101,3.3668861364624076,60.63318186755755,Closed,Open
102,3.4002216427640155,61.21086955907263,Closed,Open
103,3.4335571490656234,57.0049014897137,Closed,Open
104,3.4668926553672317,55.567757630849115,Closed,Open
105,3.5002281616688395,55.54186246930492,Closed,Open
106,3.5335636679704474,56.94497437344499,Closed,Open
107,3.5668991742720553,52.22619216662315,Closed,Open
108,3.6002346805736636,53.14031735997639,Closed,Open
109,3.633570186875271,56.22934383105171,Closed,Open
110,3.6669056931768793,52.653364567398654,Closed,Open
111,3.700241199478488,57.443870222426,Closed,Open
112,3.733576705780095,55.85634621469955,Closed,Open
113,3.7669122120817033,58.15876237112008,Closed,Open
114,3.800247718383312,60.55305403858851,Closed,Open
115,3.833583224684919,63.672958521774504,Closed,Open
116,3.8669187309865274,60.23827384150137,Closed,Open
117,3.9002542372881353,60.5565566157177,Closed,Open
118,3.933589743589744,63.38570282636823,Closed,Open
119,3.966925249891351,61.05477097254057,Closed,Open
120,4.00026075619296,66.89037607710351,Closed,Open
121,4.033596262494568,58.094194089163906,Closed,Open
122,4.0669317687961755,56.53586102503246,Closed,Open
123,4.100267275097783,61.189896433509205,Closed,Open
124,4.133602781399391,58.77933286231632,Closed,Open
125,4.166938287700999,57.45906043549196,Closed,Open
126,4.200273794002608,54.33514010076044,Closed,Open
127,4.233609300304216,54.96284333628453,Closed,Open
128,4.2669448066058235,55.105386383667735,Closed,Open
129,4.300280312907431,50.42206544686248,Closed,Closed
130,4.333615819209039,53.955264598854185,Closed,Open
131,4.366951325510647,56.5952988140875,Closed,Open
132,4.400286831812255,62.734255586866,Closed,Open
133,4.433622338113864,63.98652498169338,Closed,Open
134,4.466957844415472,66.3558308545498,Closed,Open
135,4.5002933507170795,72.15634076752546,Closed,Open
136,4.533628857018687,70.50709505296162,Closed,Open
137,4.566964363320295,71.48700589982124,Closed,Open
138,4.600299869621903,69.33443232672366,Closed,Open
139,4.633635375923511,60.301320227981286,Closed,Open
140,4.66697088222512,68.70527518426631,Closed,Open
141,4.700306388526728,62.62886198617611,Closed,Open
142,4.733641894828335,60.879360111431225,Closed,Open
143,4.766977401129943,60.27648219273432,Closed,Open
144,4.800312907431551,58.43430433290882,Closed,Open
145,4.833648413733159,57.549374662580384,Closed,Open
146,4.866983920034767,58.86568055487916,Closed,Open
147,4.900319426336376,56.29750867395035,Closed,Open
148,4.9336549326379835,53.84252069893988,Closed,Open
149,4.966990438939591,54.71358863971014,Closed,Open
150,5.000325945241199,58.78726681287735,Closed,Open
151,5.033661451542807,61.20661728930949,Closed,Open
152,5.066996957844415,68.23048222521356,Closed,Open
153,5.100332464146024,64.11629006346593,Closed,Open
154,5.133667970447632,69.73353483334517,Closed,Open
155,5.167003476749239,66.46209944769902,Closed,Open
156,5.200338983050847,64.37715730735297,Closed,Open
157,5.233674489352455,62.97331427544773,Closed,Open
158,5.267009995654063,54.609945159466776,Closed,Open
159,5.300345501955671,60.0,Closed,Open
160,5.33368100825728,55.50531854708632,Closed,Open
161,5.3670165145588875,54.69240793674726,Closed,Open
162,5.400352020860495,55.02051839034827,Closed,Open
163,5.433687527162103,54.983734325305406,Closed,Open
164,5.467023033463711,53.661068515765464,Closed,Open
165,5.500358539765319,51.61418578992169,Closed,Open
166,5.533694046066927,52.31050248760287,Closed,Open
167,5.567029552368536,49.927877939124315,Closed,Closed
168,5.6003650586701434,52.652150006365474,Closed,Open
169,5.633700564971751,56.08967680442663,Closed,Open
170,5.667036071273359,62.904103923819434,Closed,Open
171,5.700371577574967,63.17371419637551,Closed,Open
172,5.733707083876575,62.393608223109254,Closed,Open
173,5.767042590178183,64.28070250532866,Closed,Open
174,5.8003780964797915,65.43772684055045,Closed,Open
175,5.833713602781399,62.70997282202261,Closed,Open
176,5.867049109083007,61.53407331831786,Closed,Open
177,5.900384615384615,59.10378379584392,Closed,Open
178,5.933720121686223,58.55988162247417,Closed,Open
179,5.967055627987831,61.750841701284784,Closed,Open
180,6.000391134289439,65.28403189950755,Closed,Open
181,6.0337266405910475,54.19357276029949,Closed,Open
182,6.067062146892655,55.985200225527066,Closed,Open
183,6.100397653194263,57.67376045701318,Closed,Open
184,6.133733159495871,59.98732135750018,Closed,Open
185,6.167068665797479,56.13199474923722,Closed,Open
186,6.200404172099087,53.16744416857541,Closed,Open
187,6.2337396784006955,60.109759058979435,Closed,Open
188,6.267075184702303,61.2062906395141,Closed,Open
189,6.300410691003911,62.49509756796392,Closed,Open
190,6.333746197305519,66.28437297730106,Closed,Open
191,6.367081703607127,63.046979734040455,Closed,Open
192,6.400417209908735,69.94550115074252,Closed,Open
193,6.433752716210343,68.49335574285075,Closed,Open
194,6.4670882225119515,65.42283744843087,Closed,Open
195,6.500423728813559,64.74477419390796,Closed,Open
196,6.533759235115167,62.11069252768005,Closed,Open
197,6.567094741416775,60.65250907288197,Closed,Open
198,6.600430247718383,56.39348920495567,Closed,Open
199,6.633765754019991,59.63437740308565,Closed,Open
200,6.667101260321599,57.05253741507083,Closed,Open
201,6.700436766623207,56.13406011768428,Closed,Open
202,6.733772272924815,55.063346671869354,Closed,Open
203,6.767107779226423,55.29650127928503,Closed,Open
204,6.800443285528031,52.991934434623474,Closed,Open
205,6.833778791829639,59.25150964410297,Closed,Open
206,6.867114298131247,62.233161047721026,Closed,Open
207,6.900449804432855,64.65760319849979,Closed,Open
208,6.933785310734463,64.28444100405304,Closed,Open
209,6.967120817036071,69.02188457179645,Closed,Open
210,7.000456323337679,66.1074090546258,Closed,Open
211,7.033791829639287,67.41220863113608,Closed,Open
212,7.067127335940895,62.860436027106715,Closed,Open
213,7.100462842242503,60.384904217394535,Closed,Open
214,7.1337983485441105,56.23451924468981,Closed,Open
215,7.167133854845719,54.02221125911042,Closed,Open
216,7.200469361147327,57.61557042488157,Closed,Open
217,7.233804867448935,56.29305233869911,Closed,Open
218,7.267140373750543,51.73100828980965,Closed,Open
219,7.300475880052151,52.29043492200526,Closed,Open
220,7.333811386353759,50.12283388459399,Closed,Closed
221,7.367146892655367,52.07258651339048,Closed,Open
222,7.400482398956975,51.06322529260444,Closed,Closed
223,7.433817905258583,52.53850322977197,Closed,Open
224,7.467153411560191,55.40711892105118,Closed,Open
225,7.500488917861799,60.04722404767588,Closed,Open
226,7.533824424163407,62.90074670163971,Closed,Open
227,7.567159930465015,70.16771579779356,Closed,Open
228,7.600495436766623,67.00347205478938,Closed,Open
229,7.633830943068231,69.38353314466542,Closed,Open
230,7.667166449369839,69.21894447213512,Closed,Open
231,7.700501955671447,65.23965475583685,Closed,Open
232,7.733837461973055,67.71852393547431,Closed,Open
233,7.767172968274663,64.73907901574808,Closed,Open
234,7.8005084745762705,64.3773803133976,Closed,Open
235,7.833843980877879,61.166883522748016,Closed,Open
236,7.867179487179487,60.640849416185674,Closed,Open
237,7.900514993481095,61.80589287593181,Closed,Open
238,7.933850499782703,60.90529254391454,Closed,Open
239,7.967186006084311,57.42521838994051,Closed,Open
240,8.00052151238592,57.63747672778463,Closed,Open
241,8.033857018687527,57.80014713849522,Closed,Open
242,8.067192524989135,60.29124619515294,Closed,Open
243,8.100528031290743,58.761446208794936,Closed,Open
244,8.133863537592351,59.32309051513633,Closed,Open
245,8.167199043893959,59.545345009657744,Closed,Open
246,8.200534550195567,61.1311470881183,Closed,Open
247,8.233870056497175,65.0036762718386,Closed,Open
248,8.267205562798782,67.02258318550798,Closed,Open
249,8.30054106910039,69.70636641257272,Closed,Open
250,8.333876575401998,68.40052039088215,Closed,Open
251,8.367212081703606,71.52465569884072,Closed,Open
252,8.400547588005216,70.99402363921466,Closed,Open
253,8.433883094306823,67.29218721379942,Closed,Open
254,8.467218600608431,64.82284186162899,Closed,Open
255,8.50055410691004,65.41771546926029,Closed,Open
256,8.533889613211647,65.27710805395665,Closed,Open
257,8.567225119513255,59.3655375367924,Closed,Open
258,8.600560625814863,61.573950858324096,Closed,Open
259,8.63389613211647,60.7359172215162,Closed,Open
260,8.667231638418079,60.05551275463989,Closed,Open
261,8.700567144719686,57.158056434283864,Closed,Open
262,8.733902651021294,53.32561832100121,Closed,Open
263,8.767238157322902,53.10869190032803,Closed,Open
264,8.80057366362451,53.45489959666707,Closed,Open
265,8.833909169926118,55.8710791088799,Closed,Open
266,8.867244676227727,57.69844330724778,Closed,Open
267,8.900580182529335,61.08791929854849,Closed,Open
268,8.933915688830943,67.80086207809182,Closed,Open
269,8.967251195132551,69.76285507024649,Closed,Open
270,9.000586701434159,69.2629233622622,Closed,Open
271,9.033922207735769,68.3980014009106,Closed,Open
272,9.067257714037376,65.36949098197063,Closed,Open
273,9.100593220338984,71.53131863297577,Closed,Open
274,9.13392872664059,67.78038309272158,Closed,Open
275,9.167264232942198,65.22585057709603,Closed,Open
276,9.200599739243806,59.5775528724004,Closed,Open
277,9.233935245545414,67.0913623723441,Closed,Open
278,9.267270751847022,66.72590678012396,Closed,Open
279,9.300606258148632,64.34102869689758,Closed,Open
280,9.33394176445024,63.798112624800325,Closed,Open
281,9.367277270751847,63.67999952099964,Closed,Open
282,9.400612777053457,61.745450325934144,Closed,Open
283,9.433948283355065,61.677475663341944,Closed,Open
284,9.46728378965667,58.059966164897816,Closed,Open
285,9.50061929595828,55.7471647423163,Closed,Open
286,9.533954802259888,57.82985436829388,Closed,Open
287,9.567290308561494,57.46040168495581,Closed,Open
288,9.600625814863102,60.60216262407474,Closed,Open
289,9.63396132116471,65.95796482980256,Closed,Open
290,9.667296827466318,67.95518707060631,Closed,Open
291,9.700632333767926,72.11793719982293,Closed,Open
292,9.733967840069534,73.22372761252063,Closed,Open
293,9.767303346371143,70.05705579545057,Closed,Open
294,9.800638852672751,69.81519810323691,Closed,Open
295,9.83397435897436,68.70882855168918,Closed,Open
296,9.867309865275969,65.6790196178184,Closed,Open
297,9.900645371577577,67.12052983338153,Closed,Open
298,9.933980877879184,66.9453764947526,Closed,Open
299,9.96731638418079,63.71455604773041,Closed,Open
300,10.000651890482398,63.19005306147821,Closed,Open
301,10.033987396784006,65.3609473923966,Closed,Open
302,10.067322903085614,63.12779671585712,Closed,Open
303,10.100658409387222,57.3289034011631,Closed,Open
304,10.13399391568883,56.52072269684993,Closed,Open
305,10.167329421990438,52.69512215107086,Closed,Open
306,10.200664928292047,51.89435686763412,Closed,Open
307,10.234000434593655,52.74733660120653,Closed,Open
308,10.267335940895263,56.93931644037051,Closed,Open
309,10.300671447196873,62.0399714198982,Closed,Open
310,10.33400695349848,65.4925884417975,Closed,Open
311,10.367342459800089,71.52421327747297,Closed,Open
312,10.400677966101696,71.39087296526012,Closed,Open
313,10.434013472403302,71.319206502675,Closed,Open
314,10.46734897870491,71.96851530065652,Closed,Open
315,10.500684485006518,71.25111723513834,Closed,Open
316,10.534019991308126,68.73978939423085,Closed,Open
317,10.567355497609734,67.68665077777604,Closed,Open
318,10.600691003911342,70.67110050643682,Closed,Open
319,10.63402651021295,67.23418786683177,Closed,Open
320,10.66736201651456,66.77688110793963,Closed,Open
321,10.700697522816167,67.20600783849063,Closed,Open
322,10.734033029117777,65.19574887531851,Closed,Open
323,10.767368535419385,61.252446300636024,Closed,Open
324,10.80070404172099,61.20514576131119,Closed,Open
325,10.8340395480226,64.79032373200077,Closed,Open
326,10.867375054324206,58.34226094278895,Closed,Open
327,10.900710560625814,61.71266860657849,Closed,Open
328,10.934046066927422,59.80345198064067,Closed,Open
329,10.96738157322903,56.24234552227863,Closed,Open
330,11.000717079530638,55.48706608127149,Closed,Open
331,11.034052585832246,63.05678581003796,Closed,Open
332,11.067388092133854,64.18192337192072,Closed,Open
333,11.100723598435462,68.41190118042041,Closed,Open
334,11.134059104737071,69.31629545865262,Closed,Open
335,11.16739461103868,71.54869193699929,Closed,Open
336,11.200730117340289,70.40674198389897,Closed,Open
337,11.234065623641897,68.88016066076737,Closed,Open
338,11.267401129943504,67.98742771332192,Closed,Open
339,11.30073663624511,64.42950747611374,Closed,Open
340,11.334072142546718,63.43622764147288,Closed,Open
341,11.367407648848326,63.24281716742652,Closed,Open
342,11.400743155149934,63.16741376248794,Closed,Open
343,11.434078661451542,58.378528311977405,Closed,Open
344,11.46741416775315,59.46296644710248,Closed,Open
345,11.500749674054758,61.18376041703381,Closed,Open
346,11.534085180356366,59.25150964410297,Closed,Open
347,11.567420686657975,56.54645380315152,Closed,Open
348,11.600756192959585,54.70129872465726,Closed,Open
349,11.634091699261193,52.21329601865182,Closed,Open
350,11.6674272055628,52.01694428629088,Closed,Open
351,11.700762711864408,58.86755637039649,Closed,Open
352,11.734098218166016,61.840874039577294,Closed,Open
353,11.767433724467622,67.25695835793903,Closed,Open
354,11.80076923076923,71.85380347266988,Closed,Open
355,11.834104737070838,72.62100421839224,Closed,Open
356,11.867440243372446,71.18735557893507,Closed,Open
357,11.900775749674054,64.10588359386085,Closed,Open
358,11.934111255975662,63.25386567126981,Closed,Open
359,11.96744676227727,65.9042599343874,Closed,Open
360,12.000782268578876,65.36775073544175,Closed,Open
361,12.034117774880489,62.70030417292075,Closed,Open
362,12.067453281182097,58.42475946390009,Closed,Open
363,12.100788787483705,61.87638358203624,Closed,Open
364,12.13412429378531,57.30193541993971,Closed,Open
365,12.16745980008692,59.77519890757058,Closed,Open
366,12.200795306388526,60.320775695027024,Closed,Open
367,12.234130812690134,61.13139167712059,Closed,Open
368,12.267466318991742,64.73052025382742,Closed,Open
369,12.30080182529335,56.43846251044884,Closed,Open
370,12.334137331594958,61.5800514897835,Closed,Open
371,12.367472837896566,66.52797445184723,Closed,Open
372,12.400808344198174,69.32509433266262,Closed,Open
373,12.43414385049978,70.065370719406,Closed,Open
374,12.467479356801393,71.79895194427029,Closed,Open
375,12.500814863103,71.20114957558854,Closed,Open
376,12.534150369404609,63.76071053208405,Closed,Open
377,12.567485875706216,66.79963569274803,Closed,Open
378,12.600821382007824,64.65634076752546,Closed,Open
379,12.63415688830943,68.06038744487722,Closed,Open
380,12.667492394611038,66.5029706917002,Closed,Open
381,12.700827900912646,66.88120361047622,Closed,Open
382,12.734163407214254,64.73470319785226,Closed,Open
383,12.767498913515862,62.431665600542814,Closed,Open
384,12.80083441981747,58.893738746562285,Closed,Open
385,12.834169926119078,56.87508568409319,Closed,Open
386,12.867505432420684,52.43846251044884,Closed,Open
387,12.900840938722292,50.620137327521704,Closed,Closed
388,12.934176445023905,46.97250965559846,Closed,Closed
389,12.96751195132551,49.64962686336267,Closed,Closed
390,13.00084745762712,45.68033770637942,Closed,Closed
391,13.034182963928728,54.61918529002167,Closed,Open
392,13.067518470230334,52.64084989486831,Closed,Open
393,13.100853976531942,59.28477356340016,Closed,Open
394,13.13418948283355,62.032665522478666,Closed,Open
395,13.167524989135158,66.72748481228399,Closed,Open
396,13.200860495436766,69.45883931389773,Closed,Open
397,13.234196001738374,67.60929414217483,Closed,Open
398,13.267531508039982,68.95988364411234,Closed,Open
399,13.30086701434159,69.93165739193893,Closed,Open
400,13.334202520643196,67.80363070277883,Closed,Open
401,13.367538026944809,65.28861318979762,Closed,Open
402,13.400873533246417,67.07841620118825,Closed,Open
403,13.434209039548024,66.53372160842511,Closed,Open
404,13.46754454584963,64.8624816351574,Closed,Open
405,13.500880052151238,63.67251958261687,Closed,Open
406,13.534215558452846,64.66063195059468,Closed,Open
407,13.567551064754454,63.44671386851148,Closed,Open
408,13.600886571056062,60.992625709706395,Closed,Open
409,13.63422207735767,58.90830251869277,Closed,Open
410,13.667557583659278,55.44198019858905,Closed,Open
411,13.700893089960886,56.80265997358694,Closed,Open
412,13.734228596262492,55.70918399252788,Closed,Open
413,13.7675641025641,56.573185321271886,Closed,Open
414,13.80089960886571,53.30540496676178,Closed,Open
415,13.83423511516732,54.33421601426196,Closed,Open
416,13.867570621468928,54.340662102991374,Closed,Open
417,13.900906127770536,57.73258456980096,Closed,Open
418,13.934241634072142,62.47691302527822,Closed,Open
419,13.96757714037375,64.1593303137772,Closed,Open
420,14.000912646675358,68.06723611184763,Closed,Open
421,14.034248152976966,68.03547102050337,Closed,Open
422,14.067583659278574,71.01145160751025,Closed,Open
423,14.100919165580182,70.10345987809428,Closed,Open
424,14.13425467188179,68.05373606998009,Closed,Open
425,14.167590178183396,70.48336070141724,Closed,Open
426,14.200925684485004,68.49035986698345,Closed,Open
427,14.234261190786611,66.39598472315006,Closed,Open
428,14.26759669708822,63.28685580597853,Closed,Open
429,14.30093220338983,63.25285656594451,Closed,Open
430,14.33426770969144,62.13564212655271,Closed,Open
431,14.367603215993046,58.25013014977958,Closed,Open
432,14.400938722294654,58.31886957664767,Closed,Open
433,14.434274228596262,55.789037886874624,Closed,Open
434,14.46760973489787,55.94553003556439,Closed,Open
435,14.500945241199478,51.26111820541373,Closed,Closed
436,14.534280747501086,50.420061675233654,Closed,Closed
437,14.567616253802694,50.984513466691666,Closed,Closed
438,14.600951760104302,52.05001730593874,Closed,Open
439,14.63428726640591,50.48762620840873,Closed,Closed
440,14.667622772707515,50.56486851181788,Closed,Closed
441,14.700958279009123,61.36014630721907,Closed,Open
442,14.734293785310737,64.3679220036851,Closed,Open
443,14.767629291612344,63.25490510196556,Closed,Open
444,14.80096479791395,62.55709628591621,Closed,Open
445,14.834300304215558,64.65018495622593,Closed,Open
446,14.867635810517166,64.15994677517087,Closed,Open
447,14.900971316818774,63.77237360457184,Closed,Open
448,14.934306823120382,57.569745162931525,Closed,Open
449,14.96764232942199,56.388695747638295,Closed,Open
450,15.000977835723598,53.11774381844539,Closed,Open
451,15.034313342025206,58.48974649465498,Closed,Open
452,15.067648848326812,60.309620118702625,Closed,Open
453,15.10098435462842,62.155525625842174,Closed,Open
454,15.13431986093003,66.55428401058768,Closed,Open
455,15.167655367231635,67.26688358298046,Closed,Open
456,15.200990873533248,65.08528200248952,Closed,Open
457,15.234326379834854,64.82581741349392,Closed,Open
458,15.267661886136462,63.301464125993135,Closed,Open
459,15.30099739243807,58.92766091739969,Closed,Open
460,15.334332898739678,60.14168692438712,Closed,Open
461,15.367668405041286,56.70992026436488,Closed,Open
462,15.401003911342894,58.102016108655405,Closed,Open
463,15.434339417644502,55.307354428272774,Closed,Open
464,15.46767492394611,56.82319953340041,Closed,Open
465,15.501010430247716,53.979569668414,Closed,Open
466,15.534345936549323,52.7386063057907,Closed,Open
467,15.567681442850931,49.69377162928295,Closed,Closed
468,15.60101694915254,50.734310261901726,Closed,Closed
469,15.63435245545415,48.83836268442545,Closed,Closed
470,15.66768796175576,52.90778324992242,Closed,Open
471,15.701023468057366,57.270141861392986,Closed,Open
472,15.734358974358974,61.73136295609582,Closed,Open
473,15.767694480660582,64.0574087018311,Closed,Open
474,15.80102998696219,66.93565513912685,Closed,Open
475,15.834365493263798,68.42224251090096,Closed,Open
476,15.867700999565406,66.81705109796087,Closed,Open
477,15.901036505867014,66.77050650182198,Closed,Open
478,15.93437201216862,65.23247663804429,Closed,Open
479,15.96770751847023,65.37930854204225,Closed,Open
480,16.00104302477184,64.39523694822833,Closed,Open
481,16.034378531073447,63.95169768557655,Closed,Open
482,16.067714037375055,60.363186020200025,Closed,Open
483,16.101049543676663,59.34981206664348,Closed,Open
484,16.13438504997827,58.05978913015529,Closed,Open
485,16.16772055627988,58.564737205448715,Closed,Open
486,16.201056062581486,58.261589008205405,Closed,Open
487,16.234391568883094,58.26217588580096,Closed,Open
488,16.267727075184702,56.93242301807445,Closed,Open
489,16.30106258148631,52.65203739976083,Closed,Open
490,16.334398087787918,52.0595929765954,Closed,Open
491,16.367733594089525,48.85583744349117,Closed,Closed
492,16.401069100391133,51.26965622989145,Closed,Closed
493,16.43440460669274,54.28530315477547,Closed,Open
494,16.46774011299435,59.88826948140329,Closed,Open
495,16.501075619295957,63.02231651966715,Closed,Open
496,16.534411125597565,66.38724650969164,Closed,Open
497,16.567746631899173,70.49234767929471,Closed,Open
498,16.60108213820078,69.77706844218666,Closed,Open
499,16.63441764450239,71.92494628357798,Closed,Open
500,16.667753150803996,69.28000424580418,Closed,Open
501,16.701088657105604,67.0334737769505,Closed,Open
502,16.734424163407212,68.11076702450242,Closed,Open
503,16.767759669708823,67.37096024649162,Closed,Open
504,16.80109517601043,65.76211794754369,Closed,Open
505,16.83443068231204,63.90766900281692,Closed,Open
506,16.867766188613647,62.27740720133535,Closed,Open
507,16.901101694915255,59.25583114914751,Closed,Open
508,16.934437201216863,59.75037713639945,Closed,Open
509,16.96777270751847,57.18960472141791,Closed,Open
510,17.00110821382008,56.619915773217954,Closed,Open
511,17.034443720121686,55.06908383361082,Closed,Open
512,17.067779226423294,55.70516236611748,Closed,Open
513,17.101114732724902,55.00538995554048,Closed,Open
514,17.13445023902651,55.0532917489837,Closed,Open
515,17.167785745328118,51.95605748706298,Closed,Open
516,17.201121251629726,58.41914910842776,Closed,Open
517,17.234456757931333,56.84033918563217,Closed,Open
518,17.26779226423294,63.017374101033184,Closed,Open
519,17.30112777053455,66.1283361405006,Closed,Open
520,17.334463276836157,69.21669795031288,Closed,Open
521,17.367798783137765,69.90509332810497,Closed,Open
522,17.401134289439373,70.35167118341857,Closed,Open
523,17.43446979574098,68.69924827620996,Closed,Open
524,17.46780530204259,70.2811409144592,Closed,Open
525,17.501140808344196,67.41771546926029,Closed,Open
526,17.534476314645804,67.2355461676472,Closed,Open
527,17.567811820947412,67.2790029474866,Closed,Open
528,17.60114732724902,64.79770273037033,Closed,Open
529,17.634482833550628,64.7589355978703,Closed,Open
530,17.667818339852236,62.669681523964286,Closed,Open
531,17.701153846153847,59.64707965618415,Closed,Open
532,17.734489352455455,55.129897765953785,Closed,Open
533,17.767824858757063,56.19870449978316,Closed,Open
534,17.80116036505867,53.96377699688911,Closed,Open
535,17.83449587136028,50.98032740817011,Closed,Closed
536,17.867831377661886,55.31779562281973,Closed,Open
537,17.901166883963494,49.39933329953442,Closed,Closed
538,17.934502390265102,49.69296759749747,Closed,Closed
539,17.96783789656671,51.42976444626012,Closed,Open
540,18.001173402868318,51.864620372060784,Closed,Open
541,18.03450890916993,57.004716561397146,Closed,Open
542,18.067844415471537,64.06363407484393,Closed,Open
543,18.10117992177314,69.00564770162089,Closed,Open
544,18.13451542807475,73.07621137659808,Closed,Open
545,18.167850934376357,70.93056460930819,Closed,Open
546,18.201186440677965,73.6325838444036,Closed,Open
547,18.234521946979573,71.42209728021942,Closed,Open
548,18.26785745328118,70.63935817272332,Closed,Open
549,18.30119295958279,69.26202978918289,Closed,Open
550,18.334528465884397,67.92634869884031,Closed,Open
551,18.367863972186004,67.87699417703456,Closed,Open
