frame,timestamp,aspect_ratio__mouth_width__outside_lips,lips_label,teeth_label
362,12.067453281182097,0.6297034004139703,Closed,Open
363,12.100788787483705,0.5956775494943066,Closed,Open
364,12.13412429378531,0.5617965284096376,Closed,Open
365,12.16745980008692,0.5591786028099207,Closed,Open
366,12.200795306388526,0.5806792510573656,Closed,Open
367,12.234130812690134,0.6259555854656829,Closed,Open
368,12.267466318991742,0.6185940701519822,Closed,Open
369,12.30080182529335,0.5564648998814153,Closed,Open
370,12.334137331594958,0.6011795301080846,Closed,Open
371,12.367472837896566,0.616762354889746,Closed,Open
372,12.400808344198174,0.675219759593879,Closed,Open
373,12.43414385049978,0.7134892756385371,Closed,Open
374,12.467479356801393,0.7122415360574483,Closed,Open
375,12.500814863103,0.7221484888805139,Closed,Open
376,12.534150369404609,0.6791110106421853,Closed,Open
377,12.567485875706216,0.6904999703408269,Closed,Open
378,12.600821382007824,0.6691503690217542,Closed,Open
379,12.63415688830943,0.6981551065796479,Closed,Open
380,12.667492394611038,0.6990293078341514,Closed,Open
381,12.700827900912646,0.6952270530943723,Closed,Open
382,12.734163407214254,0.6755709663941876,Closed,Open
383,12.767498913515862,0.63657460344765,Closed,Open
384,12.80083441981747,0.5824312622645689,Closed,Open
385,12.834169926119078,0.5386234052189758,Closed,Open
386,12.867505432420684,0.5033735856355728,Closed,Closed
387,12.900840938722292,0.4851062871243644,Closed,Closed
388,12.934176445023905,0.4395852118046779,Closed,Closed
389,12.96751195132551,0.4902795384947627,Closed,Closed
390,13.00084745762712,0.4517890617013104,Closed,Closed
391,13.034182963928728,0.5061012125926221,Closed,Closed
392,13.067518470230334,0.5188989969532996,Closed,Open
393,13.100853976531942,0.5599282194047017,Closed,Open
394,13.13418948283355,0.5996458634741656,Closed,Open
395,13.167524989135158,0.6585032570443405,Closed,Open
396,13.200860495436766,0.7093081385497092,Closed,Open
397,13.234196001738374,0.6980022649090512,Closed,Open
398,13.267531508039982,0.7103293303420861,Closed,Open
399,13.30086701434159,0.7328175790845308,Closed,Open
400,13.334202520643196,0.701554954642789,Closed,Open
401,13.367538026944809,0.6902689100028353,Closed,Open
402,13.400873533246417,0.6857561376708222,Closed,Open
403,13.434209039548024,0.6830072871021647,Closed,Open
404,13.46754454584963,0.6872530048916817,Closed,Open
405,13.500880052151238,0.6700151584029664,Closed,Open
406,13.534215558452846,0.6882399685071655,Closed,Open
407,13.567551064754454,0.6545366009733259,Closed,Open
408,13.600886571056062,0.6171360986768898,Closed,Open
409,13.63422207735767,0.5993523233357727,Closed,Open
410,13.667557583659278,0.5460386760908803,Closed,Open
411,13.700893089960886,0.5338564949948712,Closed,Open
412,13.734228596262492,0.529384061876774,Closed,Open
413,13.7675641025641,0.541906928097935,Closed,Open
414,13.80089960886571,0.5592120363103364,Closed,Open
415,13.83423511516732,0.535511097552299,Closed,Open
416,13.867570621468928,0.5360962833521776,Closed,Open
417,13.900906127770536,0.576249636577473,Closed,Open
418,13.934241634072142,0.5997846399015146,Closed,Open
419,13.96757714037375,0.609278263222665,Closed,Open
420,14.000912646675358,0.67565398242638,Closed,Open
421,14.034248152976966,0.6965128446630856,Closed,Open
422,14.067583659278574,0.7349457026440863,Closed,Open
423,14.100919165580182,0.715944745719192,Closed,Open
424,14.13425467188179,0.7211017483304571,Closed,Open
425,14.167590178183396,0.7303646246530305,Closed,Open
426,14.200925684485004,0.7150783407553303,Closed,Open
427,14.234261190786611,0.6897674515979745,Closed,Open
428,14.26759669708822,0.6870084082849123,Closed,Open
429,14.30093220338983,0.6733136135357124,Closed,Open
430,14.33426770969144,0.6817628249954351,Closed,Open
431,14.367603215993046,0.5905985641999781,Closed,Open
432,14.400938722294654,0.5789178473689907,Closed,Open
433,14.434274228596262,0.5573031929560308,Closed,Open
434,14.46760973489787,0.5446525218444687,Closed,Open
435,14.500945241199478,0.5294622327481311,Closed,Open
436,14.534280747501086,0.4943684233077794,Closed,Closed
437,14.567616253802694,0.5130242468607286,Closed,Open
438,14.600951760104302,0.5506234829704163,Closed,Open
439,14.63428726640591,0.4979815037458378,Closed,Closed
440,14.667622772707515,0.5033542554178984,Closed,Closed
441,14.700958279009123,0.5907717551317704,Closed,Open
442,14.734293785310737,0.600704989881378,Closed,Open
443,14.767629291612344,0.6018353982884157,Closed,Open
444,14.80096479791395,0.6141463058288631,Closed,Open
445,14.834300304215558,0.6440015330292438,Closed,Open
446,14.867635810517166,0.6288670856738476,Closed,Open
447,14.900971316818774,0.6085610079622984,Closed,Open
448,14.934306823120382,0.5768793515726448,Closed,Open
449,14.96764232942199,0.5240430275364243,Closed,Open
450,15.000977835723598,0.5129006372501309,Closed,Open
451,15.034313342025206,0.563060312246239,Closed,Open
452,15.067648848326812,0.6003128737853101,Closed,Open
453,15.10098435462842,0.6407119870401501,Closed,Open
454,15.13431986093003,0.6962123625658032,Closed,Open
455,15.167655367231635,0.7038094115907936,Closed,Open
456,15.200990873533248,0.6891774621899615,Closed,Open
457,15.234326379834854,0.6791465449025922,Closed,Open
458,15.267661886136462,0.6722479753262774,Closed,Open
459,15.30099739243807,0.6204343308381906,Closed,Open
460,15.334332898739678,0.6215337745326296,Closed,Open
461,15.367668405041286,0.6236116518005604,Closed,Open
462,15.401003911342894,0.6174219456947143,Closed,Open
463,15.434339417644502,0.5577701630721777,Closed,Open
464,15.46767492394611,0.559366904155432,Closed,Open
465,15.501010430247716,0.5328820769469668,Closed,Open
466,15.534345936549323,0.5653604162314698,Closed,Open
467,15.567681442850931,0.5393805409082242,Closed,Open
468,15.60101694915254,0.479834184495564,Closed,Closed
469,15.63435245545415,0.4812780283884131,Closed,Closed
470,15.66768796175576,0.5141916644181911,Closed,Open
471,15.701023468057366,0.5546335477353393,Closed,Open
472,15.734358974358974,0.5793660076469986,Closed,Open
473,15.767694480660582,0.619881971924276,Closed,Open
474,15.80102998696219,0.6575344559535344,Closed,Open
475,15.834365493263798,0.6963842323777955,Closed,Open
476,15.867700999565406,0.6964988494197645,Closed,Open
477,15.901036505867014,0.7072206726112791,Closed,Open
478,15.93437201216862,0.6965934157943772,Closed,Open
479,15.96770751847023,0.6884990197333309,Closed,Open
480,16.00104302477184,0.6779555192037126,Closed,Open
481,16.034378531073447,0.6796533475354883,Closed,Open
482,16.067714037375055,0.6352074584502346,Closed,Open
483,16.101049543676663,0.6393399444174405,Closed,Open
484,16.13438504997827,0.5969672653074822,Closed,Open
485,16.16772055627988,0.6002724322230139,Closed,Open
486,16.201056062581486,0.5819281613960834,Closed,Open
487,16.234391568883094,0.5798639855994397,Closed,Open
488,16.267727075184702,0.5554255483236415,Closed,Open
489,16.30106258148631,0.4986436447994593,Closed,Closed
490,16.334398087787918,0.502976209933795,Closed,Closed
491,16.367733594089525,0.4713975751553234,Closed,Closed
492,16.401069100391133,0.4958558422946063,Closed,Closed
493,16.43440460669274,0.524104188187041,Closed,Open
494,16.46774011299435,0.5784368733966149,Closed,Open
495,16.501075619295957,0.5932435044563685,Closed,Open
496,16.534411125597565,0.6303377268414717,Closed,Open
497,16.567746631899173,0.6779395425224868,Closed,Open
498,16.60108213820078,0.7103059311697483,Closed,Open
499,16.63441764450239,0.7325085208700233,Closed,Open
500,16.667753150803996,0.7399639521443343,Closed,Open
501,16.701088657105604,0.7079280354731734,Closed,Open
502,16.734424163407212,0.6937746013522366,Closed,Open
503,16.767759669708823,0.6970268963760206,Closed,Open
504,16.80109517601043,0.690930628124963,Closed,Open
505,16.83443068231204,0.6936070706870183,Closed,Open
506,16.867766188613647,0.6354946425427305,Closed,Open
507,16.901101694915255,0.5940332898369781,Closed,Open
508,16.934437201216863,0.5956465575539429,Closed,Open
509,16.96777270751847,0.5558225709061715,Closed,Open
510,17.00110821382008,0.5460550877508112,Closed,Open
511,17.034443720121686,0.5434601704691888,Closed,Open
512,17.067779226423294,0.5393402922516761,Closed,Open
513,17.101114732724902,0.5309787347463694,Closed,Open
514,17.13445023902651,0.5405783575232621,Closed,Open
515,17.167785745328118,0.4988243447789934,Closed,Closed
516,17.201121251629726,0.5635471352738973,Closed,Open
517,17.234456757931333,0.5438037530826147,Closed,Open
518,17.26779226423294,0.5767410502153545,Closed,Open
519,17.30112777053455,0.6238873448650357,Closed,Open
520,17.334463276836157,0.6848315948063937,Closed,Open
521,17.367798783137765,0.6870119909002915,Closed,Open
522,17.401134289439373,0.7230126935885033,Closed,Open
523,17.43446979574098,0.7283164358070637,Closed,Open
524,17.46780530204259,0.7377941880882007,Closed,Open
525,17.501140808344196,0.7181292086950585,Closed,Open
526,17.534476314645804,0.7039041431549473,Closed,Open
527,17.567811820947412,0.7183894485712863,Closed,Open
528,17.60114732724902,0.6786745807525145,Closed,Open
529,17.634482833550628,0.6756760276943266,Closed,Open
530,17.667818339852236,0.6465441999088524,Closed,Open
531,17.701153846153847,0.5933855479523732,Closed,Open
532,17.734489352455455,0.5524824473480265,Closed,Open
