frame,timestamp,aspect_ratio_bottom_lip_heigh_to_mouth_width,lips_label,teeth_label
75,2.5001629726205996,0.181995220011846,Closed,Open
76,2.5334984789222075,0.1551101073402572,Closed,Closed
77,2.566833985223816,0.1492426038670586,Closed,Closed
78,2.6001694915254236,0.1584793653114267,Closed,Closed
79,2.6335049978270315,0.1630317041958345,Closed,Open
80,2.66684050412864,0.1913672647508703,Closed,Open
81,2.7001760104302477,0.1597866593031185,Closed,Closed
82,2.7335115167318556,0.1668521610665,Closed,Open
83,2.7668470230334634,0.1678556511723242,Closed,Open
84,2.8001825293350717,0.1751283087065359,Closed,Open
85,2.8335180356366796,0.1609396815514618,Closed,Open
86,2.8668535419382875,0.1625495992845862,Closed,Open
87,2.900189048239896,0.1826565789536936,Closed,Open
88,2.9335245545415036,0.1913206635276439,Closed,Open
89,2.9668600608431115,0.1781034993006159,Closed,Open
90,3.0001955671447194,0.1710754381800571,Closed,Open
91,3.0335310734463277,0.1585567235225199,Closed,Closed
92,3.0668665797479355,0.1647552350077353,Closed,Open
93,3.1002020860495434,0.1831357660679281,Closed,Open
94,3.1335375923511517,0.211401343375619,Closed,Open
95,3.1668730986527596,0.1549414283852752,Closed,Closed
96,3.200208604954367,0.1847295045948998,Closed,Open
97,3.2335441112559757,0.1313235545748637,Closed,Closed
98,3.2668796175575836,0.1545403061846566,Closed,Closed
99,3.3002151238591915,0.1799128163237193,Closed,Open
100,3.3335506301607993,0.169076835308634,Closed,Open
101,3.3668861364624076,0.1684768155368719,Closed,Open
102,3.4002216427640155,0.1673021325929634,Closed,Open
103,3.4335571490656234,0.1855397018420435,Closed,Open
104,3.4668926553672317,0.1741412863402459,Closed,Open
105,3.5002281616688395,0.1700737855101695,Closed,Open
106,3.5335636679704474,0.1896648474640437,Closed,Open
107,3.5668991742720553,0.1984637435433847,Closed,Open
108,3.6002346805736636,0.1874072619667227,Closed,Open
109,3.633570186875271,0.164487357710325,Closed,Open
110,3.6669056931768793,0.1588419630663422,Closed,Closed
111,3.700241199478488,0.1795150885063453,Closed,Open
112,3.733576705780095,0.1806250547825376,Closed,Open
113,3.7669122120817033,0.1720052290384453,Closed,Open
114,3.800247718383312,0.1375414906599803,Closed,Closed
115,3.833583224684919,0.1547411339147073,Closed,Closed
116,3.8669187309865274,0.1688575498505224,Closed,Open
117,3.9002542372881353,0.1793518418767338,Closed,Open
118,3.933589743589744,0.1549652562841202,Closed,Closed
119,3.966925249891351,0.1656440725039077,Closed,Open
120,4.00026075619296,0.1673863216817136,Closed,Open
121,4.033596262494568,0.1684128872841656,Closed,Open
122,4.0669317687961755,0.1610844080862496,Closed,Open
123,4.100267275097783,0.1842687203376166,Closed,Open
124,4.133602781399391,0.1995372209593151,Closed,Open
125,4.166938287700999,0.2115605522667101,Closed,Open
126,4.200273794002608,0.2013288592115237,Closed,Open
127,4.233609300304216,0.202533591277269,Closed,Open
128,4.2669448066058235,0.1915840978752333,Closed,Open
129,4.300280312907431,0.1882329550668428,Closed,Open
130,4.333615819209039,0.2179826271875461,Closed,Open
131,4.366951325510647,0.1970918992544148,Closed,Open
132,4.400286831812255,0.1677573322847953,Closed,Open
133,4.433622338113864,0.1658869454652223,Closed,Open
134,4.466957844415472,0.1372256397290975,Closed,Closed
135,4.5002933507170795,0.1531108048898075,Closed,Closed
136,4.533628857018687,0.1539934186988321,Closed,Closed
137,4.566964363320295,0.162058745828311,Closed,Open
138,4.600299869621903,0.1425411126529666,Closed,Closed
139,4.633635375923511,0.1617758970406254,Closed,Open
140,4.66697088222512,0.1593132469692915,Closed,Closed
141,4.700306388526728,0.1648405708346809,Closed,Open
142,4.733641894828335,0.161769049192628,Closed,Open
143,4.766977401129943,0.1777491117184497,Closed,Open
144,4.800312907431551,0.1971879021147857,Closed,Open
145,4.833648413733159,0.1761283038999984,Closed,Open
146,4.866983920034767,0.1861414037975664,Closed,Open
147,4.900319426336376,0.1840080927978415,Closed,Open
148,4.9336549326379835,0.1772422441639062,Closed,Open
149,4.966990438939591,0.1718817513288952,Closed,Open
150,5.000325945241199,0.158649667317439,Closed,Closed
151,5.033661451542807,0.1421387618350305,Closed,Closed
152,5.066996957844415,0.1536112621311975,Closed,Closed
153,5.100332464146024,0.1286471017112577,Closed,Closed
154,5.133667970447632,0.1533668340106677,Closed,Closed
155,5.167003476749239,0.156173761888606,Closed,Closed
156,5.200338983050847,0.1588823232128549,Closed,Closed
157,5.233674489352455,0.1630433555656522,Closed,Open
158,5.267009995654063,0.1639240609653637,Closed,Open
159,5.300345501955671,0.1589310901479741,Closed,Closed
160,5.33368100825728,0.1626648518107047,Closed,Open
161,5.3670165145588875,0.1899657245636361,Closed,Open
162,5.400352020860495,0.2068711903275948,Closed,Open
163,5.433687527162103,0.2027780676874267,Closed,Open
164,5.467023033463711,0.1719526092761254,Closed,Open
165,5.500358539765319,0.1892109383556603,Closed,Open
166,5.533694046066927,0.1706980357102212,Closed,Open
167,5.567029552368536,0.190449719436755,Closed,Open
168,5.6003650586701434,0.2025975114210116,Closed,Open
169,5.633700564971751,0.1632731945639775,Closed,Open
170,5.667036071273359,0.1309739491717817,Closed,Closed
171,5.700371577574967,0.1505481175530568,Closed,Closed
172,5.733707083876575,0.1314154922656242,Closed,Closed
173,5.767042590178183,0.1226434104139524,Closed,Closed
174,5.8003780964797915,0.1244201360397684,Closed,Closed
175,5.833713602781399,0.1300659902954167,Closed,Closed
176,5.867049109083007,0.1532975480433633,Closed,Closed
177,5.900384615384615,0.1584154401599214,Closed,Closed
178,5.933720121686223,0.1625119923744003,Closed,Open
179,5.967055627987831,0.1617150327246296,Closed,Open
180,6.000391134289439,0.1313384809664992,Closed,Closed
181,6.0337266405910475,0.1999289267923541,Closed,Open
182,6.067062146892655,0.1825353856676137,Closed,Open
183,6.100397653194263,0.1765941899130024,Closed,Open
184,6.133733159495871,0.1623034579156028,Closed,Open
185,6.167068665797479,0.1711787143331577,Closed,Open
186,6.200404172099087,0.1658395317016648,Closed,Open
187,6.2337396784006955,0.1539685940993952,Closed,Closed
188,6.267075184702303,0.1552591199853165,Closed,Closed
189,6.300410691003911,0.1586423082731997,Closed,Closed
190,6.333746197305519,0.1730214543851448,Closed,Open
191,6.367081703607127,0.1677283807553676,Closed,Open
192,6.400417209908735,0.1561885116620827,Closed,Closed
193,6.433752716210343,0.1531189183406912,Closed,Closed
194,6.4670882225119515,0.1436417277809172,Closed,Closed
195,6.500423728813559,0.1675031767716376,Closed,Open
196,6.533759235115167,0.1865060192784015,Closed,Open
197,6.567094741416775,0.1848623662171153,Closed,Open
198,6.600430247718383,0.1869591220377611,Closed,Open
199,6.633765754019991,0.1592324388246205,Closed,Closed
200,6.667101260321599,0.2011926865338203,Closed,Open
201,6.700436766623207,0.2011643627258578,Closed,Open
202,6.733772272924815,0.1854965707874308,Closed,Open
203,6.767107779226423,0.2002468810180286,Closed,Open
204,6.800443285528031,0.1795419007297379,Closed,Open
205,6.833778791829639,0.144558098468483,Closed,Closed
206,6.867114298131247,0.1453592998310009,Closed,Closed
207,6.900449804432855,0.1454719894098937,Closed,Closed
208,6.933785310734463,0.171052467237479,Closed,Open
209,6.967120817036071,0.1414895355059333,Closed,Closed
210,7.000456323337679,0.1446745886495713,Closed,Closed
211,7.033791829639287,0.171052467237479,Closed,Open
212,7.067127335940895,0.1517859198297632,Closed,Closed
213,7.100462842242503,0.1614376680678609,Closed,Open
214,7.1337983485441105,0.1499285887638851,Closed,Closed
215,7.167133854845719,0.1753209791041699,Closed,Open
216,7.200469361147327,0.178096752555568,Closed,Open
217,7.233804867448935,0.1916870447380495,Closed,Open
218,7.267140373750543,0.2153811977599518,Closed,Open
219,7.300475880052151,0.2179041988266326,Closed,Open
220,7.333811386353759,0.2188324100989032,Closed,Open
221,7.367146892655367,0.2028649439387378,Closed,Open
222,7.400482398956975,0.187111200727424,Closed,Open
223,7.433817905258583,0.1734824309437524,Closed,Open
224,7.467153411560191,0.1739647840469771,Closed,Open
225,7.500488917861799,0.1644898728683837,Closed,Open
226,7.533824424163407,0.1403659582323409,Closed,Closed
227,7.567159930465015,0.1303555853470412,Closed,Closed
228,7.600495436766623,0.1487635737032803,Closed,Closed
229,7.633830943068231,0.1352254213816199,Closed,Closed
230,7.667166449369839,0.1458331165676605,Closed,Closed
231,7.700501955671447,0.1540658234985066,Closed,Closed
232,7.733837461973055,0.1649001484421224,Closed,Open
233,7.767172968274663,0.1698077437915043,Closed,Open
234,7.8005084745762705,0.1558616221457466,Closed,Closed
235,7.833843980877879,0.1853932188910254,Closed,Open
236,7.867179487179487,0.1543413510339553,Closed,Closed
237,7.900514993481095,0.1848333036049207,Closed,Open
238,7.933850499782703,0.2044327231030795,Closed,Open
239,7.967186006084311,0.1907860352755322,Closed,Open
240,8.00052151238592,0.1893885047696425,Closed,Open
241,8.033857018687527,0.1748258235581575,Closed,Open
242,8.067192524989135,0.1518181057858232,Closed,Closed
243,8.100528031290743,0.1731635739157618,Closed,Open
244,8.133863537592351,0.1644537003403375,Closed,Open
245,8.167199043893959,0.1612250345322807,Closed,Open
246,8.200534550195567,0.1420069969647763,Closed,Closed
247,8.233870056497175,0.1473445448689054,Closed,Closed
248,8.267205562798782,0.1289373613886097,Closed,Closed
249,8.30054106910039,0.1500561863756638,Closed,Closed
250,8.333876575401998,0.1404093206800704,Closed,Closed
251,8.367212081703606,0.146577127371028,Closed,Closed
252,8.400547588005216,0.1412753567155091,Closed,Closed
253,8.433883094306823,0.1590285893619573,Closed,Closed
254,8.467218600608431,0.1608595542028634,Closed,Open
255,8.50055410691004,0.1522369031194726,Closed,Closed
256,8.533889613211647,0.1696485871066737,Closed,Open
257,8.567225119513255,0.1637212616093647,Closed,Open
258,8.600560625814863,0.161498219630211,Closed,Open
259,8.63389613211647,0.1779320029590871,Closed,Open
260,8.667231638418079,0.1994908184918727,Closed,Open
261,8.700567144719686,0.1868180090405524,Closed,Open
262,8.733902651021294,0.1947652657173987,Closed,Open
263,8.767238157322902,0.1823553120336405,Closed,Open
264,8.80057366362451,0.1762044044981412,Closed,Open
265,8.833909169926118,0.1817347598446148,Closed,Open
266,8.867244676227727,0.1466341917241243,Closed,Closed
267,8.900580182529335,0.1645240763282623,Closed,Open
268,8.933915688830943,0.1355153826630284,Closed,Closed
269,8.967251195132551,0.1407072170644574,Closed,Closed
270,9.000586701434159,0.1560117325234452,Closed,Closed
271,9.033922207735769,0.1428851428703348,Closed,Closed
272,9.067257714037376,0.1355357734220349,Closed,Closed
273,9.100593220338984,0.1478661628178743,Closed,Closed
274,9.13392872664059,0.1531189183406912,Closed,Closed
275,9.167264232942198,0.1625851495983989,Closed,Open
276,9.200599739243806,0.1559697026167852,Closed,Closed
277,9.233935245545414,0.165860827398471,Closed,Open
278,9.267270751847022,0.180219782326561,Closed,Open
279,9.300606258148632,0.1787542769948741,Closed,Open
280,9.33394176445024,0.1873282978019791,Closed,Open
281,9.367277270751847,0.1753966796597485,Closed,Open
282,9.400612777053457,0.1599785152771173,Closed,Closed
283,9.433948283355065,0.1841114716945257,Closed,Open
284,9.46728378965667,0.1862433602050697,Closed,Open
285,9.50061929595828,0.1899946332664835,Closed,Open
286,9.533954802259888,0.1804393050369087,Closed,Open
287,9.567290308561494,0.1603986899136879,Closed,Closed
288,9.600625814863102,0.1488722495673675,Closed,Closed
289,9.63396132116471,0.1456078429991098,Closed,Closed
290,9.667296827466318,0.1458627491287525,Closed,Closed
291,9.700632333767926,0.1522632360781934,Closed,Closed
292,9.733967840069534,0.1521741668647177,Closed,Closed
293,9.767303346371143,0.1494673411934608,Closed,Closed
294,9.800638852672751,0.1608397622109909,Closed,Open
295,9.83397435897436,0.1689065178277791,Closed,Open
296,9.867309865275969,0.1694452505930078,Closed,Open
297,9.900645371577577,0.1645066295109594,Closed,Open
298,9.933980877879184,0.1520059979701803,Closed,Closed
299,9.96731638418079,0.1708392963547949,Closed,Open
300,10.000651890482398,0.1664909968769634,Closed,Open
301,10.033987396784006,0.1747944670389945,Closed,Open
302,10.067322903085614,0.2046303819019246,Closed,Open
303,10.100658409387222,0.196116135138184,Closed,Open
304,10.13399391568883,0.1839831207551258,Closed,Open
305,10.167329421990438,0.1997770231912012,Closed,Open
306,10.200664928292047,0.1828747418303792,Closed,Open
307,10.234000434593655,0.1687816040404743,Closed,Open
308,10.267335940895263,0.1452676932518125,Closed,Closed
309,10.300671447196873,0.1422916497207299,Closed,Closed
310,10.33400695349848,0.153778865748285,Closed,Closed
311,10.367342459800089,0.125286807260409,Closed,Closed
312,10.400677966101696,0.1471184151033878,Closed,Closed
313,10.434013472403302,0.1543076979438323,Closed,Closed
314,10.46734897870491,0.1594870788061965,Closed,Closed
315,10.500684485006518,0.1687649946670323,Closed,Open
316,10.534019991308126,0.1626291879889363,Closed,Open
317,10.567355497609734,0.1676198987087675,Closed,Open
318,10.600691003911342,0.1649008500635099,Closed,Open
319,10.63402651021295,0.1546284037924424,Closed,Closed
320,10.66736201651456,0.1736037533179255,Closed,Open
321,10.700697522816167,0.1600528924882773,Closed,Closed
322,10.734033029117777,0.1490107846379303,Closed,Closed
323,10.767368535419385,0.1714736507740807,Closed,Open
324,10.80070404172099,0.1756371873581912,Closed,Open
325,10.8340395480226,0.1941637731798871,Closed,Open
326,10.867375054324206,0.181043424352277,Closed,Open
327,10.900710560625814,0.1791909715115765,Closed,Open
328,10.934046066927422,0.1698470355610229,Closed,Open
329,10.96738157322903,0.1615050817609589,Closed,Open
330,11.000717079530638,0.194291040261009,Closed,Open
331,11.034052585832246,0.1378674312205668,Closed,Closed
332,11.067388092133854,0.1317018374927915,Closed,Closed
333,11.100723598435462,0.1445589918734396,Closed,Closed
334,11.134059104737071,0.1406534517948459,Closed,Closed
335,11.16739461103868,0.1371359966332308,Closed,Closed
336,11.200730117340289,0.1597186930155804,Closed,Closed
337,11.234065623641897,0.1516514850135608,Closed,Closed
338,11.267401129943504,0.153716929515336,Closed,Closed
339,11.30073663624511,0.1619526110967072,Closed,Open
340,11.334072142546718,0.1637750165501452,Closed,Open
341,11.367407648848326,0.1671590360308371,Closed,Open
342,11.400743155149934,0.1591587882939345,Closed,Closed
343,11.434078661451542,0.1735014754018302,Closed,Open
344,11.46741416775315,0.1975519831629324,Closed,Open
345,11.500749674054758,0.1821605026107379,Closed,Open
346,11.534085180356366,0.1875502526691568,Closed,Open
347,11.567420686657975,0.1789067725289113,Closed,Open
348,11.600756192959585,0.1857647894513556,Closed,Open
349,11.634091699261193,0.1792471471629381,Closed,Open
350,11.6674272055628,0.1706008963223151,Closed,Open
351,11.700762711864408,0.1612395155266882,Closed,Open
352,11.734098218166016,0.1452583149391052,Closed,Closed
353,11.767433724467622,0.1507509789939757,Closed,Closed
354,11.80076923076923,0.1484028296979332,Closed,Closed
355,11.834104737070838,0.1372019314802953,Closed,Closed
356,11.867440243372446,0.1487284548808781,Closed,Closed
357,11.900775749674054,0.1660401492357742,Closed,Open
358,11.934111255975662,0.1614975764744579,Closed,Open
359,11.96744676227727,0.1487635737032803,Closed,Closed
360,12.000782268578876,0.1513291937095509,Closed,Closed
361,12.034117774880489,0.1760841415751411,Closed,Open
362,12.067453281182097,0.1938053234258278,Closed,Open
363,12.100788787483705,0.1665487208945275,Closed,Open
364,12.13412429378531,0.1803711498634623,Closed,Open
365,12.16745980008692,0.1772066862126223,Closed,Open
366,12.200795306388526,0.174859461584892,Closed,Open
367,12.234130812690134,0.1099204240130423,Closed,Closed
368,12.267466318991742,0.1336091497823635,Closed,Closed
369,12.30080182529335,0.1751314928887321,Closed,Open
370,12.334137331594958,0.1581138830084189,Closed,Closed
371,12.367472837896566,0.1302019183820833,Closed,Closed
372,12.400808344198174,0.1481024786349982,Closed,Closed
373,12.43414385049978,0.1493348412909887,Closed,Closed
374,12.467479356801393,0.1279826308463849,Closed,Closed
375,12.500814863103,0.1444497486202225,Closed,Closed
376,12.534150369404609,0.172183618093467,Closed,Open
377,12.567485875706216,0.1513041608673057,Closed,Closed
378,12.600821382007824,0.1667620644149145,Closed,Open
379,12.63415688830943,0.154544826400844,Closed,Closed
380,12.667492394611038,0.139796890806194,Closed,Closed
381,12.700827900912646,0.1621461385428438,Closed,Open
382,12.734163407214254,0.1603278650490399,Closed,Closed
383,12.767498913515862,0.1709993332044884,Closed,Open
384,12.80083441981747,0.1892702574311773,Closed,Open
385,12.834169926119078,0.1906191385078102,Closed,Open
386,12.867505432420684,0.1847176372002029,Closed,Open
387,12.900840938722292,0.1923513133897819,Closed,Open
388,12.934176445023905,0.1873660478557151,Closed,Open
389,12.96751195132551,0.1969862934019718,Closed,Open
390,13.00084745762712,0.1957069602272723,Closed,Open
391,13.034182963928728,0.1747008501435249,Closed,Open
392,13.067518470230334,0.1621857257942137,Closed,Open
393,13.100853976531942,0.1640359416197689,Closed,Open
394,13.13418948283355,0.1607220085990856,Closed,Open
395,13.167524989135158,0.1554150769836896,Closed,Closed
396,13.200860495436766,0.1455819597491182,Closed,Closed
397,13.234196001738374,0.1400366705542059,Closed,Closed
398,13.267531508039982,0.1648530036001219,Closed,Open
399,13.30086701434159,0.1529885626201147,Closed,Closed
400,13.334202520643196,0.1487635737032803,Closed,Closed
401,13.367538026944809,0.165417966153741,Closed,Open
402,13.400873533246417,0.1479400801543847,Closed,Closed
403,13.434209039548024,0.1437623834574923,Closed,Closed
404,13.46754454584963,0.1552047693097408,Closed,Closed
405,13.500880052151238,0.1591824606983803,Closed,Closed
406,13.534215558452846,0.1581669680805906,Closed,Closed
407,13.567551064754454,0.1657920436363044,Closed,Open
408,13.600886571056062,0.1788669211713291,Closed,Open
409,13.63422207735767,0.1796019218891636,Closed,Open
410,13.667557583659278,0.2037743178193457,Closed,Open
411,13.700893089960886,0.2209671646325919,Open,Open
412,13.734228596262492,0.2289984993358631,Open,Open
413,13.7675641025641,0.2090436062816165,Closed,Open
414,13.80089960886571,0.1729570080673662,Closed,Open
415,13.83423511516732,0.1826710024853475,Closed,Open
416,13.867570621468928,0.1543842390876507,Closed,Closed
417,13.900906127770536,0.1464600482920581,Closed,Closed
418,13.934241634072142,0.1435719854098547,Closed,Closed
419,13.96757714037375,0.1399430436258698,Closed,Closed
420,14.000912646675358,0.1387416637108307,Closed,Closed
421,14.034248152976966,0.1527273888506208,Closed,Closed
422,14.067583659278574,0.1530540467292699,Closed,Closed
423,14.100919165580182,0.160738992360703,Closed,Open
424,14.13425467188179,0.1597596190154553,Closed,Closed
425,14.167590178183396,0.1602208303793015,Closed,Closed
426,14.200925684485004,0.1805725628955135,Closed,Open
427,14.234261190786611,0.1648846574544561,Closed,Open
428,14.26759669708822,0.1610736104995032,Closed,Open
429,14.30093220338983,0.1490107846379303,Closed,Closed
430,14.33426770969144,0.1693432000165387,Closed,Open
431,14.367603215993046,0.1704489087257191,Closed,Open
432,14.400938722294654,0.1680696959014693,Closed,Open
433,14.434274228596262,0.185578364724073,Closed,Open
434,14.46760973489787,0.1806684243728543,Closed,Open
435,14.500945241199478,0.1903374903722285,Closed,Open
436,14.534280747501086,0.1963037115230112,Closed,Open
437,14.567616253802694,0.1945555044833317,Closed,Open
438,14.600951760104302,0.1763773061857599,Closed,Open
439,14.63428726640591,0.1722318499918497,Closed,Open
440,14.667622772707515,0.1687353970223736,Closed,Open
441,14.700958279009123,0.1520080658688137,Closed,Closed
442,14.734293785310737,0.1418868793641982,Closed,Closed
443,14.767629291612344,0.1499612630234206,Closed,Closed
444,14.80096479791395,0.1309315070571415,Closed,Closed
445,14.834300304215558,0.1600318470693898,Closed,Closed
446,14.867635810517166,0.1463061139729886,Closed,Closed
447,14.900971316818774,0.1474675639422543,Closed,Closed
448,14.934306823120382,0.1779268119682425,Closed,Open
449,14.96764232942199,0.1744830842184955,Closed,Open
450,15.000977835723598,0.1947307973182042,Closed,Open
451,15.034313342025206,0.1693853375656386,Closed,Open
452,15.067648848326812,0.1689102438301362,Closed,Open
453,15.10098435462842,0.168946384786879,Closed,Open
454,15.13431986093003,0.1539911564074731,Closed,Closed
455,15.167655367231635,0.1628653334522385,Closed,Open
456,15.200990873533248,0.1719051058276713,Closed,Open
457,15.234326379834854,0.1486829915948589,Closed,Closed
458,15.267661886136462,0.1580688026977167,Closed,Closed
459,15.30099739243807,0.158635808120134,Closed,Closed
460,15.334332898739678,0.1734392615655221,Closed,Open
461,15.367668405041286,0.1927308339925185,Closed,Open
462,15.401003911342894,0.1872539274039134,Closed,Open
463,15.434339417644502,0.2030445955272088,Closed,Open
464,15.46767492394611,0.1964587684408591,Closed,Open
465,15.501010430247716,0.1930120148350729,Closed,Open
466,15.534345936549323,0.1855439663661386,Closed,Open
467,15.567681442850931,0.1956277310549714,Closed,Open
468,15.60101694915254,0.1814660656912331,Closed,Open
469,15.63435245545415,0.1994649286678854,Closed,Open
470,15.66768796175576,0.2018267569069245,Closed,Open
471,15.701023468057366,0.1724034980795449,Closed,Open
472,15.734358974358974,0.1322318616141102,Closed,Closed
473,15.767694480660582,0.1276748887701295,Closed,Closed
474,15.80102998696219,0.1410215463573343,Closed,Closed
475,15.834365493263798,0.1473829588302646,Closed,Closed
476,15.867700999565406,0.1557527689020299,Closed,Closed
477,15.901036505867014,0.1659255006594485,Closed,Open
478,15.93437201216862,0.1508539286615068,Closed,Closed
479,15.96770751847023,0.1598721533954863,Closed,Closed
480,16.00104302477184,0.1561866669979836,Closed,Closed
481,16.034378531073447,0.1628331812348472,Closed,Open
482,16.067714037375055,0.185207685565294,Closed,Open
483,16.101049543676663,0.1800843415951336,Closed,Open
484,16.13438504997827,0.1843128181196657,Closed,Open
485,16.16772055627988,0.1818913944399688,Closed,Open
486,16.201056062581486,0.1971879021147857,Closed,Open
487,16.234391568883094,0.2098585611362238,Closed,Open
488,16.267727075184702,0.2035099727602447,Closed,Open
489,16.30106258148631,0.204847642134482,Closed,Open
490,16.334398087787918,0.1897505105178563,Closed,Open
491,16.367733594089525,0.1772457570554527,Closed,Open
492,16.401069100391133,0.1724913493550393,Closed,Open
493,16.43440460669274,0.1553130792665778,Closed,Closed
494,16.46774011299435,0.1386172304995639,Closed,Closed
495,16.501075619295957,0.1322620019150856,Closed,Closed
496,16.534411125597565,0.1242240224385098,Closed,Closed
497,16.567746631899173,0.1342814653606211,Closed,Closed
498,16.60108213820078,0.1489033254754497,Closed,Closed
499,16.63441764450239,0.1409644450440752,Closed,Closed
500,16.667753150803996,0.1496334860395319,Closed,Closed
501,16.701088657105604,0.1435111522787032,Closed,Closed
502,16.734424163407212,0.1433190358513565,Closed,Closed
503,16.767759669708823,0.1562753729476314,Closed,Closed
504,16.80109517601043,0.1516326870075652,Closed,Closed
505,16.83443068231204,0.1544204701625451,Closed,Closed
506,16.867766188613647,0.1500873198793264,Closed,Closed
507,16.901101694915255,0.1745364127332328,Closed,Open
508,16.934437201216863,0.1896806706691322,Closed,Open
509,16.96777270751847,0.1792337412403642,Closed,Open
510,17.00110821382008,0.1844245941820844,Closed,Open
511,17.034443720121686,0.2071722809217026,Closed,Open
512,17.067779226423294,0.1953881015257343,Closed,Open
513,17.101114732724902,0.1774539642774392,Closed,Open
514,17.13445023902651,0.1553254694397034,Closed,Closed
515,17.167785745328118,0.1692032712610047,Closed,Open
516,17.201121251629726,0.1500756904601918,Closed,Closed
517,17.234456757931333,0.1369170877333937,Closed,Closed
518,17.26779226423294,0.1324724047410425,Closed,Closed
519,17.30112777053455,0.1362559093928783,Closed,Closed
520,17.334463276836157,0.1343918360942022,Closed,Closed
521,17.367798783137765,0.130609431242203,Closed,Closed
522,17.401134289439373,0.1544483485487392,Closed,Closed
523,17.43446979574098,0.1496951734675395,Closed,Closed
524,17.46780530204259,0.1489599192005322,Closed,Closed
