frame,timestamp,anchor_to_top_lip_bottom,lips_label,teeth_label
121,4.033596262494568,59.362591986761515,Closed,Open
122,4.0669317687961755,59.21676248660574,Closed,Open
123,4.100267275097783,62.78686643166549,Closed,Open
124,4.133602781399391,60.07261155278147,Closed,Open
125,4.166938287700999,58.66397556259332,Closed,Open
126,4.200273794002608,59.39882577438266,Closed,Open
127,4.233609300304216,61.66766457228411,Closed,Open
128,4.2669448066058235,58.39463092237301,Closed,Open
129,4.300280312907431,55.443242643119646,Closed,Closed
130,4.333615819209039,58.00491445142276,Closed,Open
131,4.366951325510647,60.3222119281016,Closed,Open
132,4.400286831812255,65.0680340884929,Closed,Open
133,4.433622338113864,65.60943790298738,Closed,Open
134,4.466957844415472,66.90085592225084,Closed,Open
135,4.5002933507170795,71.71310991541957,Closed,Open
136,4.533628857018687,71.70640732505183,Closed,Open
137,4.566964363320295,72.35982151511726,Closed,Open
138,4.600299869621903,70.26506450208166,Closed,Open
139,4.633635375923511,61.09225109398477,Closed,Open
140,4.66697088222512,68.50533345376124,Closed,Open
141,4.700306388526728,64.97729291072645,Closed,Open
142,4.733641894828335,62.616876210459665,Closed,Open
143,4.766977401129943,62.36943757316365,Closed,Open
144,4.800312907431551,60.386480821197466,Closed,Open
145,4.833648413733159,61.432947421667635,Closed,Open
146,4.866983920034767,61.71994612742644,Closed,Open
147,4.900319426336376,59.92077972904371,Closed,Open
148,4.9336549326379835,57.934414395745634,Closed,Open
149,4.966990438939591,57.38705922806969,Closed,Open
150,5.000325945241199,61.193287874685225,Closed,Open
151,5.033661451542807,61.77773075885615,Closed,Open
152,5.066996957844415,68.57646700459404,Closed,Open
153,5.100332464146024,63.53998211481222,Closed,Open
154,5.133667970447632,69.66697725734913,Closed,Open
155,5.167003476749239,67.27116841916303,Closed,Open
156,5.200338983050847,64.17887469846947,Closed,Open
157,5.233674489352455,63.500535952939735,Closed,Open
158,5.267009995654063,55.81980081279288,Closed,Closed
159,5.300345501955671,62.10241802541174,Closed,Open
160,5.33368100825728,58.24353712831295,Closed,Open
161,5.3670165145588875,57.585689823913526,Closed,Open
162,5.400352020860495,57.412508400094,Closed,Open
163,5.433687527162103,57.78049716414141,Closed,Open
164,5.467023033463711,54.632603552850554,Closed,Closed
165,5.500358539765319,58.58578344859764,Closed,Open
166,5.533694046066927,57.51888371138587,Closed,Open
167,5.567029552368536,55.12614719600484,Closed,Closed
168,5.6003650586701434,57.19726863137543,Closed,Closed
169,5.633700564971751,59.68530928281618,Closed,Open
170,5.667036071273359,65.47812404188878,Closed,Open
171,5.700371577574967,64.78714798403789,Closed,Open
172,5.733707083876575,63.992175097803205,Closed,Open
173,5.767042590178183,64.1349696484,Closed,Open
174,5.8003780964797915,66.60562427073984,Closed,Open
175,5.833713602781399,65.20249354198512,Closed,Open
176,5.867049109083007,64.9342244145458,Closed,Open
177,5.900384615384615,61.09601351443698,Closed,Open
178,5.933720121686223,61.02926466542233,Closed,Open
179,5.967055627987831,64.52204994278267,Closed,Open
180,6.000391134289439,68.62324256658414,Closed,Open
181,6.0337266405910475,54.84479389127511,Closed,Closed
182,6.067062146892655,58.62090385253275,Closed,Open
183,6.100397653194263,59.271398234459326,Closed,Open
184,6.133733159495871,61.98386886924694,Closed,Open
185,6.167068665797479,58.867939015287334,Closed,Open
186,6.200404172099087,55.70932854490242,Closed,Closed
187,6.2337396784006955,62.70992026436488,Closed,Open
188,6.267075184702303,62.17493758402245,Closed,Open
189,6.300410691003911,62.8361872241708,Closed,Open
190,6.333746197305519,65.38032042523797,Closed,Open
191,6.367081703607127,63.16973873281365,Closed,Open
192,6.400417209908735,69.84336950170326,Closed,Open
193,6.433752716210343,68.91040825237091,Closed,Open
194,6.4670882225119515,66.24186194366324,Closed,Open
195,6.500423728813559,64.73417558882632,Closed,Open
196,6.533759235115167,64.90059863009002,Closed,Open
197,6.567094741416775,62.358302840132225,Closed,Open
198,6.600430247718383,57.52709160259596,Closed,Open
199,6.633765754019991,61.53482786721784,Closed,Open
200,6.667101260321599,59.331293431830304,Closed,Open
201,6.700436766623207,59.83009685455747,Closed,Open
202,6.733772272924815,59.989249192211176,Closed,Open
203,6.767107779226423,60.541125144455634,Closed,Open
204,6.800443285528031,56.767093115404336,Closed,Closed
205,6.833778791829639,59.11510016713645,Closed,Open
206,6.867114298131247,63.119542529701874,Closed,Open
207,6.900449804432855,65.213995805821,Closed,Open
208,6.933785310734463,64.21920255540351,Closed,Open
209,6.967120817036071,69.54488566835155,Closed,Open
210,7.000456323337679,66.35692349381364,Closed,Open
211,7.033791829639287,68.02170345638112,Closed,Open
212,7.067127335940895,64.74065880885888,Closed,Open
213,7.100462842242503,62.54165709843953,Closed,Open
214,7.1337983485441105,57.48396215965786,Closed,Open
215,7.167133854845719,55.56072447465437,Closed,Closed
216,7.200469361147327,62.497031838855406,Closed,Open
217,7.233804867448935,61.16778191994981,Closed,Open
218,7.267140373750543,53.896212368172584,Closed,Closed
219,7.300475880052151,59.78851193100152,Closed,Open
220,7.333811386353759,57.18543997715861,Closed,Closed
221,7.367146892655367,58.816412381499376,Closed,Open
222,7.400482398956975,55.95382949608154,Closed,Closed
223,7.433817905258583,58.58929052640016,Closed,Open
224,7.467153411560191,59.18904499554648,Closed,Open
225,7.500488917861799,61.226458684064056,Closed,Open
226,7.533824424163407,65.0428109321338,Closed,Open
227,7.567159930465015,70.91338840697122,Closed,Open
228,7.600495436766623,67.73067529945212,Closed,Open
229,7.633830943068231,69.32936560666495,Closed,Open
230,7.667166449369839,68.80489778288114,Closed,Open
231,7.700501955671447,65.83797171270544,Closed,Open
232,7.733837461973055,68.79554431596488,Closed,Open
233,7.767172968274663,66.15826018518639,Closed,Open
234,7.8005084745762705,65.81081816112902,Closed,Open
235,7.833843980877879,63.85286253829453,Closed,Open
236,7.867179487179487,63.465360580138096,Closed,Open
237,7.900514993481095,63.53160461181952,Closed,Open
238,7.933850499782703,62.15414551232955,Closed,Open
239,7.967186006084311,59.9638384662134,Closed,Open
240,8.00052151238592,62.1931365951495,Closed,Open
241,8.033857018687527,63.08393786858045,Closed,Open
242,8.067192524989135,63.81794088178705,Closed,Open
243,8.100528031290743,62.49440643070683,Closed,Open
244,8.133863537592351,61.229666905096984,Closed,Open
245,8.167199043893959,62.39002165870691,Closed,Open
246,8.200534550195567,61.43288158727612,Closed,Open
247,8.233870056497175,65.75487737086794,Closed,Open
248,8.267205562798782,67.00652551597062,Closed,Open
249,8.30054106910039,70.56862830909508,Closed,Open
250,8.333876575401998,68.30324801562614,Closed,Open
251,8.367212081703606,71.77462263823828,Closed,Open
252,8.400547588005216,70.68304371894718,Closed,Open
253,8.433883094306823,67.9424402653186,Closed,Open
254,8.467218600608431,66.67044529060101,Closed,Open
255,8.50055410691004,67.64982542550632,Closed,Open
256,8.533889613211647,67.58411117949501,Closed,Open
257,8.567225119513255,62.51598339565919,Closed,Open
258,8.600560625814863,64.63935488723392,Closed,Open
259,8.63389613211647,63.367338363497645,Closed,Open
260,8.667231638418079,61.61132808140578,Closed,Open
261,8.700567144719686,61.640165892386705,Closed,Open
262,8.733902651021294,60.15316313986912,Closed,Open
263,8.767238157322902,58.35116358489941,Closed,Open
264,8.80057366362451,57.77821750514289,Closed,Open
265,8.833909169926118,60.600262496111384,Closed,Open
266,8.867244676227727,59.58470991602094,Closed,Open
267,8.900580182529335,62.970386183954574,Closed,Open
268,8.933915688830943,71.08975791047382,Closed,Open
269,8.967251195132551,69.7660157067462,Closed,Open
270,9.000586701434159,70.33288548957913,Closed,Open
271,9.033922207735769,67.83196622434521,Closed,Open
272,9.067257714037376,66.61353171515681,Closed,Open
273,9.100593220338984,72.10045411885474,Closed,Open
274,9.13392872664059,68.25963818927714,Closed,Open
275,9.167264232942198,66.39376290004722,Closed,Open
276,9.200599739243806,61.82787750971751,Closed,Open
277,9.233935245545414,67.56953946717178,Closed,Open
278,9.267270751847022,67.33778836122785,Closed,Open
279,9.300606258148632,66.00636220521795,Closed,Open
280,9.33394176445024,65.34420024186578,Closed,Open
281,9.367277270751847,65.9706700463818,Closed,Open
282,9.400612777053457,64.1434912611658,Closed,Open
283,9.433948283355065,65.6165392833551,Closed,Open
284,9.46728378965667,62.60240253415614,Closed,Open
285,9.50061929595828,60.06040746648202,Closed,Open
286,9.533954802259888,59.64488499478175,Closed,Open
287,9.567290308561494,60.18105555105656,Closed,Open
288,9.600625814863102,62.7818900547129,Closed,Open
289,9.63396132116471,66.9397052442684,Closed,Open
290,9.667296827466318,69.27917773003273,Closed,Open
291,9.700632333767926,73.20846774948693,Closed,Open
292,9.733967840069534,73.56193213548825,Closed,Open
293,9.767303346371143,70.24729046174605,Closed,Open
294,9.800638852672751,70.89966535050107,Closed,Open
295,9.83397435897436,69.43435030280696,Closed,Open
296,9.867309865275969,66.81901924081286,Closed,Open
297,9.900645371577577,69.04334420813149,Closed,Open
298,9.933980877879184,68.94157571678574,Closed,Open
299,9.96731638418079,66.32172857787165,Closed,Open
300,10.000651890482398,65.82230235987419,Closed,Open
301,10.033987396784006,67.35431637774131,Closed,Open
302,10.067322903085614,64.79866363527069,Closed,Open
303,10.100658409387222,62.075221420519,Closed,Open
304,10.13399391568883,61.67975551660992,Closed,Open
305,10.167329421990438,60.98651474377532,Closed,Open
306,10.200664928292047,59.45034558110866,Closed,Open
307,10.234000434593655,57.624689052802225,Closed,Open
308,10.267335940895263,59.62520611535822,Closed,Open
309,10.300671447196873,64.78799074053191,Closed,Open
310,10.33400695349848,67.24241217237726,Closed,Open
311,10.367342459800089,71.67252531375082,Closed,Open
312,10.400677966101696,71.94720291842785,Closed,Open
313,10.434013472403302,72.5986052404958,Closed,Open
314,10.46734897870491,72.06946236758715,Closed,Open
315,10.500684485006518,70.73838247334103,Closed,Open
316,10.534019991308126,69.67443575356876,Closed,Open
317,10.567355497609734,68.26549190084312,Closed,Open
318,10.600691003911342,70.96852488044559,Closed,Open
319,10.63402651021295,68.28536055243511,Closed,Open
320,10.66736201651456,68.41289281228366,Closed,Open
321,10.700697522816167,68.33583161108913,Closed,Open
322,10.734033029117777,66.59825176299354,Closed,Open
323,10.767368535419385,63.07577605735856,Closed,Open
324,10.80070404172099,63.405862427125314,Closed,Open
325,10.8340395480226,66.56401102029204,Closed,Open
326,10.867375054324206,62.92029346142803,Closed,Open
327,10.900710560625814,65.85777936467976,Closed,Open
328,10.934046066927422,62.85313880381591,Closed,Open
329,10.96738157322903,59.65264343779934,Closed,Open
330,11.000717079530638,58.276621412627634,Closed,Open
331,11.034052585832246,64.18110486975822,Closed,Open
332,11.067388092133854,66.00279520101157,Closed,Open
333,11.100723598435462,70.09934521121158,Closed,Open
334,11.134059104737071,70.06975289085048,Closed,Open
335,11.16739461103868,72.13850175605967,Closed,Open
336,11.200730117340289,71.28366159434877,Closed,Open
337,11.234065623641897,69.89388068118974,Closed,Open
338,11.267401129943504,69.39181153772631,Closed,Open
339,11.30073663624511,65.72630396760826,Closed,Open
340,11.334072142546718,64.54135739118155,Closed,Open
341,11.367407648848326,64.47816762181614,Closed,Open
342,11.400743155149934,64.74065880885888,Closed,Open
343,11.434078661451542,60.02439282724145,Closed,Open
344,11.46741416775315,60.44301346564935,Closed,Open
345,11.500749674054758,62.983441478235726,Closed,Open
346,11.534085180356366,62.90169985454469,Closed,Open
347,11.567420686657975,62.740814880254526,Closed,Open
348,11.600756192959585,59.96191264281657,Closed,Open
349,11.634091699261193,59.231651986240834,Closed,Open
350,11.6674272055628,56.64174930957074,Closed,Closed
351,11.700762711864408,61.44535484350799,Closed,Open
352,11.734098218166016,63.506715579845874,Closed,Open
353,11.767433724467622,68.34202204545001,Closed,Open
354,11.80076923076923,71.67630027241148,Closed,Open
355,11.834104737070838,72.6887011166132,Closed,Open
356,11.867440243372446,71.30016192325938,Closed,Open
357,11.900775749674054,63.88895070926047,Closed,Open
358,11.934111255975662,63.41135747642787,Closed,Open
359,11.96744676227727,67.05041517944511,Closed,Open
360,12.000782268578876,66.17609859093648,Closed,Open
361,12.034117774880489,65.20330006047197,Closed,Open
362,12.067453281182097,61.515641897630395,Closed,Open
363,12.100788787483705,66.18757102218186,Closed,Open
364,12.13412429378531,63.72270163103109,Closed,Open
365,12.16745980008692,63.959558118705566,Closed,Open
366,12.200795306388526,62.88312478570684,Closed,Open
367,12.234130812690134,59.89975696111605,Closed,Open
368,12.267466318991742,65.87593297841939,Closed,Open
369,12.30080182529335,58.95909407308284,Closed,Open
370,12.334137331594958,63.151438356980975,Closed,Open
371,12.367472837896566,67.16791509172293,Closed,Open
372,12.400808344198174,71.63990092535184,Closed,Open
373,12.43414385049978,71.35468482449157,Closed,Open
374,12.467479356801393,72.54316621769996,Closed,Open
375,12.500814863103,72.0605427013398,Closed,Open
376,12.534150369404609,64.86729525157158,Closed,Open
377,12.567485875706216,68.8748726878809,Closed,Open
378,12.600821382007824,66.49670815428118,Closed,Open
379,12.63415688830943,69.71743441255441,Closed,Open
380,12.667492394611038,68.53252939535669,Closed,Open
381,12.700827900912646,68.78794846998005,Closed,Open
382,12.734163407214254,67.3586408128738,Closed,Open
383,12.767498913515862,63.64536787695286,Closed,Open
384,12.80083441981747,61.41627543907644,Closed,Open
385,12.834169926119078,60.998558493732915,Closed,Open
386,12.867505432420684,58.251290409990936,Closed,Open
387,12.900840938722292,57.08073490485051,Closed,Closed
388,12.934176445023905,54.97531913374384,Closed,Closed
389,12.96751195132551,58.97575735504675,Closed,Open
390,13.00084745762712,54.16640707056724,Closed,Closed
391,13.034182963928728,58.70818017103206,Closed,Open
392,13.067518470230334,57.6966204559508,Closed,Open
393,13.100853976531942,62.5454710677258,Closed,Open
394,13.13418948283355,64.01205932926003,Closed,Open
395,13.167524989135158,67.98906140856568,Closed,Open
396,13.200860495436766,70.48843129945043,Closed,Open
397,13.234196001738374,69.15685220281549,Closed,Open
398,13.267531508039982,70.64386768102678,Closed,Open
399,13.30086701434159,70.0785534240508,Closed,Open
400,13.334202520643196,68.33583161108913,Closed,Open
401,13.367538026944809,65.87525042596712,Closed,Open
402,13.400873533246417,68.2534583272683,Closed,Open
403,13.434209039548024,68.26812998948718,Closed,Open
404,13.46754454584963,66.60309019086651,Closed,Open
405,13.500880052151238,64.3043012257928,Closed,Open
406,13.534215558452846,65.49281927068446,Closed,Open
407,13.567551064754454,64.58880320620548,Closed,Open
408,13.600886571056062,62.18672521367703,Closed,Open
409,13.63422207735767,62.97543639673593,Closed,Open
410,13.667557583659278,60.64143506785918,Closed,Open
411,13.700893089960886,64.10362641114904,Closed,Open
412,13.734228596262492,64.36755949323043,Closed,Open
413,13.7675641025641,64.43736252520543,Closed,Open
414,13.80089960886571,60.25553644088973,Closed,Open
415,13.83423511516732,58.269449006884855,Closed,Open
416,13.867570621468928,57.88604337219143,Closed,Open
417,13.900906127770536,60.43788343511311,Closed,Open
418,13.934241634072142,64.47662595828669,Closed,Open
419,13.96757714037375,66.64085547986116,Closed,Open
420,14.000912646675358,69.99476324679426,Closed,Open
421,14.034248152976966,69.09618963604979,Closed,Open
422,14.067583659278574,72.00412774344322,Closed,Open
423,14.100919165580182,70.56862830909508,Closed,Open
424,14.13425467188179,68.58646452933957,Closed,Open
425,14.167590178183396,71.41172242701805,Closed,Open
426,14.200925684485004,69.54834939252005,Closed,Open
427,14.234261190786611,67.41727627734733,Closed,Open
428,14.26759669708822,65.02197374399283,Closed,Open
429,14.30093220338983,65.500323164999,Closed,Open
430,14.33426770969144,63.17921228897488,Closed,Open
431,14.367603215993046,61.61023661675863,Closed,Open
432,14.400938722294654,62.401667490996275,Closed,Open
433,14.434274228596262,58.824350879062266,Closed,Open
434,14.46760973489787,61.03069476668048,Closed,Open
435,14.500945241199478,58.3507699986753,Closed,Open
436,14.534280747501086,57.646982185005825,Closed,Open
437,14.567616253802694,58.035482623478345,Closed,Open
438,14.600951760104302,57.271816077640565,Closed,Closed
439,14.63428726640591,56.74854394431284,Closed,Closed
440,14.667622772707515,54.684497669067014,Closed,Closed
441,14.700958279009123,66.31645879352358,Closed,Open
442,14.734293785310737,66.2069486758673,Closed,Open
443,14.767629291612344,64.53295409712031,Closed,Open
444,14.80096479791395,64.55792543303347,Closed,Open
445,14.834300304215558,67.29651078665948,Closed,Open
446,14.867635810517166,67.01853946830016,Closed,Open
447,14.900971316818774,66.37215133626162,Closed,Open
448,14.934306823120382,62.130753816852895,Closed,Open
449,14.96764232942199,62.58961458635936,Closed,Open
450,15.000977835723598,59.785535828829794,Closed,Open
451,15.034313342025206,62.40063584024156,Closed,Open
452,15.067648848326812,63.70024526753852,Closed,Open
453,15.10098435462842,65.51616770810152,Closed,Open
454,15.13431986093003,68.11139390214629,Closed,Open
455,15.167655367231635,67.8517284419473,Closed,Open
456,15.200990873533248,65.43527259246058,Closed,Open
457,15.234326379834854,66.28901211638068,Closed,Open
458,15.267661886136462,65.40694026768803,Closed,Open
459,15.30099739243807,60.86782779979778,Closed,Open
460,15.334332898739678,60.975879917293625,Closed,Open
461,15.367668405041286,57.6998168909263,Closed,Open
462,15.401003911342894,60.37014217221049,Closed,Open
463,15.434339417644502,58.69546228349272,Closed,Open
464,15.46767492394611,59.50649980466967,Closed,Open
465,15.501010430247716,59.76282949382717,Closed,Open
466,15.534345936549323,59.36506000097408,Closed,Open
467,15.567681442850931,54.663366011976166,Closed,Closed
468,15.60101694915254,60.07264591033393,Closed,Open
469,15.63435245545415,54.8679803631061,Closed,Closed
470,15.66768796175576,57.65821239625939,Closed,Open
471,15.701023468057366,60.1572155491232,Closed,Open
472,15.734358974358974,63.929644527979875,Closed,Open
473,15.767694480660582,66.43575990431013,Closed,Open
474,15.80102998696219,68.81729830016917,Closed,Open
475,15.834365493263798,69.06668807646774,Closed,Open
476,15.867700999565406,69.21657452900432,Closed,Open
477,15.901036505867014,68.38567349216913,Closed,Open
478,15.93437201216862,66.71657579041597,Closed,Open
479,15.96770751847023,66.07958514531538,Closed,Open
480,16.00104302477184,66.65868765678545,Closed,Open
481,16.034378531073447,64.88056791583132,Closed,Open
482,16.067714037375055,61.21025354853852,Closed,Open
483,16.101049543676663,59.81949854233642,Closed,Open
484,16.13438504997827,59.67658170776288,Closed,Open
485,16.16772055627988,60.93530090909775,Closed,Open
486,16.201056062581486,60.17205917024953,Closed,Open
487,16.234391568883094,60.58669033844127,Closed,Open
488,16.267727075184702,61.11397551750861,Closed,Open
489,16.30106258148631,59.61435896078339,Closed,Open
490,16.334398087787918,58.35642282875138,Closed,Open
491,16.367733594089525,54.12167636182821,Closed,Closed
492,16.401069100391133,55.843164085263055,Closed,Closed
493,16.43440460669274,57.345035037645786,Closed,Closed
494,16.46774011299435,62.96626582505401,Closed,Open
495,16.501075619295957,65.4809450132419,Closed,Open
496,16.534411125597565,69.00508512142764,Closed,Open
497,16.567746631899173,72.16864307100602,Closed,Open
498,16.60108213820078,71.25915208840708,Closed,Open
499,16.63441764450239,73.16154797958464,Closed,Open
500,16.667753150803996,71.01960485781603,Closed,Open
501,16.701088657105604,69.61229234227136,Closed,Open
502,16.734424163407212,69.50630679497286,Closed,Open
503,16.767759669708823,68.63340982341539,Closed,Open
504,16.80109517601043,66.78330701580182,Closed,Open
505,16.83443068231204,66.02188831892349,Closed,Open
506,16.867766188613647,64.25791185092973,Closed,Open
507,16.901101694915255,62.307212403587016,Closed,Open
508,16.934437201216863,61.51078076999326,Closed,Open
509,16.96777270751847,60.98473328321184,Closed,Open
510,17.00110821382008,60.62109017469888,Closed,Open
511,17.034443720121686,59.28891018002042,Closed,Open
512,17.067779226423294,60.23087450188532,Closed,Open
513,17.101114732724902,59.04636582939672,Closed,Open
514,17.13445023902651,60.47468435162355,Closed,Open
515,17.167785745328118,55.14532226849779,Closed,Closed
516,17.201121251629726,61.27598313271187,Closed,Open
517,17.234456757931333,59.64732339082243,Closed,Open
518,17.26779226423294,65.06587094387747,Closed,Open
519,17.30112777053455,68.79641454882953,Closed,Open
520,17.334463276836157,71.45328080512667,Closed,Open
521,17.367798783137765,70.35415266997646,Closed,Open
522,17.401134289439373,71.48245120044506,Closed,Open
523,17.43446979574098,71.08009996818694,Closed,Open
524,17.46780530204259,71.81511342380283,Closed,Open
525,17.501140808344196,69.38531029935677,Closed,Open
526,17.534476314645804,69.6633324611148,Closed,Open
527,17.567811820947412,69.00318483276664,Closed,Open
528,17.60114732724902,66.65284496431835,Closed,Open
529,17.634482833550628,65.14031419889886,Closed,Open
530,17.667818339852236,64.45451200977053,Closed,Open
531,17.701153846153847,61.032706922442706,Closed,Open
532,17.734489352455455,57.39577153397599,Closed,Open
533,17.767824858757063,59.25430224946754,Closed,Open
534,17.80116036505867,58.90609173375199,Closed,Open
535,17.83449587136028,57.31557577797135,Closed,Closed
536,17.867831377661886,60.284787250991535,Closed,Open
537,17.901166883963494,56.28651450602724,Closed,Closed
538,17.934502390265102,56.40123548233298,Closed,Closed
539,17.96783789656671,57.08664911297907,Closed,Closed
540,18.001173402868318,56.45761823522294,Closed,Closed
541,18.03450890916993,59.1720250902128,Closed,Open
542,18.067844415471537,66.02925767412742,Closed,Open
543,18.10117992177314,70.99500947905722,Closed,Open
544,18.13451542807475,74.74034171433655,Closed,Open
545,18.167850934376357,72.77361430324713,Closed,Open
546,18.201186440677965,75.00052283869135,Open,Open
547,18.234521946979573,72.12984063235827,Closed,Open
548,18.26785745328118,71.35075773344589,Closed,Open
549,18.30119295958279,69.54488566835155,Closed,Open
550,18.334528465884397,68.59355082400208,Closed,Open
551,18.367863972186004,68.99928031722439,Closed,Open
